x1,y1,x2,y2
26,3,31,2
26,3,31,2
26,3,31,2
26,3,31,2
26,3,31,2
26,3,31,2
26,3,31,2
26,3,31,2
26,3,31,2
26,3,31,2
26,3,31,2
26,3,31,2
26,3,31,2
26,3,31,2
26,3,31,2
26,3,31,2
40,0,38,3
40,0,38,3
40,0,38,3
40,0,38,3
40,0,38,3
40,0,38,3
40,0,38,3
40,0,38,3
40,0,38,3
40,0,38,3
40,0,38,3
40,0,38,3
40,0,38,3
40,0,38,3
40,0,38,3
40,0,38,3
40,0,38,3
40,0,38,3
40,0,38,3
40,0,38,3
40,0,38,3
40,0,38,3
40,0,38,3
40,0,38,3
40,0,38,3
40,0,38,3
40,0,38,3
40,0,38,3
40,0,38,3
40,0,38,3
40,0,38,3
40,0,38,3
40,0,38,3
40,0,38,3
40,0,38,3
40,0,38,3
40,0,38,3
40,0,38,3
40,0,38,3
40,0,70,7
31,2,70,7
31,2,70,7
31,2,70,7
31,2,70,7
31,2,70,7
31,2,70,7
31,2,70,7
31,2,70,7
31,2,70,7
31,2,70,7
31,2,70,7
31,2,70,7
31,2,70,7
31,2,70,7
31,2,70,7
31,2,70,7
31,2,70,7
31,2,70,7
31,2,70,7
31,2,70,7
31,2,70,7
31,2,70,7
31,2,70,7
31,2,70,7
31,2,70,7
31,2,70,7
31,2,70,7
31,2,70,7
31,2,70,7
31,2,70,7
31,2,70,7
31,2,70,7
31,2,70,7
31,2,70,7
31,2,70,7
31,2,70,7
31,2,70,7
31,2,70,7
31,2,70,7
31,2,70,7
31,2,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,84,6
38,3,122,6
38,3,122,6
38,3,122,6
38,3,122,6
38,3,122,6
38,3,122,6
38,3,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,122,6
70,7,94,12
70,7,94,12
70,7,94,12
70,7,94,12
70,7,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,94,12
84,6,70,11
84,6,70,11
84,6,70,11
84,6,70,11
84,6,70,11
84,6,70,11
84,6,70,11
84,6,70,11
84,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,70,11
122,6,0,0
122,6,0,0
122,6,0,0
122,6,0,0
122,6,0,0
122,6,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
94,12,0,0
