star,emotion
2,0.9973742606293368
5,0.7397916737585051
4,0.9599375763720102
4,0.09063668238832175
3,0.04045131902056779
1,0.9890688547040333
5,0.2204100033204272
5,0.8322051488063439
5,0.9669904475972726
3,0.9369142485160605
1,0.31088631436301384
5,0.548736352258133
5,0.9999400120880875
5,0.7380832351827322
4,0.9999565090660799
3,0.9999053756565752
5,0.18056397686044667
5,0.30400032259961796
5,0.7583878284304743
5,0.9948671288866264
2,0.3373081871756863
5,0.30775962551067515
5,0.7065646917103517
1,0.8570933345833309
5,0.9519079499153102
3,0.07791645936146312
5,0.9999999702947499
5,0.9730025899005821
3,0.4701684641861745
5,0.6278466107895045
5,0.999999998498985
4,0.13020966971077866
5,0.999267870101584
4,0.32675207028119624
5,0.9996779156172562
5,0.9850390770825209
5,0.9420592817738421
5,0.13193366064674972
3,0.6833322736400125
4,0.7474352298090337
5,0.7716700067689847
5,0.8026013174919441
4,0.9964412566350394
2,0.12893990250319354
1,0.18329514081286383
3,0.9986887843464212
3,0.9444162715040522
4,0.25642389066569654
4,0.8051486014362712
5,0.5464636643427929
1,0.11055916967647013
1,0.7295273416970475
5,0.7772693357519073
5,0.950550890848684
3,0.5036774952227547
2,0.758994267878608
5,0.4236020830481688
5,0.969708241740815
5,0.99900564890987
5,0.4270765521890557
5,0.9989551992874893
5,0.8685964825235979
1,0.9754017168144234
3,0.4656279807207252
5,0.6174665140529765
1,0.8783420743676787
4,0.9216764852476084
5,0.6249323603052692
4,0.0397747995457394
5,0.8527743166693846
5,0.9225599726134064
1,0.8707630594643426
5,0.9990571324167435
5,0.9996063349340109
4,0.5113374982747272
5,0.9999488067754037
1,0.07374704069156252
1,0.8848364891528077
5,0.9999990387939558
5,0.9862999721440107
2,0.9819058086134377
5,0.7056409519438193
5,0.5994462248409883
1,0.8590607319231678
5,0.7998176058741563
3,0.7158355821694874
5,0.9248669549804637
5,0.9601352195155184
4,0.9999986534396326
4,0.371810868327481
5,0.9986819180789684
5,0.999995040912111
5,0.9921216143786636
4,0.8572706273134907
5,0.33065069685492615
1,0.03427253470196524
5,0.9930173515148285
1,0.011595198744754008
4,0.9731951980594247
4,0.9999472842818308
1,0.037231743971019596
1,0.9639116402606903
4,0.030472031909261843
5,0.7455779639454774
5,0.6724758182735716
5,0.9604409508291578
5,0.887506482198977
5,0.9208626824856682
5,0.9999655259124066
3,0.9170388891139195
4,0.9994185439699236
2,0.13929801016619875
4,0.9771312747780618
2,0.2899834060157357
4,0.9813676241936675
5,0.9999999721842178
1,0.14582064722732208
5,0.9182592434740199
5,0.3059442998787472
5,0.945846228742408
2,0.2246923862538861
5,0.9999978053495394
3,0.10583653311383551
5,0.46973240120116827
5,0.9998275242011898
5,0.9345134418384657
5,0.891629011164842
5,0.9993052147363548
5,0.6413736101511056
1,0.15901470871141538
1,0.09459657188523204
3,0.686728647111314
5,0.9697046580843911
3,0.5245455341570778
1,0.07084733875636644
5,0.9999070002128954
5,0.7123209976165912
4,0.28403655210928985
1,0.36362120644785134
5,0.9219847515634036
5,0.5946908998195978
5,0.5106823169875138
5,0.36942853717693136
3,0.8679319659597411
5,0.8771035805386594
1,0.05173762109385795
5,0.9996385175324222
5,0.9998321159852968
5,0.5605111957405683
5,0.9963202643702077
1,0.9673294779494994
5,0.6302469156135554
5,0.9999997273869363
4,0.41554515708003503
4,0.9474068643488751
5,0.9999754464397387
1,0.4025469881880763
2,0.993733558842879
5,0.5745053699829877
4,0.0036967997074443776
5,0.8758450790014051
5,0.9551123328628881
4,0.9964308924161748
3,0.7459984189528582
2,0.23268315343641252
5,0.9873755817926747
5,0.5422106999320654
5,0.9838177860344379
3,0.1620317177560707
4,0.9637566732887899
5,0.9999826226257653
5,0.5281602328399965
4,0.9939095355820434
5,0.8827264508437901
5,0.8313110288978608
5,0.9373184364623374
5,0.9428233305448273
2,0.637793578648325
5,0.4549893107443297
5,0.99586344767763
3,0.9745658133663823
2,0.06019278846529795
4,0.6732639267137455
5,0.9199338394252867
4,0.9889837187355051
5,0.4689013744958669
5,0.9981162873727746
3,0.42951941750008027
2,0.7071238822839204
3,0.2914285651408963
5,0.165226442674082
5,0.9902059655712102
5,0.9876248581001706
4,0.9803795390372216
4,0.7291996346645037
1,0.09133754451403947
5,0.356619880131643
1,0.9806925357198617
5,0.9999999999994484
5,0.8814339692150414
1,0.5686550615255093
5,0.9747314716598032
5,0.9518553101962348
2,0.6428283502580893
5,0.904973112897651
4,0.7262378721310668
4,0.980486249862586
5,0.9999873864498309
5,0.9858800972713073
5,0.8371296593929645
5,0.9941733666241351
5,0.7887593333715474
4,0.9959662011762924
5,0.6587926399605181
1,0.7937195120256656
3,0.15807093445906636
5,0.9860204794995733
5,0.40236772590062414
1,0.9930038338823334
5,0.47075870929035496
3,0.9720458669319412
5,0.9734722509328186
5,0.8674890975542858
2,0.9257747576131194
5,0.5839026741251419
3,0.24110196996703256
4,0.9805966114196462
5,0.9717250419218186
5,0.7503215021387686
4,0.23928262539647613
5,0.4577539796279029
1,0.0687187985659512
5,0.9569976510410175
5,0.962563761903355
5,0.9168264258968027
5,0.9582217338668293
2,0.998965610521808
4,0.8467105284283294
4,0.9511083937709499
5,0.0005310825001952425
2,0.9756484776173264
2,0.30424907247684096
4,0.9616627604391759
4,0.9432018813333451
5,0.9858421516126978
1,0.8400285488218723
5,0.9753965134966797
5,0.8908646500242867
3,0.5273245904981515
5,0.5003357222026475
5,0.4369188703014917
1,0.01053530829529478
5,0.9927709690239988
1,0.9981909886590737
1,0.9072790987925484
2,0.05443300269858106
5,0.9652226858649577
2,0.23104980236804723
5,0.4323466640585913
5,0.02651802453601204
1,0.26262160940817
3,0.7876094060214363
5,0.9905463907726004
5,0.9912182036089795
5,0.3062820655542914
4,0.9851127387513996
5,0.9977735310265823
4,0.8093953450903993
5,0.061326341674499255
5,0.6606892550048138
5,0.8586976499209927
4,0.9857255993871886
3,0.516402005235323
5,0.9883712393346765
5,0.7860498242858357
5,0.9651154342967944
1,0.8735659448014326
4,0.9723752169108466
1,0.9703996055381731
5,0.9950038445702905
5,0.7468615572839571
5,0.9590914085986051
5,0.8131531837040785
5,0.8976475350949477
5,0.7261359830855456
2,0.9975954170096937
4,0.006843731302863388
5,0.5777043395836382
5,0.9316500129005252
5,0.9991562634465952
4,0.9895249894313346
5,0.7535046709005994
1,0.03409387697106046
5,0.9944978600027342
5,0.9900866814407202
5,0.8463842211968928
5,0.8348271083512157
5,0.9722426539478807
1,0.7067728014175985
5,0.6479062048893196
5,0.9174456066954396
3,0.36190002629148915
5,0.7187033919835286
5,0.5448173828881765
5,0.9800277163119065
5,0.9759178719207082
4,0.9162612569531928
4,0.8408732755136619
5,0.4889014811369848
5,0.5428355904342868
4,0.8815976935224819
3,0.9259507387735814
5,0.9591367574109794
3,0.8172192159485809
5,0.999995896180636
5,0.9998944864841262
2,0.9468719272341722
5,0.9947803469232671
4,0.8106496784993825
5,0.9667619900905816
5,0.9978484046516284
5,0.9712221253615125
4,0.9905044432466834
5,0.17310688822106618
4,0.938615469895871
5,0.7792331548240231
5,0.9971504291824034
3,0.7147542529911297
3,0.9460883465385606
5,0.9985525450773238
1,0.9340580738561085
5,0.3327915495141929
5,0.8019396920857252
5,0.9442388657460571
5,0.9999579733468998
3,0.9999765991911785
3,0.9859074973258855
5,0.9348655652611625
4,0.9981493742741999
3,0.09133306468287385
5,0.86963594566065
5,0.9605581716070057
4,0.6162264519802881
5,0.9832991002514899
2,0.9407294569338225
1,0.9944470936235271
4,0.8344574128535975
5,0.6975943250224166
5,0.9620786005646115
4,0.9848792133451243
1,0.01624662261883684
4,0.9982553823365828
5,0.9087521291064248
1,0.21356111583926912
4,0.9687153129865931
5,0.9957552548405083
5,0.9950506130749339
5,0.7376735538346653
3,0.19485456256021452
5,0.9995242189701374
3,0.5837424066894145
5,0.3606893232061494
3,0.8748890636871999
5,0.9039919454819478
5,0.7483511401334182
3,0.9210747576305585
5,0.9728201719060846
5,0.9968610251909299
5,0.97676491268116
5,0.9970373156731025
1,0.21816924845688287
1,0.9832918973089088
4,0.7594523497191381
4,0.9397642506604248
2,0.5182995266442044
1,0.3431685651720146
5,0.6889716175751974
1,0.9998936127583636
3,0.9999985829734275
1,0.8181440539545104
5,0.91192081137003
4,0.8095267113369053
1,0.9510494786497684
4,0.998507986490209
5,0.9998888837006354
5,0.5950497727428166
2,0.46488868772718045
5,0.8190471638100639
5,0.9997601769795889
5,0.9633118794661166
3,5.496628800299894e-06
1,0.008187049062166418
5,0.9927206595767194
5,0.9991673838985731
5,0.7447840274451116
5,0.8988102954799733
5,0.8784283434894037
2,0.08254016568000333
2,0.5779411996937848
5,0.9704124466390761
5,0.767009450789866
5,0.9057565816133089
5,0.999487845149117
3,0.6404821927214794
5,0.9204727510989875
2,0.13902977632918434
5,0.9934549595826919
5,0.6471451200146071
1,0.8164780455457339
1,0.04674952287557769
4,0.02019225774709554
4,0.9989178128574173
1,0.9999588083998495
5,0.6149349345477805
1,0.9184011262941109
2,0.010078885612442997
5,0.9992438912482597
1,0.9904404312618761
1,0.8328844656966359
5,0.46987912869059995
5,0.4588631763783873
5,0.9994482785420947
3,0.6397940740279121
4,0.9567556222187784
1,0.8358532717456171
4,0.7765100667597797
1,0.10769386580429932
4,0.10177368293362385
1,0.004220861337567994
5,0.9964615448343118
4,0.9847004814818995
5,0.6697245402711469
4,0.6000797458750905
4,0.8097709562550223
5,0.9315468371630534
5,0.4603903025685846
5,0.9958227645973995
2,0.9578357157997623
5,0.5199084505034444
5,0.9600713874381414
5,0.7227806914739097
5,0.9383170393352978
5,0.9119814853105046
5,0.5279799798509953
1,0.9997048686633693
5,0.998873867213147
4,0.9165656167438937
2,0.04723664083580802
5,0.9894143142548331
1,0.989424361642747
5,0.9262684972259948
4,0.9770323302041428
5,0.7259523644120904
4,0.8622913416336875
5,0.7139057346117128
3,0.6458310996788585
5,0.7404138527346835
5,0.968675012305412
5,0.9445021018836371
5,0.6204226317339486
5,0.3996109363873147
4,0.6833106732416222
5,0.4266623703103995
4,0.9694932567956474
5,0.7800866558294175
5,0.5003357222026475
5,0.9934552185490981
5,0.7485233466806559
4,0.7946456735743003
5,0.913640184127097
5,0.9989848149500463
5,0.5638811012214588
1,0.9842277211981056
5,0.9999927302511686
5,0.9971341933245494
4,0.49262330544469923
5,0.3242433826498981
5,0.9862619593574734
5,0.7558532246033202
1,0.9676015038353017
1,0.7939538182209137
1,0.8398634879130239
5,0.9978996972645653
4,0.7424095416155717
5,0.9890194971575385
1,0.9590895164828922
2,0.4479966444792739
5,0.9288249627989947
3,0.39874905388379517
1,0.9469656433081589
2,0.3407123518372324
5,0.43465702700978404
5,0.9823897554880862
4,0.7473200086000692
5,0.9535122406491056
4,0.9060528783478478
3,0.8426016824414005
1,0.006939812379364727
4,0.6080375010063183
5,0.9998372743174575
3,0.7291797774442823
5,0.9958082518616703
5,0.9865005624270249
5,0.9920756930805144
5,0.9998926659339852
5,0.7057327955017754
5,0.992176704336018
5,0.9766321584644391
1,0.8809468675888875
3,0.9343245811274508
4,0.9810289687034495
5,0.8266947700969611
1,0.9521529839080536
4,0.9983047170325072
5,0.8194860693825717
2,0.5018500071647042
5,0.866680091847356
4,0.9087465449906735
5,0.9242841339070033
3,0.9966388644336405
5,0.9927156129822476
4,0.9884971193402963
5,0.7428245226368687
3,0.5441531251133395
4,0.9493098944845579
5,0.9996430517527695
2,0.006579509256176156
5,0.3865752879686327
4,0.6400689869641852
5,0.9287053119714125
4,0.2865254690488233
1,0.8716952344229362
2,0.7369039720339774
3,0.9522915364928604
3,0.45241258489114966
4,0.9900000078001482
5,0.869069081076199
3,0.7914078986375874
4,0.4834415004256433
5,0.8066327867951668
3,0.9802682058588638
5,0.999550200513233
1,0.7314626804949635
5,0.9914567083718587
5,0.9816888338596272
5,0.9988208101254398
4,0.9751249024138541
2,0.3720672853352372
2,0.014657334318398729
5,0.9231673631882686
5,0.9910925969122947
5,0.22867496099899834
5,0.34736839977848905
3,0.6269517759856831
5,0.7654700962178952
5,0.8430361598433029
4,0.40678625911331934
4,0.7163414670646782
5,0.8622290669355059
3,0.9697656322811326
4,0.8715270609981886
4,0.9762488125650113
5,0.9999286734515268
4,0.9922969827370753
2,0.970818604576777
4,0.895766101908453
5,0.4828245410330404
5,0.9276053747468156
1,0.8240684629294686
2,0.6333444705059947
5,0.7365093229326244
5,0.9968467698288452
4,0.35060077841402676
2,0.6350126348140912
1,0.8864227670677299
1,0.8834424954476442
1,0.5748919576057995
5,0.5622789420681974
5,0.9997456985251578
5,0.9420520718643921
5,0.5464636643427929
4,0.8419300091923675
2,0.16867021051583922
5,0.27399237816847755
4,0.8433585587031251
5,0.9976610235375254
4,0.8932734912105329
3,0.9804457331681985
5,0.5631966775382234
5,0.9811529863815774
5,0.8925575717452577
5,0.7714701101503002
3,0.9179680537634516
4,0.9905243055341001
1,0.8886306639364399
1,0.20371904177766254
5,0.8113989452872946
4,0.8377259848211662
1,0.9902197910652631
2,0.8790593763307618
1,0.0017254615831077682
2,0.7984521217376542
5,0.9868678625761234
5,0.8853154277981045
5,0.8600169098650883
5,0.9889824805737011
4,0.789694302122161
2,0.4622039172951714
3,0.7053610824894775
5,0.9997048263808468
5,0.9942750874928965
4,0.3972715804147531
4,0.8922732449337298
5,0.6345420821878583
1,0.7903920596435376
4,0.8323446885901126
5,0.7403488546307527
5,0.9978791916146256
5,0.9181801933202431
5,0.9805764160256093
5,0.9967086890697473
5,0.7632128877648741
5,0.9999676124322308
5,0.9967973892318285
1,0.9781539142210638
3,0.067898122071284
1,0.9999999970013584
5,0.9994699013102264
5,0.9840005086714457
4,0.558457190331382
5,0.023376862184059776
2,0.627552851692851
5,0.2806604149846408
5,0.8713926957972858
1,0.00773562013593811
5,0.34869565312626394
4,0.9755231839299117
5,0.9704408585072348
5,0.995021183165712
5,0.7991323183328047
3,0.8878040828238649
5,0.9258978964458378
3,0.9649714756540254
4,0.9208118606138291
5,0.934238515145646
4,0.999828074653318
5,0.29793979497308376
4,0.11692646642494167
5,0.9905364184060221
5,0.947207013035835
5,0.9264299370428533
4,0.973043649378195
5,0.973624704261529
4,0.309000599102291
3,0.9982203656880856
5,0.9652688134190541
1,0.838519236841002
5,0.871937564064145
5,0.9999998257167138
4,0.5682185857664167
1,0.23866029651034923
2,0.9630661285312777
5,0.9542998516782408
1,0.7087443141650598
5,0.9998463031742684
4,0.8737944851730967
5,0.9846278589054913
3,0.9977142511440915
5,0.9955031781659298
5,0.9182075181620328
5,0.49020294100242173
5,0.8830324050444462
5,0.9996312506797771
4,0.9314907875030062
5,0.9720038976179726
5,0.988076669008172
1,0.9996180013015288
5,0.9936348502969695
4,0.9956717225317849
1,0.08462283962096721
4,0.8857297960984136
4,0.964198108072787
5,0.9995875989578681
3,0.6544299880337768
3,0.9943163363822849
3,0.5603226486632762
5,0.969833759874829
5,0.8832460016811453
4,0.6217975970024084
4,0.9742178211142473
4,0.9872760296497602
1,0.9294114946996078
5,0.91409260598649
4,0.2226847624720213
1,0.10257047957684229
5,0.9684632458308513
3,0.8748759706514164
4,0.8247433950272345
1,0.5137654953698935
5,0.5794288972426519
4,0.9996356364426545
2,0.26298325319801213
5,0.3439170561276127
1,0.6434698835560554
5,0.39020727771272196
4,0.9631504911001799
2,0.2729357807354265
4,0.9999999282134563
1,0.705168156619551
5,0.9999995566080475
5,0.49701252823425884
5,0.9998251671915414
3,0.5124541013391264
5,0.9886315826888705
2,0.9693294837141586
5,0.9341741935134388
4,0.9989118876628401
5,0.7589575470929535
3,0.8890956549972382
5,0.8641154227328504
3,4.570546441400086e-05
5,0.8553549575442637
3,0.48233231470631854
3,0.3810689144765046
5,0.009157800669030543
5,0.6306308490946134
5,0.9381102527472014
5,0.9997234395376683
3,0.4292820048926634
5,0.3078562687718393
4,0.9997688091970408
5,0.9312404375480665
2,0.4051404390461299
4,0.037607602668753286
5,0.9631214935927203
5,0.21264770454878842
5,0.9990940806260378
5,0.9979070470241193
2,0.8983557631807563
1,0.5582473926210387
5,0.8147066211073507
5,0.9998407412162064
5,0.7000794685606723
4,0.8403513149461573
5,0.9042868022567709
4,0.7838147385180179
4,0.5539108043813559
1,0.4200414289275405
4,0.6257788641684912
5,0.9999172935430065
4,0.8586549218273419
5,0.878692671593657
1,0.5456434168303075
5,0.9852433156680412
4,0.9999501343497157
2,0.9999902486629101
5,0.9687764651766306
5,0.960001122469509
5,0.8800012225393091
4,0.9986169407974415
3,0.9941252159625714
5,0.995493952864296
5,0.6634154358990771
5,0.9722676191140145
5,0.9567431943013679
5,0.9015260558364291
4,0.7713065364276674
4,0.3760015990981905
4,0.5222818107149775
3,0.5072843851510725
5,0.9254603939348122
2,0.5382990676991286
5,0.6454395290672399
5,0.9194554152762179
4,0.8473306035467938
1,0.024611253201629008
4,0.6401836094660805
4,0.9998978694076962
5,0.8753941579495799
1,0.3488272259596163
5,0.9966544318886529
2,0.9100555101027102
4,0.5594707635192264
5,0.6809012866082137
4,0.5567395664494864
5,0.9315835714877205
5,0.996410254853549
1,0.6481791359700656
4,0.7869209709748066
2,0.8222041635542081
5,0.9479999893764864
5,0.44204360760163797
5,0.35789398169535236
5,0.4029754334404475
5,0.9806631626688737
2,0.10226920998860388
1,0.996189359400475
2,0.5668066901223459
4,0.6493750021446004
5,0.9992388047272283
5,0.8174510512025089
5,0.935717555624375
1,0.007991309656710788
3,0.9800803631198334
3,0.008364987469284076
5,0.37392025093385833
5,0.18835194162919838
2,0.5528081333605337
4,0.4233819890744834
2,0.9950809570824583
5,0.9007965592589233
5,0.9714121518568123
5,0.8624127549263386
5,0.9727339342525364
5,0.725325469868065
1,0.9332768499116519
2,0.8117614245573617
5,0.9510751638401223
5,0.7687970956693364
2,0.08168931576225809
1,0.44484594525647486
5,0.9897988833952718
4,0.9996785768984467
4,0.9870651568747472
5,0.28212896692005024
1,0.9480237315856439
1,0.007063462559698344
4,0.9998219088128113
5,0.5099719158262865
5,0.46097442890484774
5,0.9999829325033894
1,0.6799415230275452
5,0.2617362409048776
5,0.9915266875616221
4,0.7566735969937831
5,0.7633417114180717
5,0.8961534870539813
5,0.9856357820896011
5,0.9275998226964995
4,0.786730052400943
5,0.7375639847057759
1,0.5645627507433321
5,0.848895106711407
5,0.3198431304087588
4,0.7477990860396955
5,0.9692166635719619
5,0.9958088100650676
2,0.993539375809083
3,0.8437255217095693
5,0.9825556011110786
5,0.9781825700231552
5,0.3521709215351263
5,0.9768553919976755
4,0.9999409803314743
1,0.0011235782728583267
3,0.3142929781541093
4,0.9430263770910436
5,0.5047795136248544
5,0.9931580597596747
3,0.640777191940705
5,0.9894019182374423
3,0.43753824183422857
2,0.9158666255528789
5,0.8458127309295588
5,0.21778257470545645
2,0.957467487637501
4,0.6067440988189073
4,0.9379841144023825
4,0.9308060370727961
5,0.5290771861162611
1,0.4039651051450134
4,0.992483506973372
5,0.7151031683001028
4,0.9804803492641967
5,0.9840428825672072
5,0.46648320907981433
2,0.7619966479456941
5,0.9539042807364922
5,0.437904061837557
4,0.9594641145741591
1,0.9934103097964841
4,0.9236546559055377
5,0.9560692730429308
4,0.9699619209973303
5,0.9939752342789554
5,0.9842335549242421
5,0.9967491017351641
3,0.9386062835901376
5,0.9989738917372359
5,0.29392318461363437
2,0.7955228080246932
3,0.18141255523342506
2,0.7421960498971816
2,0.9944513409326885
4,0.8368431019618752
3,0.9921178995186226
5,0.8268002048596595
5,0.8508362704926271
5,0.9999655398373907
5,0.5057345832677081
5,0.7765559462567468
4,0.9989915817502412
5,0.03293165948396548
4,0.6882960636359227
4,0.48713161843727754
3,0.7768566677240973
1,0.09674732674027137
5,0.5232536243534296
4,0.9974250834031453
4,0.8061217507597198
5,0.9995445924644745
5,0.6609227634670305
4,0.9971760875696962
5,0.7559528241267494
4,0.8202812721547741
4,0.972577384512784
1,0.8809401354031127
4,0.9634123605454503
4,0.5819304266122431
4,0.9735743162717423
5,0.8212662241466215
5,0.7769708379169713
5,0.6606892550048138
5,0.8358935999042149
5,0.9888516450385315
1,0.45712484237074413
4,0.28915643276950104
5,0.6953423845868502
5,0.99411722351419
5,0.943686125785226
4,0.9273636095037191
5,0.4980170189515615
5,0.4601126159014661
4,0.6397733488160537
5,0.9999509316062088
4,0.7688806923144644
4,0.8322267788514961
5,0.8492113402494523
5,0.8204314771743476
5,0.6214702346589801
5,0.5240230937466223
5,0.7478006026563574
4,0.9963639828979715
5,0.6065521081933608
5,0.7445317957466988
1,0.99988106388503
5,0.9938034952535716
5,0.3005400142154623
4,0.9947389329897909
5,0.9766139481244042
5,0.1140651230049946
3,0.2619963005643324
5,0.3954480694320888
3,0.9315225816709658
5,0.3436989042609122
5,0.6320755539072213
2,0.22316987261295074
5,0.9581675808685352
4,0.8910454233629492
4,0.7091792597613371
3,0.0039688491222983815
1,0.8855283281003122
5,0.940008774123351
5,0.8671195436590591
5,0.9833708231658393
4,0.8204735881753615
5,0.515715976742035
1,0.9387215295432826
3,0.9920147226456004
3,0.9079784072365177
5,0.3730201712152546
5,0.337175433237539
5,0.4410500683705275
4,0.9622762378929312
5,0.9333730606958038
5,0.36597257010240036
5,0.5464636643427929
5,0.8215567411753443
5,0.7231449154713395
4,0.6293147590673029
5,0.041540562305518565
4,0.9998931302376761
5,0.9447382317835538
4,0.004474199100942792
4,0.9504701217726018
3,0.1660109707858708
5,0.47540319360573213
4,0.9999994792939924
5,0.8946120121240135
5,0.6360446403714268
1,0.9999986298847693
5,0.8259985421471764
4,0.961530587319394
5,0.7230827149050042
5,0.13781610691682902
5,0.8048557756621539
5,0.7856827193800381
3,0.9932062631141351
5,0.8302183243935092
5,0.2310744620880512
3,0.9545210000782761
5,0.7811836143181263
3,0.8888726778232273
5,0.5174342180316047
5,0.9680622467471844
5,0.575936796333146
5,0.9195555513225748
5,0.9892990575955245
5,0.6410572100450762
5,0.8910444392484619
4,0.3641959200859704
5,0.931734882049802
4,0.9681758197666807
3,0.719122668212705
5,0.9468633345718901
2,0.9791476773005104
5,0.8915016479409855
1,0.023753045178418062
5,0.9897283314449701
5,0.9140204800307157
4,0.8067074237951705
2,0.9515077821546604
1,0.9637770352760996
3,0.8071873545857299
5,0.8303828504464005
5,0.9706492616157099
4,0.9910572291051075
5,0.4970173408205374
3,0.9322526934330941
5,0.6914933055271384
4,0.9729782022118355
5,0.826164496688723
5,0.6651068813363484
5,0.8718829498535274
1,0.06686272834824557
4,0.9870620638446923
4,0.6764293682075763
5,0.9471564059932841
3,0.1311507812935724
4,0.9632651109438819
5,0.9833725431847339
5,0.977122563661885
5,0.9560488950664096
5,0.20423287524682907
5,0.9225701855534858
5,0.9849571466786912
5,0.6162175935919556
5,0.9995095195243651
3,0.9661229221766311
4,0.7646998326883738
4,0.9992861608155056
2,0.07135990670604354
1,0.37957165495386186
5,0.4603903025685846
5,0.9775346336986195
3,0.9577132957251293
5,0.5730783905654333
1,0.8786526447123604
3,0.9237328344213335
5,0.7446942532862583
1,0.9958224989723186
5,0.9544631287000513
5,0.9940203500817375
5,0.9298651610987113
5,0.8963474668173028
5,0.9884626583719625
5,0.8363512342976912
3,0.9985867032311962
1,0.3795936637546047
5,0.7908872419391769
5,0.5821472995055428
3,0.5101986028829288
5,0.8455834859947285
5,0.9947540585589333
5,0.9998943762164182
5,0.8680332481062822
5,0.9999297804378081
5,0.346366722033845
5,0.9513991305463761
5,0.6622636122262665
5,0.9984562613833429
5,0.6325804969270508
5,0.574256142154505
3,0.9613592993339745
5,0.37094440467154577
5,0.7683427508243831
3,0.34073971955174936
5,0.7700981189723778
5,0.9124535846241344
5,0.7043471945910108
2,0.3561936818879717
4,0.664583177138668
2,0.923419811968873
5,0.11911929420651421
4,0.9877598314998498
3,0.9958569957627769
1,0.40935047450355266
5,0.9233211607081989
3,0.9993148055712433
4,0.954715414162558
1,0.9834247711861107
2,0.9819357929108645
5,0.9920495848336619
5,0.26444813366621067
2,0.8156454990011646
5,0.976355091751845
5,0.6915453499607104
5,0.9094595104461183
5,0.9827871916064524
2,0.893989399098178
5,0.9111098262437072
5,0.9037691775838257
5,0.45929307655244744
5,0.7828472265593153
5,0.6606892550048138
5,0.9845200354956503
4,0.8224414732837172
4,0.5376885871321785
1,0.06748791980007778
4,0.9999805005512457
4,0.987937400610438
5,0.955083347877262
4,0.7326393642297165
3,0.001146110485514434
4,0.6138639231560495
3,0.8941066293687665
2,0.17146374592028765
4,0.747757960072093
5,0.8557532473887149
4,0.621426205827714
2,0.1926903817798155
4,0.7877597459587042
4,0.17363132941938936
3,0.8643226986687078
5,0.999960174471303
3,0.9974699022064775
4,0.9999568881309698
5,0.33434087683509855
1,0.12800762502725238
5,0.9066089982068014
4,0.9024775292780516
2,0.8364673358774367
5,0.6943206595606973
4,0.9993812100995632
4,0.9191708196941917
5,0.7614717055423251
2,0.09024675003314163
5,0.9995016579317473
1,0.4795777826716128
5,0.7841205799467362
5,0.8742741588478345
4,0.7462468181303942
5,0.9985950592595778
5,0.4561930951002579
2,0.9886217923464374
5,0.4063451010746451
3,0.9835477322461579
5,0.9348209525000598
5,0.9745684552839646
5,0.9589809087948066
4,0.9103602974709509
4,0.8903540492438856
5,0.8381169015831681
5,0.7506626480615677
5,0.35250660960959473
2,0.9165125875402267
4,0.06071022950550816
5,0.8066068055807688
4,0.5539108043813559
5,0.8447731573447922
2,0.9311726732441278
4,0.7965886790315371
5,0.8523013979605243
5,0.8823488863773957
2,0.7482770101544982
3,0.6111952500156917
5,0.9973715142974297
5,0.9899715016508045
5,0.9999795656965935
4,0.9880656407627539
3,0.4425281996107373
5,0.9608925127870366
1,0.599594088028227
5,0.6091451913315269
