marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,E,S,L,C,evaluation,Wdata
US,13582854,R3MRSGCCFA8VCF,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,-0.6,6,7,1,0.1,Disappointed,I found this hair dryer to be much bigger then anticipated.  The cord does not retract completely and has to be pushed in by hand <br />for the last few inches.  It is heavy and the handle is very bulky.,2006-06-22,-0.1214285714285714,0.3738095238095237,216,-0.269132075336074,-0.1202186866022296,-0.0024929326619267567
US,37946214,R13AA2Y3PTYRJN,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,1.0,9,9,1,0.1,the BEST hairdryer--EVER!!!!!,"I USED THIS HAIRDRYER FOR THE FIRST TIME IN A HYATT HOTEL IN DENVER COLORADO, AND THE RESULTS WERE UNBELIEVABLE!!  THE AMOUNT OF TIME TO BLOW DRY MY LONG HAIR WAS APPROXIMATELY FIVE MINUTES !MY HAIR WAS SO FULL OF BODY AND SHINY--I DIDN'T CARE WHAT THE PRICE WAS TO GET ONE (AND FIGURING THE HYATT USED IT, I WAS READY FOR STICKER SHOCK!) I COULD NOT BELIEVE THAT I FOUND IT ON AMAZON FOR $19.00. IT IS SO WORTH EVERY DOLLAR--I HAVE TOLD AS MANY PEOPLE AS POSSIBLE (AND THEY LOOK AT ME LIKE I'M CRAZY!)THE ADDED BONUS IS THE RETRACTABLE CORD AND FOLDING HANDLE--I HAVE HIT THE LOTTERY!",2006-08-20,0.1493371212121212,0.5348484848484848,615,0.2557429748707189,0.3,0.007157143793162384
US,32358657,R1L4FFXOTTKWYT,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,1.0,256,261,1,1.0,Best hair dryer for the money,"I recently got to try this hair dryer in a Marriott hotel and was pleasantly surprised. At home I had the Sharper image 1875W quiet Ionic hair dryer and this is what I am comparing it to. I went thru two of the Sharper images ones (first one broke) which are much more expensive and my biggest complaint always was that it scorched my head.<br /><br />Problems gone since I bought this. It is an awesome hair dryer. It lays in your hands comfortably, is sturdy and stores away in a breeze as it folds in the middle, plus you can retract the cord. On top of that it does not scorch or burn your head and also has the cool air feature (same as the Sharper Image) and my hair comes out nice, soft and never frizzy. At a price between $18 and $22 this is the hair dryer to buy. I did, and only wish I had known about this hair dryer earlier. I highly recommend it.<br /><br />Update on 9/26/2009: Almost 3 years later we're still on the same hair dryer. The cord needs a little help to retract but nothing has given up on it yet. It has been dropped a few times too. For the price that is excellent and we have purchased a second unit for our other bathroom. Much better than the Sharper image version which is way more expensive, scorches your head and won't last long.<br /><br />Update 06/30/2016: the hair dryer is still going strong, cable retracting mechanism is broken now but that was not why we bought it in the first place. Almost 10 years, not bad at all!",2006-12-02,0.1725980392156862,0.470049019607843,1492,0.3523826377836623,14.521933996210334,0.623817801716027
US,17941635,R13XTWZZR54FGH,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,-0.2,1,1,1,0.1,Andis 80020,The first one I received was broken and had to be returned. The second arrived ok but the cord stopped retracting after 4mths and now I am back to having the same type of hairdryers I used to have.  Not impressed with the dryer at all.,2006-12-02,-0.0214285714285714,0.3369047619047619,247,-0.1662115211345087,-0.02,-0.0004052377757984993
US,15334526,R3TQ7DKLDSQAX5,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,0.6,1,1,1,1.0,A Retractable Hair-Dryer?,"The hair-dryer cord comes in handy. Now I don't need to make sure the cord isn't touched by water. The hair-dryer has a softer sound to it, so it doesn't disturb any one in the house.",2007-01-18,0.5,0.7296296296296295,209,0.3547682319585219,0.6,0.02870166763781107
US,38570467,RRT3Z4N9JQJ9G,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,-1.0,2,6,1,1.0,Don't buy this or any other Andis products,"The first time out of the box trying the retractable cord, the button that retracts it got permantly stuck down. I am sure that this is a direct indication of the quality of Andis products - be fore warned!!!",2007-01-27,0.1329513888888888,0.4572222222222222,251,0.2418548862117358,-0.7418363755904023,-0.024636477531883732
US,21882595,R2GNTSN4OZ82DJ,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,0.6,0,1,1,0.1,Works great,"I really like this hair dryer.  It dries quickly, not real noisy, and the retractable cord is a great convenience in my tiny bathroom.",2007-03-09,0.34,0.5,146,0.3199906463888628,0.06,0.002852971090533614
US,23332790,RGGDKEVONZ8TP,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,0.6,1,1,1,1.0,product good,retractable cord doesn't always retract but I didn't buy it for that. <br />Very happy with the way it dries my hair.,2007-03-10,0.75,0.8,130,0.4258063322651102,0.6,0.03803432456060944
US,50364060,R2VO21QXV55LNS,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,-1.0,13,13,1,1.0,I No Longer Recommend It,"I once recommended this dryer and should have changed my review years ago. The retractable cord feature on the one I bought initially very soon failed. I contacted Andis and they sent me another one, but it failed in the same way. I could not get excited about going to the trouble of fooling with it again. I no longer possess this product and could not recommend it.",2007-03-13,-0.1041666666666666,0.3291666666666666,393,-0.3124456630418893,-3.605551275463989,-0.1686398291794905
US,36454574,R3OA846IA7M1KA,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,-1.0,259,288,1,0.1,Great concept but exceedingly short shelf life,"I eagerly snapped up this ionic hair dryer about over a year ago because of it's retractable cord and folding capabilities. Even the price was attractive. It really did take up little room in my bathroom drawer and the retractable cord was a plus. I thought I had the perfect blow dryer because it did what it was supposed to do and quickly. Now for the bad news:  the retractable cord became chewed up and frayed after daily use and it became apparent that the cord was ultimately going to fray completely in due time. Then, the folding handle, low and behold, broke in half one morning. (Of course, the warranty had long expired). This dryer is too fragile to consider using on a daily basis and I consider myself a careful person when it comes to handling small appliances such as hair dryers. When I've replaced hair dryers in the past, it was been because they've simply reached the end of their lifespans and burned out.  I'd caution anyone to consider this before buying because these 2 features alone, while very appealing, can shorten an otherwise good hairdryer's lifespan.  I've now purchased a T3 Tourmaline (a featherweight, quiet hairdryer with no retractable cord or folding handle) which seems to work just fine and appears to have a much longer lifespan.",2007-04-01,0.1229938271604938,0.4740299823633157,1318,0.2929476260639084,-0.9595090684214478,-0.043547430882944854
US,48105189,R3D3V1WA3XDWBB,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,0.6,1,1,1,0.1,"Good product, but heavy","The product is really good, the hair becomes shine and soft. The only problem (which is a big one for me, since I have a lot of hair) is that it is heavier  than I exoected and I get really tired when I dry all my hair.",2007-04-05,0.1041666666666666,0.55625,243,0.171901693225434,0.06,0.0016092723179772332
US,14521493,R7W4A77KBH32U,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,1.0,0,0,1,0.1,Love this hair dryer!,"Okay, I haven't owned a new hair dryer for over 25 years, but I must say, this one is exactly perfect and has everything I would ever want in a hair dryer.  It has a retractible chord and is and dries my hair quickly, leaving it soft and frizz-free.  I highly recommend this product.",2007-04-09,0.4078138528138528,0.5635064935064935,305,0.3799850969060624,0.1,0.005970596872134335
US,48561652,R3HMYFRRD21YMX,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,1.0,1,1,1,0.1,Perfect,"I dropped my last full-sized ionic hair dryer in the toilet, so I have been using the Andis on a daily basis now.  It works just as well or better and leaves my hair feeling silky and shiny.  I highly recommend it, if for nothing other than the low price!",2007-04-12,0.1877083333333333,0.3477083333333333,263,0.3429741286818757,0.1,0.005417367910385157
US,50186152,R326JV1PISW7TE,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,-0.6,0,0,1,1.0,Just okay but STOPPED WORKING,"We have a home full of blow dryers, every bathroom has one and we keep our travel bags stocked with them as well.  This one performs as well as any of the other low cost models we've owned but it died 8 months into our use.",2007-04-24,0.18125,0.43125,253,0.2917277253818519,-0.6,-0.02822550034239382
US,19728941,R270PO0HRWQ968,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,1.0,0,0,1,0.1,Very happy,"Great hair dryer. I tried it in on of hotels, liked a lot and bought 5 for each room in the apartment. Powerful, nice grip, light and not too noisy. Great price, too.",2007-05-06,0.6428571428571429,0.8571428571428571,177,0.390290152481636,0.1,0.006422496180077554
US,46368357,R2ZXA2MKBBO83R,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,1.0,0,0,1,0.1,Powerful and convenient,"I love my ANDIS Ionic Ceramic Hair dryer, I throw it in my travel bag, it has all the power of a bigger, heavier dryer.    I love the retracting cord and folding feature, it stores neatly at home as well.  Awesome product.",2007-05-22,0.4599999999999999,0.74,246,0.3412544663160199,0.1,0.005765829452890374
US,52395912,R32FJAEA8NONMQ,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,-0.2,0,0,1,0.1,Great until it broke,"This hair dryer was awesome until it broke after only about a year of use. Still a pretty good price, but I won't buy the same item for fear that it will break again.",2007-06-12,0.4583333333333333,0.7458333333333332,187,0.3219182774567039,-0.02,-0.001125030854072686
US,53016858,R1IQVESTJWI0XO,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,0.6,1,1,1,0.1,Almost perfect,"Searched for this dryer after trying it in a hotel and loving how great my hair looked.  Still happy with the way it dries my hair, but have found the same problem others have with the retractable cord.  It worked great for a month and now will not retract.  A bit of a nuisance that spoils overall satisfaction, but still worth buying.",2007-07-15,0.5375,0.584375,351,0.4490036474757536,0.06,0.004952137091587287
US,49546330,R3HC3HEUFXT72X,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,1.0,1,1,1,0.1,Excellent Deal,"This hair dryer was recommended to me by a coworker after I commented on how nice her hair looks. Sturdy construction, retractable cord, great price, and my hair looks much better with this blow dryer than others in the same price range.",2007-08-07,0.5800000000000001,0.675,252,0.4215491902627146,0.1,0.00801569869211711
US,17772078,R2YLXW09YIPTWP,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,1.0,1,1,1,0.1,Economical & effective!,I've been using this dryer regularly for 8 months now and it is a great deal for the money. The retractable cord and folding handle work fine. This is my first ionic/ceramic hair dryer and I am not at all disappointed with this purchase!,2007-09-27,0.2255952380952381,0.5871794871794871,261,0.2556056264255928,0.1,0.005219025173577048
US,44128835,R2H571KT4BUU68,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,1.0,1,1,1,1.0,Ceramic Blow dryer,"The best, hands down! My long, thick, naturally curly hair dries in 3 minutes and is flawless and straight! I use this in conjuction with the revo styler, resolve or lavei shampoo. I also use sleek look or sleeking conditioner. Then I finish sparingly with my own version of Ojon oil.    Even other Andis blow dryers can't touch the performance of this one. Neither can the other way more expensive blow dryers.",2007-12-04,0.1796296296296296,0.5178240740740742,430,0.274471240589006,1.0,0.06117823469375202
US,13660505,RX2ADA8PP75KH,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,1.0,1,1,1,1.0,Love it!,"Used this hairdryer in a hotel on vacation and loved it so much I had to order one for home as soon as I got back!  Doesn't have a separate selector for temperature, and seems to be hotter on the higher setting that the lower ones, but it works just great for me.  Would definitely recommend.",2008-03-15,0.3678571428571429,0.4785714285714285,301,0.389418702599701,1.0,0.09772973493971582
US,35576691,R2RSLQLN6QOTBO,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,1.0,0,0,1,0.1,One of the best I've owned.,We got this for a trip and it was great because it had a folding handle and retractable cord. Made packing super easy. It got real hot and I recommend it for anybody that needs a great dryer.,2008-05-04,0.623611111111111,0.7166666666666668,219,0.4230479781317122,0.1,0.011199013620327658
US,16042031,R1FIQLVTL6XPBQ,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,0.6,1,1,1,1.0,decent hairdryer,"but it is not as compact as it seems.<br />I wanted to replace my huge hairdryer with something<br />smaller and this ended up being the same size as the one I had.<br />Also, it's Ionic and supposed to not leave your hair frizzy but<br />I did not notice any difference.",2008-06-02,0.1888888888888889,0.5638888888888889,288,0.2436455252713815,0.6,0.03986561071171255
US,52215276,R1X0BQ8M3VYY53,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,1.0,0,0,1,1.0,Great hair dryer!!,"I am very happy with this dryer; it is light, strong, and the retractable cord works much better than the last one I had. It is also not overly bulky. I highly recommend it, especially for the very reasonable price.",2008-08-03,0.417037037037037,0.6744444444444445,234,0.3330452755538119,1.0,0.09650431347225205
US,37813688,RW7EOYU0CI9Z4,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,-1.0,3,3,1,0.1,Don't Buy It!,"The second time I used the hair dryer, it stopped mid-drying and never worked again!  A total waste of money.",2008-08-06,-0.0666666666666666,0.25,123,-0.2692610363886985,-0.1732050807568877,-0.013552304019626179
US,12214198,R2P4FNC38UKWKP,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,1.0,1,1,1,1.0,Love this hair dryer!,"I purchased this hair dryer after using on on a trip and it was the hair dryer that was supplied by the hotel.  I love the way it doesn't use a lot of heat.  I also loved the way my hair looked after using this product, the ends of my hair did not look fried.  After seaching the internet, I found that Amazon had, what I determined, to be the most reasonable price.",2008-08-13,0.5050000000000001,0.62,388,0.4297483681530095,1.0,0.12570790185653524
US,45475922,R2DAZDTD3KHLOD,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,1.0,0,0,1,0.1,Dries quickly and what shiny beautiful hair,Got one for my brother for his birthday also!  Two for the price of one on Amazon!!    We are amazed and awed with the improvement in texture and shine of our hair.  IT travels GREAT also!    Thanks Andis for such a wonderful product!,2008-08-16,0.5888888888888889,0.6583333333333333,278,0.4373047722385793,0.1,0.012827927551082157
US,10181488,RT86GQ775VRFD,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,-1.0,1,2,1,0.1,Hair Dyer,"The quality of this product was horrible.  When you held it, you could feel how cheaply made it was.  I was very dissatisfied.",2008-10-14,-0.1333333333333333,0.6666666666666666,136,-0.14118746849936,-0.1,-0.004370828345123281
US,33515079,R2BCPCPEHCXZLX,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,1.0,0,0,1,1.0,Excellent Travel Dryer!,"This dryer is perfect for travel.  It is not tiny, like some travel dryers, but is smaller than the normal hair dryer.  The pullout cord is extra long, the handle folds for packing, it is powerful, AND uses the ionic technology.  It is perfect for me.  I love that it is black and silver with the black part having a rubbery coating that keeps it from sliding off the countertop.  Excellent product!",2008-11-19,0.3512820512820512,0.6628205128205129,423,0.3328681321913977,1.0,0.10634559754381198
US,44992591,RTKRG3Q62AFTG,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,1.0,1,1,1,1.0,Great dryer and love the folding handle!,This is a great hair dryer. I love the retractable cord and the folding handle -- makes it great for travel. The 1875 watts of power dry the wet hair quickly and I don't have any frizz problems. Other hair dryers don't seem to put out as much hot air so I really like this one for the nice blast of heated air. I've not had any problems with the cord and it's lightweight and easy to maneuver.<br />Recommended!,2008-11-20,0.3967948717948718,0.6314102564102565,452,0.3755669923734202,1.0,0.12009049123222737
US,52110114,R3D4DIQYFGMQCQ,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,-0.6,1,1,1,1.0,Works well but only for a while,"I bought this 5 months ago, and it croaked. Just like that,it starting to smell burned (w/o smoke) and then it stopped. It wasn't the socket, it was the dryer.  Too bad--it was a good price and it when it worked, it worked well. The best part about it was the retractable cord....next!  Go for a brand name like Conair or Sasson.  Their dryers last.",2008-11-25,0.3399999999999999,0.4133333333333334,381,0.4189765912161621,-0.6,-0.08072851105381307
US,17371028,RVFIFGERB29GC,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,1.0,0,0,1,0.1,excellent,"I used this product in a hotel on vacation. I loved it so much, that is why I purchased this one. It is a fabulous hair dryer.",2008-12-20,0.575,0.75,136,0.3572080277446653,0.1,0.011716895131305477
US,34746543,REZ2G5X40VQRA,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,1.0,0,0,1,1.0,"Nice full-sized dryer, also folds for travel",VERY nice dryer. Larger sized travel. Nice power & doesn't frizz my hair like my old dryer did. Happier with a full-sized travel than the compact ones... dries hair faster & without the frizz!,2009-01-10,0.421,0.74,237,0.3174359462547588,1.0,0.10595756819125549
US,42772445,R3GP3P7E8NAJNI,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,1.0,1,1,1,1.0,Love This Dryer!!!,"I researched hair dryers prior to making my purchase because this is something I rely on very seriously and need it to work and do a good job.  I was replacing a very cheap and extremely annoying hair dryer I have had as a back up.  I have not been disappointed.  It has a nice feel, is not annoyingly noisy and does a great job.  I recommend this to anyone looking for a quality dryer.",2009-03-18,0.1830208333333333,0.6615151515151516,405,0.2149906193798576,1.0,0.07572591986962512
US,49570178,R13CUDQS719RPR,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,-1.0,1,2,1,0.1,Blew the circuit breaker on 1st plug in!,"I purchased this hair dryer and when I plugged it in for the first time, it knocked my outlet surge protector and also the circuit breaker for the bathroom! I had not even turned the hair dryer on! It had the hot, electric smell. I sent it back for a refund which Amazon quickly honored. I will not try this brand again.",2009-05-12,0.2434895833333333,0.4208333333333333,361,0.3578467860444131,-0.1,-0.013145995029424644
US,50536091,R21YGMYY9FHM2Z,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,0.6,1,2,1,1.0,"BEST FOLDING HANDLE, RETRACTABLE CORD DRYER",I USED ANOTHER BRAND FOR YEARS...AND I REPLACED THEM EVERY FEW MONTHS...NEVER HELD UP.  I HAVE LIMITED SPACE IN THE BATHROOM AND LOVE THE RETRACTABLE CORD AND FOLDING HANDLE STYLES FOR THAT REASON.  I DISCOVERED THIS ANDIS BRAND VERSION AT A HOTEL (FIVE STAR) AND SEARCHED IT OUT AND FOUND IT AT AMAZON.  I'M VERY HAPPY WITH IT ... IT HAS ALREADY OUTLASTED THE CONAIR VERSIONS...ONLY REASON I DIDN'T GIVE IT FIVE STARS IS FOR A CERAMIC IONIC DRYER...IT LEAVES HAIR QUITE FRIZZY!  IF YOU NEED THE COMPACTEDNESS OF THIS DRYER....IT'S THE BEST ONE AROUND.,2009-06-26,0.5380952380952381,0.4071428571428571,596,0.5467546817875718,0.6,0.12457701610349738
US,49886441,R2B66P14O3AYEU,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,1.0,2,2,1,1.0,Hairdryer,We used a hairdryer like this in a hotel.  It was so powerful that we came home and ordered one.  We love it.  It cuts the drying time in half.  It folds for traveling and has a retractable cord.  We love it!,2009-07-01,0.3145833333333333,0.5916666666666667,218,0.2991066134941476,1.4142135623730951,0.16121515457278252
US,18005961,R1U6CUO6O2KPG8,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,1.0,57,60,1,1.0,"Does the job, for it's size...[updated]","Taking into account that this is a travel hair dryer, I have no complaints. It's been used for 5 to 10 minutes every other day for the past couple months and so far not a problem at all. There is only one tiny design complaint I have, and that is I figured the retractable cord would be completely hidden when fully retracted but theres a stopper which allows a good 10 inches of chord to remain...I wouldve preferred it to retract completely to the plug, but fine. I expected something different and this is what I got, so four and a half stars. Otherwise, so far a great product for the unbeatable price. For its size it dries fairly quickly, and does indeed fold up into a nice little package (however you'll end up winding the rest of the chord around it anyway). And the folding handle makes a fair amount of cracking noise when you fold it...not the smoothest mechanism, but fine. Once again, not perfect, but for size it's as good as it gets.<br />UPDATE: It's now been a good 12 months or so, and the usage has gone up to 5-10 minutes almost every day. It's fallen off the counter 3 to 4 times, and still works like a charm. The other day (now about 6 months ago) however, the button to retract the cord flew off (with spring) while the cord was furiously being pulled out. I tried to reattach but it lost its retracting mechanism. Fine, now it's a regular drier. Although I do have to admit it's definitely very powerful for its size, quite amazing actually. Still works like a charm.",2009-08-14,0.1776724137931034,0.573342175066313,1533,0.2999360145101287,6.312015587227866,0.744464485808068
