source,target
934721,175286
913210,175579
806336,175708
352171,175775
761108,175992
425105,178889
781766,184471
143951,184814
190946,184814
329883,185018
753706,185018
308762,185440
846092,185615
636106,187478
50034,188261
96744,188261
179698,188261
625739,188261
51066,188809
673360,189644
954646,189644
136640,190632
234325,190632
330601,191680
188843,191699
98189,193160
817369,193216
639397,195373
652255,195373
931086,195373
61273,197364
210323,198162
593930,199995
278575,200791
754032,200791
894465,200791
457807,201022
62002,203008
165162,203008
798992,203008
898331,204714
49180,205180
422947,206407
120615,209142
175087,211424
119629,211483
170690,211758
770629,211758
784527,211758
41874,213165
46861,213590
352294,219021
352294,219243
66800,223054
761108,223197
245039,227527
342768,227527
952794,230886
66915,232564
66915,233066
763301,233066
894465,233066
894827,233228
92942,234844
866786,234844
492162,237205
758208,237205
567374,239655
913210,240665
291043,241635
148477,242473
582253,242473
109669,243238
126862,245250
426564,245250
487534,245250
651796,245250
737886,245250
74340,245992
81083,246022
84209,246611
74340,248392
24944,252513
66915,253142
122252,254083
135152,254083
540010,254083
269972,256349
761108,258567
673360,260007
626463,261087
37730,262794
669015,266160
796950,266160
13384,270060
31067,271029
658346,271029
936946,272713
246885,273531
495784,273531
131178,274822
3099573,275757
423829,276917
792175,276917
605375,283405
320442,289177
484396,290775
548338,290775
796166,290775
800100,290775
988386,290775
352294,292559
988471,293490
66915,294923
394806,294923
517264,294923
834466,294923
894831,296024
100160,296487
239961,296487
489303,296487
75100,297702
178536,297702
590479,297702
84209,299471
858827,299471
926428,300024
59156,303050
81194,303050
128099,303050
486305,303050
762288,303050
66915,307461
67406,307461
143494,307461
414251,307461
191947,313284
817369,313284
190946,314346
343954,315403
256349,325401
345734,325401
479028,325401
934069,325401
133528,327735
636474,328014
754032,330575
818366,330634
28002,331323
245760,334770
342768,334829
131178,341137
131178,341652
954646,344275
758601,345734
636106,350840
688400,350840
258882,359026
502978,359326
645474,359613
107139,366164
798792,366164
237517,366407
748773,369270
82742,372322
493327,384920
279337,385766
332257,385766
788568,387352
493848,388198
33161,390390
351842,390390
354105,390390
569685,390390
622805,390390
926428,390532
263937,391933
133832,397042
199369,397042
110104,397876
446509,397880
921289,399733
16361,403184
28772,403184
34094,403184
41874,403184
478603,403184
575051,403184
754032,403184
766361,405903
496097,411761
33161,423829
127369,423829
128099,423829
133832,423829
354105,423829
158717,443997
816890,454240
53739,456896
579458,456896
86927,469519
762885,469519
151290,472735
745071,472735
809396,472735
661524,473554
807026,476248
558596,489316
764702,489316
149973,491220
145543,494537
26350,496525
761108,501860
109274,502774
202554,504169
333634,504815
754032,517796
92942,531986
104714,531986
617196,531986
62729,532487
33161,533117
104714,533117
129775,533117
354105,533117
402872,533117
569685,533117
754032,541125
128585,543055
359494,543055
617568,543055
754032,543055
814898,543055
894827,543055
122252,546214
368578,546214
502371,546214
170690,551815
354105,551815
646353,551815
41874,560208
170815,560208
754032,560208
190946,562030
185383,568137
40225,577235
82013,577235
115733,577235
135024,577235
238115,577235
122037,577701
342768,577720
200882,578031
165011,578141
64509,578744
522768,580058
66915,583959
846092,583959
486775,584695
47033,585249
493848,588887
758999,588887
94224,590285
414251,590285
79960,593772
894465,597309
921002,597309
744075,603621
305541,607028
685751,607028
627250,607283
898331,608701
124492,610346
520215,611881
132940,615026
806507,619423
177060,626268
669015,626268
913210,626463
742899,631071
555695,633044
310383,639697
607283,639697
206967,642664
242966,642664
267354,642664
558339,642664
640675,642664
764702,642664
567325,646353
240923,649950
138833,655273
760154,655273
104714,660507
129430,660507
358641,664346
41874,664378
129761,664378
410219,664378
237205,664817
52900,667794
66915,667794
170815,667794
333634,667794
799053,667794
934721,667794
939567,667794
258882,673486
774956,677781
416785,678009
335,680476
352171,681340
800426,683686
26952,690718
83095,690718
785283,742899
552325,743929
107139,745316
798792,745316
642542,747506
120615,749734
22928,749970
100160,749970
182598,749970
187478,749970
240865,749970
311674,749970
354105,749970
489303,749970
577627,749970
751019,749970
894465,749970
258882,751201
317865,751201
347151,751201
737886,751201
751604,752314
898331,753094
86312,753237
253397,756656
846092,756959
37730,758630
486305,762288
191947,766094
33161,766893
354105,766893
636106,767068
577627,767129
582313,767129
754032,767129
567325,768149
176256,769444
206241,769444
225948,769444
334193,769444
378288,769444
744075,769444
807949,769444
831215,769444
891575,769444
921306,769444
168993,771438
240665,775406
177454,776093
943936,776301
418981,778344
14724,781732
188843,781837
352294,785283
176360,785357
41874,785611
754032,785611
347451,787428
3627,788508
16944,788508
129817,788508
169526,788508
175775,788508
251925,788508
352171,788508
681340,788508
836313,788508
939187,788508
99753,788569
136640,788569
234325,788569
804289,788569
868456,788569
5501,789064
74340,790227
837215,790604
121590,792507
479028,792507
793898,793022
131178,793988
474482,796045
267435,796439
921002,796710
466759,796914
352294,797205
690456,798606
243777,804476
263937,804635
490952,804635
921002,805661
66915,806247
410219,806247
745964,806247
477001,806336
40743,806829
762618,813392
235169,813946
326249,813946
359326,813946
790820,813946
859509,813946
863790,813946
898331,815039
66915,816387
131178,816387
754032,816387
894465,816387
200882,821571
764702,824866
898331,825208
25462,825251
221894,829125
102399,830063
680003,830319
603621,830538
287407,831733
317571,831733
628467,831733
780258,831733
1878899,831733
921002,835894
218885,836312
251474,836312
673621,836737
796439,836737
204901,837592
479028,837592
673360,837592
540883,839037
617196,840000
75747,842351
418740,842351
61273,842802
397880,843607
548338,848572
275832,848952
627250,852665
758601,855531
673360,857203
954646,857203
642542,858710
263937,859868
66915,864209
200882,864209
628981,864209
754032,864209
502371,869364
337404,874289
884686,885298
690254,891264
817369,891264
92942,892823
210323,894531
414251,894531
457807,894531
631774,898828
754032,898828
206658,903609
380704,903609
796741,903609
575051,921359
754032,921359
593930,925450
104714,926548
2993710,927555
610880,936206
569644,936425
352171,939187
120521,941579
143951,941579
190946,941579
198901,941579
683065,941579
961133,945711
592954,956675
616296,956973
762885,956973
107139,957296
50251,988655
1426748,1028077
887638,1431398
1611,1824831
2592086,3271457
