id,D
755570,22.953125
624504,0.0
280445,42.953125
894847,44.625
198532,0.0
927627,0.0
255887,0.0
567190,0.0
59293,0.0
927650,0.0
173988,0.0
608166,40.890625
231342,0.0
747445,0.0
165818,0.0
313284,0.0
468938,0.125
92107,0.0
673752,0.125
780258,0.625
681956,1.21875
231397,0.0
42993,0.171875
133119,1.53125
215041,0.0
149515,0.25
247824,0.0
239638,35.515625
387097,0.0
182302,0.125
575522,0.0
985124,0.0
796710,1.09375
75825,196.734375
34867,0.0
133177,0.0
796734,51.515625
190531,0.25
1984584,0.0
936009,0.0
944206,0.5
690254,0.0
755792,1.046875
84053,0.0
641111,0.0
182360,91.59375
673883,0.0
411745,0.0
59503,1.25
411761,230.765625
673933,0.0
166033,0.0
247966,7.984375
960674,329.21875
583843,0.0
518313,0.0
10412,0.0
411830,0.484375
272567,6.625
305335,0.0
936126,0.0
477377,50.15625
551115,0.0
35021,69.90625
993494,0.0
649435,6.953125
674011,1.515625
944349,22.46875
379125,0.0
633078,0.0
870646,0.0
116984,5.1875
936190,0.0
583935,0.5
542976,14.578125
215296,0.0
338179,0.0
35076,3.09375
919812,0.65625
59655,30.296875
117001,62.734375
198922,0.0
583959,0.0
108826,886.015625
10538,0.0
264499,0.0
485689,0.0
67900,0.125
821571,684.625
182598,0.0
567624,20.671875
26952,0.0
3410250,0.0
543055,0.0
813392,121.578125
477523,0.625
821590,8.6875
805208,51.0
239961,0.0
305501,3.359375
256349,17.046875
665957,6.078125
960874,0.09375
338287,0.0
674163,0.0
2795896,0.0
223627,0.0
166291,0.125
51603,0.0
289177,0.0
2517403,0.0
928160,0.0
354722,0.0
59819,51.640625
3426731,0.0
354733,0.0
772526,83.1875
149946,3.5625
608701,45.4375
3475903,0.0
788937,22.5625
240081,0.84375
756180,0.0
149973,8.09375
674262,0.25
215513,0.0625
174557,20.671875
84446,0.125
633313,0.0
256482,0.0
100840,0.0
936425,30.15625
43499,10.65625
100854,39.28125
27136,0.0
43520,0.0
35338,16.171875
346637,3.109375
141838,0.0
633358,0.0
256528,0.0
616979,0.0
51736,14.921875
690718,0.25
1591840,0.0
18977,5.421875
59949,0.0
150062,5.40625
625201,0.15625
838195,93.9375
68155,80.0625
944700,0.0
125506,0.28125
756291,35.328125
2034242,0.0
576072,0.0
830028,8.25
502351,0.0
133719,0.0
477793,0.0
502371,2.4375
158309,0.0
2517606,0.0
117356,0.0
772721,0.96875
182900,0.0
805493,0.0
502398,23.734375
961152,1.234375
125569,0.0625
387720,0.828125
35464,0.5
780948,0.0
567959,0.0
780955,0.0
2435745,0.125
338593,0.0
813731,0.0
428717,0.0
608945,2.625
477875,177.234375
240311,9.46875
838327,0.0
420539,0.0
2750,0.0
43714,49.78125
51909,0.0
101072,0.0
273105,0.890625
330453,0.25
297702,0.0
3361526,0.0
797431,0.0
92942,87.765625
805661,0.0
764702,0.625
3271457,0.0
756518,20.890625
846634,0.0625
363307,0.0
559927,0.0
256831,0.5
133957,0.0
158540,0.0
330575,0.0
133969,1.546875
289629,0.0
674662,0.0
330601,2.375
1960811,0.0
772976,118.21875
35697,0.3125
1878899,0.25
781172,13.859375
207735,0.0
617336,0.0
396154,2.21875
52093,0.0
142208,0.125
551815,1.78125
289685,0.0
84886,0.1875
617370,0.375
486305,30.5
887718,30.34375
830375,65.734375
142249,0.0
658346,25.640625
3099573,1.25
224186,0.0
191429,0.0
773063,0.0
11210,0.0
256974,0.0
404434,0.0
830425,0.0
478173,0.1875
248798,0.0
797670,0.0
2739175,0.0
3056,0.25
2518003,0.125
76788,0.0
601079,0.0
887806,0.53125
314372,0.0
183311,0.0
527379,7.59375
502806,0.0
240665,0.0
2649123,0.0
478246,0.421875
224294,0.0
2059306,0.0
412715,0.0
60476,5.21875
674887,0.375
830538,0.125
625739,0.0
76881,9.8125
117844,0.0
617568,1.296875
150629,1.9375
2444397,0.0
609396,0.25
232564,18.078125
257141,0.0
2509942,0.0
273531,15.9375
158849,0.0
314505,4.4375
93322,0.0
2575506,0.0
494746,0.15625
68780,9.8125
928942,125.140625
175286,11.828125
494774,0.0
126144,18.375
2165952,0.0
208076,89.984375
322765,0.0
576718,5.515625
330967,2.5
126168,0.0
478426,0.0
584923,0.0
838875,0.0
240865,5.28125
838884,0.0
748773,42.390625
1608941,0.0
265456,0.1875
290040,144.46875
3329291,0.0
27916,13.921875
290072,88.40625
19740,0.0625
462110,0.0
68896,0.0625
814387,0.375
68934,0.0
576839,0.4375
380235,0.125
757070,0.0
257364,0.0
2592086,0.25
3426,0.125
757093,0.0
920939,3.28125
241004,0.125
118128,0.0
617844,15.90625
765302,0.125
486775,28.671875
77175,0.0
396676,0.0
200074,3.65625
85397,0.8125
85410,0.0
232869,0.25
757157,0.25
921002,43.015625
175538,0.0
757177,0.0
11707,3.703125
93632,6.171875
175553,23.75
167361,0.71875
85445,0.25
134600,3.578125
85448,0.0
191947,15.125
503247,0.0
249303,0.0
167386,1.5
3313123,0.0
36327,0.0
11754,0.0
855531,27.640625
642542,56.109375
191983,0.0
159214,1.921875
19953,0.0
2674162,0.0
863733,0.0
347639,0.0
617980,0.0
52736,12.921875
101895,0.25
994823,0.0
634377,2.84375
773642,0.0
1273359,0.0
962064,2.96875
118289,49.1875
675351,0.0
110104,49.375
568861,36.59375
667169,11.28125
69153,20.515625
585249,0.703125
339490,0.0
2993710,221.171875
945711,0.0
765494,0.0
101946,123.203125
536122,6.078125
101953,5.546875
134729,0.0
888394,0.0
110161,0.25
3669,0.0
3460695,0.0
642664,0.671875
233066,0.0
806507,36.9375
781932,0.4375
159340,0.0625
61044,24.03125
798326,0.46875
44663,0.0
339577,0.0
552576,0.375
1502854,0.0
806542,251.265625
405142,0.125
765595,0.0
28316,0.0
355998,0.0
44703,2.4375
503460,0.125
388773,0.0
749222,0.0
2264745,0.0
609966,134.453125
93872,0.0
11970,5.59375
208582,0.0
839369,1.703125
159433,0.0
806601,0.0
331473,0.421875
3559122,0.0
577235,52.546875
790227,0.625
536275,0.0
44764,0.0
44776,0.0
569064,0.0
913130,0.0
495338,0.0
2674420,0.0
3829,30.546875
200448,0.5625
3239681,0.0
110341,0.0
233228,98.84375
118544,517.1875
487186,0.0
683795,0.0
69402,1.5
945951,0.0
61226,16.5625
814898,30.546875
503602,0.0
20278,99.40625
126782,0.0
266063,0.25
307025,0.0
782163,0.0625
413524,0.0
61273,0.3125
12128,0.5625
782191,0.25
135024,43.078125
503668,0.0
741236,0.0
847735,34.890625
675710,0.0
2142078,0.0
208774,47.28125
118664,0.453125
118665,0.0
847756,0.0
69520,16.734375
266129,0.0
675728,0.0
651156,10.125
3411865,0.0
888730,2.625
85915,0.25
667556,2.328125
77732,0.0
569256,9.21875
151469,19.515625
266160,2.75
815039,19.0625
749504,0.875
667584,0.25
798658,0.0
315336,121.703125
2035658,0.0
28619,6.265625
110541,0.5
258000,0.125
946137,0.0
806877,286.5
479204,0.0
2732005,0.0
667622,0.28125
1028077,0.375
135152,5.625
94205,0.625
741380,0.0
143367,0.125
118791,0.0
266255,0.0
94224,106.171875
405522,0.0
667669,0.0
1740826,0.0
290853,0.0
2986022,0.0
61479,53.015625
782375,0.0
3477547,0.0
159791,77.21875
577590,22.90625
659517,0.0
118853,2.046875
798792,45.359375
200777,31.203125
790604,0.0
806991,12.28125
774227,0.0
282709,55.6875
495702,0.0
127063,9.984375
200791,0.0
577627,0.359375
3379291,0.0
28772,34.75
208997,0.0
135273,76.96875
225389,29.921875
487535,25.921875
807026,0.0
471156,0.0
807028,0.0
36987,0.0
815236,0.0
790667,7.4375
77963,0.0
766094,45.625
749734,0.0
200882,71.703125
184502,312.25
12472,0.0
110791,0.0
12491,0.0
790732,0.0
274637,0.125
807121,0.0
135378,0.0
78044,52.5
176358,1.421875
45287,0.0
487663,0.0
831733,0.25
217344,0.0
45313,1.109375
307461,3.578125
266503,0.0
200968,0.0
20760,0.0
1528100,0.0
790833,11.0625
545074,0.734375
3420473,0.0
741692,0.0
364861,0.59375
201022,0.0
168256,0.0
225607,0.0
627026,0.6875
569685,278.96875
2290007,0.0
479582,314.9375
110945,0.0
69986,0.0
987491,0.0
53606,0.0
799081,13.796875
3535210,0.0
332141,0.0
12654,0.0
921965,0.0
1913210,0.34375
946560,0.0
283015,0.0
127369,0.625
29067,0.0
340364,0.734375
291235,0.0
840102,43.90625
151979,0.0
381371,0.0
758208,0.0
807361,0.0
94658,4.421875
4553,0.0
3043787,0.0
790988,0.0
823762,0.0
815575,151.625
643543,0.0
676313,0.0
127451,0.0
2896351,0.125
332257,4.0
496097,0.375
397794,0.0
53739,11.828125
184811,0.0
766444,0.0
45560,0.0
1061368,0.0
193025,0.25
12802,78.5625
315909,6.625
553483,0.0
21009,0.0
733717,0.0
217622,0.0
3125793,0.0
414251,378.171875
397876,21.328125
397880,0.0
569914,0.0
250435,2.5
651848,0.0
586319,0.0
922200,0.25
578141,60.734375
889449,10.34375
209517,0.125
103033,31.578125
750203,6.65625
987777,0.125
627337,0.0
668302,0.0
299668,6.203125
529050,0.0
53916,0.0
152228,2.8125
463527,0.375
12972,0.0
258741,0.28125
275130,0.0
398020,0.0
651972,0.0
307913,0.0
127696,3.265625
348884,0.0
824022,359.859375
815837,0.0
86750,3.390625
594665,359.546875
13038,0.0
4852,0.0
865016,17.0
103162,14.015625
946940,0.0
299776,0.0
791308,0.0
987922,0.0
496405,9.46875
193305,0.0
684830,3.890625
922398,0.0
668448,324.890625
611104,0.125
242473,35.515625
86826,24.578125
570155,0.0
774956,25.09375
2659130,0.0625
299840,0.0
152384,0.0
258882,1.25
185155,0.375
594765,0.0
242511,40.09375
930642,13.296875
234325,1.21875
21334,1.296875
373592,0.25
119651,0.0
299882,0.0
480108,0.0
316269,0.0
750456,0.0
160638,5.421875
275335,0.0
217994,0.0
136075,0.671875
86927,0.0
603036,11.78125
619423,3.078125
177060,7.890625
193444,0.0
3380137,0.0
766893,308.890625
160690,6.5625
791483,0.0
136124,0.0
62412,0.0
2577357,0.0
2806733,0.0
2593754,0.0
652255,0.0
422891,0.0
504815,0.0
300024,0.0
168958,60.609375
807949,0.0
619536,0.0625
3511314,0.0
660507,1.03125
201760,1.234375
767016,16.015625
390185,0.0
406583,0.0
848952,4.390625
70715,40.640625
144458,256.46875
160848,1.4375
13393,8.578125
824406,0.0
267354,3.015625
29791,0.0
504928,0.0
128099,932.21875
1619044,0.0
1545319,0.0
922728,0.125
46184,6.640625
226420,0.0
767095,0.75
169088,0.0
636044,31.5
898188,0.0625
128143,0.1875
70800,0.0
234647,0.1875
767129,5.140625
775323,0.0
595101,0.0
758943,0.0
79016,535.53125
242861,1.375
103600,0.0
423095,0.0
578744,41.46875
3052730,0.0
5307,0.8125
29884,47.8125
2921660,0.0
3052733,0.0
259270,0.375
13511,234.140625
636106,0.0
38100,7.453125
29909,0.0
808155,0.0
210142,0.0
201958,0.0
1062118,0.0
390390,70.953125
324854,11.09375
365821,0.0
201983,0.0
816387,0.0
242949,0.0
808198,16.828125
169228,0.125
931086,5.921875
3314964,0.0
824599,79.515625
169239,0.0
988440,0.0
128290,0.0
275757,2.53125
775494,0.0
390477,0.8125
750925,0.25
234844,0.0
46429,0.0
521564,0.0
849246,0.0
423267,0.0
210276,0.0
202089,0.0
406898,0.125
333175,25.984375
677241,0.0625
46460,0.84375
816517,12.0625
152973,0.125
112017,0.125
210323,57.484375
759187,0.0
963992,0.0
488859,3.765625
546205,0.0
873886,0.734375
316834,586.578125
546214,0.0
751019,0.0
341422,0.25
898479,0.0
578999,4.0625
128440,0.0
3306945,0.0
3323342,0.0
792018,0.0
988638,21.390625
3077599,0.0
251361,0.0
194018,0.0
2823663,0.0
300534,17.78125
210425,0.0
849405,0.125
3413511,0.0
153103,0.0
1029659,0.0
267814,2.59375
71209,0.0
153129,0.0
423467,0.0
284207,0.0
824879,0.0
169526,0.0
636474,0.0
816701,34.375
366164,13.984375
497236,0.0625
611929,0.0
38490,0.0
620121,0.0
185948,36.625
3659356,0.0
751201,0.0
202344,0.0
46699,0.640625
792175,2.984375
276085,49.734375
792190,0.0
1013375,0.0
308871,72.0
333447,3.796875
46727,4.03125
784010,0.0
87697,0.0
333464,0.0
235169,0.0
562850,0.0
317093,781.453125
120487,4.046875
358055,0.125
136871,0.0
341672,0.0
38579,0.0
317108,6.359375
784056,0.0
505532,0.0
46784,1.359375
120521,209.203125
46794,0.0
2995915,0.0
800475,0.125
3200736,0.0
931567,19.609375
22257,0.0
628467,0.25
5882,0.53125
784122,0.0
816895,66.9375
816896,9.96875
825087,0.0
816900,0.0
333573,5.421875
1971972,0.0
898828,0.0
46861,1087.65625
243474,38.28125
792348,0.0
669473,37.5625
407331,0.0
874289,0.0
5953,0.0
366407,1.6875
243527,0.859375
186185,0.0
22348,0.0
46925,0.125
112462,5.28125
825168,0.125
55128,124.03125
169818,0.0
948061,0.96875
178014,0.0
939871,0.0
890724,0.125
489316,2.203125
3446629,0.0
817000,289.328125
587631,0.0
817011,0.84375
759668,0.0
104314,0.375
137084,12.9375
284546,0.0
210830,0.0
677781,112.71875
423829,172.5
38805,0.8125
276381,7.53125
776093,0.0
2660270,0.0
137137,6.53125
546738,0.125
87985,0.0
800695,0.0
47033,0.0
792507,190.671875
260038,230.359375
186312,1.203125
251851,0.0
628684,0.59375
792530,0.0
923618,0.0
88035,0.125
751592,1.390625
833539,0.0
55304,166.71875
391177,0.0
161808,0.0
661524,72.46875
38936,0.0
825387,0.0
210991,2.1875
292915,0.0
538677,0.0
620603,0.0
399437,2.25
309328,200.0
497760,0.0
809058,0.0
243812,5.984375
677991,0.0
546926,0.0
866417,0.0
751738,0.5
96379,6.34375
178301,0.125
161920,3.046875
841870,0.0
923801,0.671875
841881,0.0
792733,0.25
178345,0.0
776371,0.5
866491,1.078125
997568,0.0
2373828,0.0
30925,3.84375
30928,1.125
309458,43.53125
678098,0.0
137430,0.0
776406,0.0
2570457,0.1875
817369,0.0
841950,0.125
170211,29.765625
850161,4.265625
3045620,0.0
628981,0.0
833782,0.0
579839,0.0
137474,8.03125
792839,0.0
104714,15.5625
137494,160.59375
71970,8.09375
956707,0.0
530745,0.859375
47421,0.25
96576,0.0
121157,0.5
244048,0.0
989528,0.0
31067,241.0625
645474,0.25
96613,0.5625
424296,0.0
72041,0.0
915816,0.0
137580,0.0
612716,0.0
768367,0.0
227697,0.0
334193,0.0
776562,0.0
792953,0.5
776576,0.0
809357,0.0
22928,0.0
948625,0.0
489876,0.0
162197,0.0
252315,0.0
268700,0.0
358820,0.0
6568,0.0
317865,0.0
3406269,0.0
2619843,0.0
473554,0.0
6613,0.0
170454,28.3125
162269,0.0
866786,0.0
596451,0.875
645612,0.0
88587,0.0
490004,0.0
866841,0.0
31263,11.703125
743968,2.5
80428,0.0
2406958,0.0
285232,0.0
301619,0.375
1055285,0.78125
129591,0.0
621112,0.0
178750,0.0
277059,0.0
924232,30.890625
14931,0.0
367188,0.125
817754,0.0
907868,0.0
252509,0.0
1038956,0.0
842351,0.0
211570,0.328125
121459,0.0
293490,0.0
359026,0.0
883318,0.734375
64145,18.03125
31380,1.4375
3242655,0.0
23202,0.0
195237,0.0
137904,0.0
604852,0.0
170690,122.0
96964,0.734375
178889,0.0
572106,7.140625
858827,0.46875
785101,0.59375
31442,0.0
1194716,0.0
129761,0.0
3455720,0.0
129775,168.328125
2775792,0.0
604924,2.453125
228099,0.0
2996996,0.0
2571020,0.0
80657,114.5625
170770,3.609375
940831,0.0
801573,64.15625
211758,0.875
686897,0.0
15158,0.0625
2841398,0.0
244537,0.125
367417,0.640625
170815,0.0
113480,0.375
744265,0.0
228180,0.0
2595668,0.0
3226468,0.0
957296,5.484375
1006451,0.0
162677,198.625
203639,0.0
580485,0.65625
662416,0.0
2825107,0.0
39828,0.125
334740,0.0
2366358,0.0
359326,0.0
203695,0.0
490416,0.75
3161008,0.625
334770,17.421875
154548,1.921875
408500,0.0
3144637,0.0
203711,0.25
31685,13.828125
228299,0.625
424928,1.25
89058,0.0
785380,0.0
244711,3.109375
130028,0.0
3103730,0.0
203764,0.0
105462,0.0625
277496,0.0
777210,16.46875
64509,106.296875
498691,0.0
162820,188.25
891911,0.0
293896,0.0
293897,1.125
949259,0.0
662545,0.0
302106,1.125
482334,0.71875
195634,0.0
842802,0.0
932922,0.0
7230,0.0
793664,0.96875
277572,0.0
359494,0.0
818254,3.265625
457807,33.296875
572499,9.140625
1563731,0.0
187478,0.0
138332,2.703125
138335,0.0
834673,40.65625
162930,10.5625
146551,0.0
3308665,0.0
752770,0.0
752773,43.375
359559,0.0625
760977,2.0625
105618,0.25
425105,0.0
2759830,0.0
654490,128.109375
572579,34.8125
138407,0.5
1006765,3.921875
343215,0.0
810166,0.0
81079,3.59375
187581,65.703125
261309,0.125
89306,0.0
793821,0.0
1596642,0.0
97509,0.0
212200,14.84375
2440425,0.0
490738,0.6875
793845,0.0
793848,0.0
900349,1.453125
802048,0.0
3415304,0.0
2424073,0.0
490763,99.59375
662797,0.84375
662800,122.125
7448,17.9375
138520,0.0
40225,214.828125
482600,0.0
81194,248.484375
498987,3.0
253232,1.125
752945,0.0
933172,40.53125
597309,115.71875
32071,6.875
3120458,0.0
761179,2.1875
130402,39.046875
343396,490.515625
122219,0.25
146796,0.0
474482,0.0
793988,0.0
925066,1.96875
376204,12.96875
163213,0.0
1580437,0.0
785817,0.0
769444,0.375
23982,0.0
48566,0.0
687561,0.0
138699,61.21875
802264,3.921875
1629657,0.0
482787,24.65625
48622,7.234375
15856,0.0
548338,23.359375
769523,2.75
351733,0.25
843259,0.0
81403,0.0
761341,0.625
802302,104.546875
925181,0.0
179714,0.0
245250,0.0
7689,9.125
835085,0.0
515600,0.0
531986,2.65625
179730,0.0
949780,0.0
474648,0.0
359966,0.0
2784799,0.0
32301,0.0
548397,0.0
7729,0.0
179764,45.125
949820,0.125
138833,4.796875
56913,4.390625
933458,0.125
138837,42.171875
302685,94.015625
351842,16.765625
204386,0.0
769638,0.0
89710,11.125
89713,0.0
48757,0.0625
3268224,0.0
212612,320.546875
212614,3.390625
147082,11.421875
269972,420.34375
237205,12.90625
196248,0.0
106145,0.0
384675,135.65625
958117,0.0
73383,10.84375
48816,3.9375
32433,0.0
622277,0.0
696015,4.109375
491220,51.015625
253657,0.0
401114,0.0625
597736,0.296875
3407597,0.0
368367,53.46875
868086,0.0
868092,1.40625
147200,274.625
1957634,0.0
48903,0.0
925450,0.0
605965,0.0
139026,45.234375
81683,0.0
524050,0.0
376608,103.140625
57124,23.953125
253734,0.6875
188206,0.0
16186,0.3125
1589051,0.25
57151,0.0
393031,0.0
466759,0.25
769876,179.953125
147294,0.1875
2113374,0.0
892771,55.734375
745316,1.359375
16227,0.0
761706,0.0
130922,0.0
286572,0.0
827250,47.921875
319347,9.1875
130932,0.0
147316,0.0
663424,0.0625
122754,0.890625
1032082,0.0
892823,0.0
16281,1.453125
90018,0.0
376739,0.0
204708,0.0
753570,0.0
155563,4.40625
73644,4.390625
122795,0.0
188342,0.0
802745,0.0
8125,0.0
1482685,0.0
57280,0.1875
925635,0.0
303050,177.4375
884686,0.0
524239,214.25
573391,0.0
73682,0.0625
802791,48.6875
589802,0.0
3145706,0.0
958444,0.0
