id,name,D
329468,Jerry Butler,556.921875
672910,Wire,553.796875
330601,Pharoah Sanders,552.984375
582313,The Zombies,551.734375
19701,Television,549.21875
685647,Yes,543.96875
110341,The Creation,537.84375
378624,Quincy Jones,537.71875
743929,Stan Kenton,535.609375
66228,Big Maybelle,531.625
162233,Fairport Convention,524.796875
892771,The O'Jays,520.96875
184814,Don Gibson,519.734375
428717,The Sonics,516.28125
799053,Donovan,515.03125
204714,Johnny Shines,513.875
39656,Sonny Rollins,513.21875
923618,The Standells,513.125
208404,Dexter Gordon,511.578125
669015,Malvina Reynolds,508.828125
58372,Faces,508.0625
130115,Jackson C. Frank,506.890625
496525,Moondog,498.59375
742899,Stan Getz,498.46875
925181,Them,496.34375
487186,Suicide,491.671875
9680,Charles Mingus,489.546875
813485,Lee Wiley,489.109375
193216,Free,484.84375
404434,The Moody Blues,480.390625
71209,Leonard Cohen,480.265625
290812,Joy Division,479.65625
814606,Wanda Jackson,478.6875
52900,The Lovin' Spoonful,477.8125
873886,Raymond Scott,476.46875
187581,Funkadelic,475.625
308871,Little Anthony & the Imperials,474.484375
330575,Neil Sedaka,473.984375
770629,Illinois Jacquet,470.9375
76057,King Crimson,463.171875
64817,Big Walter Horton,461.15625
7729,The Trashmen,457.75
785611,The Dave Clark Five,452.578125
384675,Mary Wells,443.234375
570825,The Modern Lovers,436.375
94210,Chet Baker,436.21875
988638,Captain Beefheart,434.375
744548,Spike Jones,433.5
129547,"Clarence ""Gatemouth"" Brown",431.640625
43714,Bee Gees,429.65625
988386,Cecil Taylor,428.5625
387815,Neu!,428.5625
501407,MotÃ¶rhead,426.421875
101946,Isaac Hayes,424.015625
197532,Charles TrÃ©net,423.171875
921965,The Ventures,422.953125
138833,Fela Kuti,421.875
116984,Chubby Checker,421.453125
80657,Billy Ward & the Dominoes,420.625
490763,The Ravens,419.5
893719,The Penguins,415.890625
467203,Michael Jackson,415.015625
234325,Loretta Lynn,413.71875
469286,The Music Machine,412.40625
138837,Joe Liggins,410.359375
596922,Yusef Lateef,410.046875
753685,Soft Machine,408.859375
505532,Tim Hardin,408.0625
672011,Hawkwind,408.0625
402872,The Meters,407.765625
271029,Esther Phillips,401.28125
858710,Marty Robbins,395.390625
164093,Tammi Terrell,394.984375
747445,Patti Smith,393.90625
153526,Cliff Richard,390.65625
954694,Helen Ward,390.328125
608166,Al Bowlly,388.6875
793227,Ben Webster,386.6875
814898,Lee Dorsey,384.21875
780451,Conway Twitty,383.28125
322279,Pete Steele,382.8125
843607,Peter Hammill,382.15625
640675,Bud Powell,381.75
746010,Spirit,380.75
246611,Judas Priest,380.421875
784527,Barney Kessel,380.0625
131650,Talking Heads,377.765625
244406,Johnny Mercer,375.578125
838195,Percy Sledge,374.28125
93533,The Limeliters,373.453125
805661,Humble Pie,373.125
597309,Tina Turner,372.890625
213590,Joe Williams,372.84375
781172,Jimmy Smith,371.953125
71336,The Four Freshmen,370.59375
754219,Anthony Newley,369.25
274822,Lonnie Mack,367.40625
678009,Henry Mancini,366.65625
542549,Gerry Mulligan,366.03125
988440,Grateful Dead,365.5
590479,Thin Lizzy,364.75
361393,Prince,363.359375
683065,Wynn Stewart,362.859375
200777,Ernestine Anderson,362.578125
595101,Tim Buckley,362.03125
131581,"Crosby, Stills & Nash",358.40625
314346,Little Jimmy Dickens,357.25
137474,Laura Nyro,356.109375
858827,Queen,356.046875
100854,Jimmy Witherspoon,355.40625
87113,The Jordanaires,353.46875
204386,James Taylor,352.84375
151431,Roger Miller,349.625
404345,The Monks,347.171875
807489,Charlie Louvin,346.8125
302685,Rufus,342.984375
192925,John Renbourn,341.9375
29884,Paul McCartney,341.3125
175286,Dolly Parton,339.8125
933172,Allen Toussaint,338.21875
745964,The Allman Brothers Band,335.984375
536275,Sweet,335.296875
198162,Johnnie Taylor,334.1875
504928,The 13th Floor Elevators,333.703125
232564,John Lennon,332.5
661524,Donna Summer,330.546875
177060,Janis Joplin,328.5
12472,Traffic,324.8125
639053,HÃ¼sker DÃ¼,324.09375
190021,John Holt,322.46875
206967,Erroll Garner,321.859375
136640,Tammy Wynette,321.71875
266255,Jonathan Richman,321.359375
200791,Waylon Jennings,320.171875
227527,Flatt & Scruggs,316.6875
903609,Jim Reeves,311.5
389979,Ralph Stanley,311.453125
838272,Pere Ubu,309.59375
168958,Eddie Floyd,308.078125
496097,Miriam Makeba,307.640625
500889,Minnie Riperton,306.9375
359494,Prince Buster,306.625
620121,Brinsley Schwarz,306.484375
543055,Georgie Fame,305.59375
574772,AC/DC,304.421875
604852,Aerosmith,302.75
659517,Grand Funk Railroad,301.90625
210323,Joe Tex,299.40625
802302,Chaka Khan,296.75
299882,Karen Dalton,295.234375
837150,Peggy Seeger,295.203125
857203,Kay Starr,294.765625
127337,Be Bop Deluxe,294.71875
490141,The Weirdos,294.21875
788568,The Dillards,292.734375
70715,Bobby Darin,292.640625
257544,Van der Graaf Generator,291.140625
187478,Eric Clapton,289.265625
753617,The Adverts,287.125
792175,Fats Navarro,287
541125,Gerry & the Pacemakers,286.046875
267354,Horace Silver,284.625
304401,Procol Harum,284.484375
300534,Little Milton,283.6875
664378,Glen Campbell,283.59375
16759,Tadd Dameron,280.15625
344275,Mel TormÃ©,280.078125
394806,Randy Newman,279.03125
786613,Dead Kennedys,278.09375
960690,X,277.84375
138332,The Crystals,277.796875
578744,William Bell,277.671875
827250,Lloyd Price,276.59375
674873,Wishbone Ash,276.265625
105354,Cheap Trick,275.84375
17748,Patti LaBelle,274.46875
251210,Pee Wee Crayton,274.09375
345734,Rosemary Clooney,274.0625
237517,Lee Hazlewood,273.734375
809266,Ultravox,273.609375
487012,The Wailers,272.75
748222,Siouxsie and the Banshees,272.078125
790988,Toots & the Maytals,272.03125
224638,John Cale,272.03125
83013,The Jackson 5,271.53125
160054,Sham 69,269.265625
293896,Rod Stewart,268.921875
131627,Creedence Clearwater Revival,267.953125
131178,James Burton,267.6875
673360,Helen Forrest,266.34375
805208,Joe Simon,265.765625
575051,Herman's Hermits,265.703125
61479,The Five Satins,265.6875
368367,Nancy Wilson,263.9375
325401,Petula Clark,263.53125
278575,Hoyt Axton,263.28125
84053,The Jam,262.84375
801573,Doris Troy,260.21875
58549,Elvis Costello,258.796875
34094,The Archies,258.53125
120487,Jack Kerouac,256.5
2411,Tangerine Dream,254.890625
246885,Johnny Mathis,253.609375
755156,Sonic Youth,253.578125
280445,Howard Tate,253.46875
112017,Jo Stafford,252.46875
760240,Bernard Herrmann,251.4375
934069,Brenda Lee,249.3125
334829,Jim & Jesse,248.3125
837592,June Christy,247.921875
168993,Elf,247.4375
135273,"Earth, Wind & Fire",246.25
322027,Nelson Riddle,246.203125
893111,The Paragons,245.4375
68780,Kenny Burrell,245.359375
614339,Albert Ayler,244.953125
248392,Wes Montgomery,243.40625
38466,Andy Williams,239.4375
182360,Donny Hathaway,238.984375
820232,Dick Dale,238.359375
830375,Lorraine Ellison,237.28125
20278,Teddy Pendergrass,237.1875
12802,Wynona Carr,236.796875
751592,Sly & Robbie,236.09375
193231,Gang of Four,234.46875
798662,Ennio Morricone,234.390625
64303,Badfinger,233.8125
191429,Magic Sam,233.28125
46120,The Amboy Dukes,232.59375
567190,? & the Mysterians,229.75
936425,Todd Rundgren,229.515625
937098,Stiff Little Fingers,228.65625
290072,Roberta Flack,227.765625
390390,Ohio Players,227.171875
75264,Bad Brains,227.125
118289,Labelle,226.578125
764702,Bill Evans,226.515625
315909,Pete Johnson,226.234375
325459,R.E.M.,225.65625
575012,Darlene Love,225.46875
790227,Tal Farlow,224.65625
295756,Santana,223.125
747506,Patti Page,222.609375
822777,Liberace,222.28125
233228,Lou Rawls,221.96875
73644,Bobby Charles,221.9375
101776,Jack Nitzsche,221.703125
159791,Toots Thielemans,221.359375
816895,The Delta Rhythm Boys,221.03125
208076,Luther Vandross,220.890625
107139,Bootsy Collins,216.640625
421122,Memphis Slim,215.78125
761706,The Fleetwoods,215.359375
213165,Jan & Dean,214.640625
781837,AntÃ´nio Carlos Jobim,213.15625
301955,Lowell Fulson,212.6875
28772,The 5th Dimension,212.65625
44764,Blondie,210.46875
952794,Harry Belafonte,210.21875
135032,The Beau Brummels,208.671875
169536,Ferlin Husky,207.6875
422947,Minor Threat,205.59375
106987,"Lambert, Hendricks & Ross",204.609375
9084,Sparks,204.09375
199995,Genesis,203.1875
674662,Manfred Mann,201.78125
159699,Emmylou Harris,201.71875
191947,War,201.59375
239859,Leonard Bernstein,200.03125
816387,Leon Russell,199.625
98465,Iron Maiden,198.859375
868306,Nico,198.8125
179379,Elvin Jones,198.78125
855531,Barbra Streisand,198.625
183858,Gary Numan,198.484375
503913,Mountain,198.28125
489316,Oscar Peterson,198.078125
295545,Richie Havens,197.71875
87597,Ian Hunter,196.703125
817369,Derek & the Dominos,196.5
921002,Ann Peebles,196.03125
149044,Barry White,195.109375
818593,The Deviants,195.078125
764890,Ian Tyson,194.796875
377891,Nazareth,194.75
785283,JoÃ£o Gilberto,194.609375
446509,Metallica,193.546875
474482,Minutemen,192.546875
406898,The Monotones,192.421875
333181,Ronnie Self,192.296875
493122,The Rascals,190.203125
328352,The New Christy Minstrels,189.3125
334193,New Order,189.234375
823012,Dillard & Clark,189.1875
846092,Phosphorescent,188.5
607283,Tito Puente,188.484375
530745,Bruce Springsteen,188.40625
763611,The Godz,188.21875
798792,Graham Central Station,187.734375
137390,The Cure,187.109375
332852,Ronnie Hawkins,186.625
274321,"Peter, Paul and Mary",186.5
20403,Tennessee Ernie Ford,186.21875
809334,Jan Garbarek,185.140625
548338,Cannonball Adderley,183.125
81493,Killing Joke,183.0625
424296,The Righteous Brothers,182.71875
130932,Crazy Horse,182.3125
774791,The Chocolate Watchband,182.15625
48908,Betty Carter,181.125
492331,Pretenders,180.859375
64145,The Five Keys,180.78125
424292,John Lewis,180.453125
130689,Jackson Browne,179.625
237205,Madonna,179.5
251375,Johnny Paycheck,179.28125
577590,Dave Bartholomew,178.421875
533117,George Clinton,177.359375
189644,Doris Day,176.25
423305,Mission of Burma,175.5
954646,Helen O'Connell,175.0625
686897,Linda Ronstadt,175.0625
75100,Bad Company,174.5625
111934,Ivie Anderson,173.78125
801762,Floyd Cramer,173.1875
67406,The Chieftains,173.0625
848913,Richard Hell,172.984375
242473,Johnny Adams,172.78125
194018,Del Shannon,171.71875
208774,Janet Jackson,171.671875
294923,Judy Collins,171.140625
172041,Joe Strummer,170.828125
477377,The Memphis Horns,170.140625
143494,The Dubliners,170.078125
179764,Fontella Bass,169.234375
521704,Yoko Ono,168.75
749970,Ted Nugent,168.6875
758943,Big Brother & the Holding Company,168.65625
307025,Roky Erickson,168.15625
396372,Max Roach,167.515625
516706,Tommy Collins,166.59375
894827,"Oscar Brown, Jr.",165.703125
93322,King Tubby,165.3125
753985,Steve Lawrence,164.625
242966,Lennie Tristano,164.609375
931567,Titus Turner,164.203125
625736,Brian Wilson,163.1875
590265,Annie Ross,162.921875
827367,Long John Baldry,162.5
99561,The Incredible String Band,162.234375
568861,The Sweet Inspirations,161.859375
56913,Babatunde Olatunji,161.84375
174822,Serge Gainsbourg,161.46875
334770,Ramsey Lewis,161.421875
668302,Dan Penn,161.359375
771297,King Sunny Ade,160.890625
233035,Debbie Reynolds,160.34375
207735,Charlie Feathers,160.3125
273531,Liza Minnelli,160.21875
135391,Benny Golson,160.046875
2130,Alfred Newman,159.125
502398,Archie Bell & the Drells,159.0625
836312,Junior Murvin,158.875
243777,LÃ©o FerrÃ©,157.71875
185948,Carmen McRae,157.6875
59293,The Mamas & the Papas,157.3125
767129,The Heartbeats,156.5
756291,Sylvester,156.109375
816896,Johnnie Ray,155.65625
422405,The Replacements,155.625
752773,Shuggie Otis,154.90625
151979,Bay City Rollers,154.453125
223054,John Fahey,154.1875
478603,The Monkees,153.90625
355451,Porter Wagoner,153.5625
669473,Harold Melvin,153.53125
899530,The Smiths,153.078125
660507,Giorgio Moroder,152.28125
49180,Betty Harris,152.078125
165818,Charley Pride,151.546875
802791,Gene Kelly,151.0625
327765,John Barry,151.046875
59655,The Mar-Keys,150.671875
926604,Throbbing Gristle,150.3125
556242,Hamza el Din,150.125
368451,Nana Mouskouri,150.09375
800100,Eric Dolphy,150.0625
59819,Betty Wright,149.875
289177,Sam the Sham & the Pharaohs,149.359375
558339,Hank Jones,149.234375
85776,James Gang,149.140625
343940,Ray Brown,148.703125
18258,Teena Marie,147.34375
107877,James Carr,147.046875
337856,Mother Maybelle Carter,147.015625
46184,The Ames Brothers,146.9375
895136,Pixies,146.921875
292915,Robert Wyatt,146.71875
110104,Cissy Houston,145.90625
894847,The Pointer Sisters,145.75
635413,Cabaret Voltaire,145.6875
78044,Bill Withers,145.4375
179730,Charlie Rich,145.1875
819344,Desmond Dekker,144.671875
173988,Rita Marley,144.359375
615119,Tom Waits,144.125
898828,The Searchers,143.59375
302765,Prince Far I,143.453125
51376,The Fall,141.921875
219483,Dinosaur Jr.,141.109375
144847,Eagles,140.609375
919853,The Tokens,140.390625
154548,Eric Burdon,140.265625
495784,Keely Smith,140.21875
401066,Michel Legrand,139.84375
642664,George Shearing,139.296875
127451,Jackie DeShannon,139.078125
767068,Keith Richards,138.375
48622,The Marcels,138.25
151469,Earl King,137.265625
660401,Gary Glitter,136.796875
838300,June Carter Cash,136.78125
308932,Pentagram,136.4375
196248,Don Williams,136.125
61534,The Bobby Fuller Four,135.671875
562030,Hawkshaw Hawkins,135.5
501692,1910 Fruitgum Company,135.46875
364399,Public Image Ltd.,135.28125
229157,Magazine,134.78125
266916,Marilyn Monroe,134.5625
866841,Nick Lowe,134.15625
593930,Argent,134.09375
43499,The Andrews Sisters,134.0625
310383,PÃ©rez Prado,133.890625
359016,Richard Thompson,133.84375
850692,Jethro Tull,133.84375
692100,Youssou N'Dour,133.78125
189701,Jean Shepard,133.78125
117064,Connie Francis,133.546875
624215,The Brothers Johnson,133.328125
774956,Chris Kenner,133.328125
497132,Milton Nascimento,133.125
835648,Uriah Heep,132.875
636474,Bunny Wailer,132.734375
315403,Venom,132.5
797881,Ella Mae Morse,132.4375
80118,Kevin Ayers,131.6875
504169,Al Cohn,131.390625
336783,Nick Drake,131.109375
109735,Circle Jerks,130.890625
842802,Peter Gabriel,130.484375
246768,Derrick Morgan,130.234375
171994,Joe South,129.9375
1043986,Death,129.71875
958076,Woody Herman,129.671875
196969,John Martyn,129.203125
171728,Ethel Merman,128.46875
238440,Robert Fripp,128.21875
260206,Van Halen,127.953125
24568,Shirley Collins,127.453125
130402,Larry Graham,127.203125
891063,Misfits,127.1875
834466,Roger McGuinn,127.125
53739,Bette Midler,127.046875
305541,Percy Faith,126.75
816900,Warren Zevon,126.75
240081,Sandie Shaw,126.46875
29067,The Action,126.15625
247966,Julie London,125.78125
883345,Red Mitchell,125.3125
766094,Commodores,124.640625
806822,Joey Dee,123.984375
745241,Status Quo,123.84375
178889,Alton Ellis,123.59375
511029,Artie Shaw,122.65625
958533,Dave Brubeck,122.515625
515628,Tom T. Hall,122.375
809999,UFO,122.125
131681,Pat Boone,122.03125
137137,"Eddie ""Cleanhead"" Vinson",121.40625
377908,NRBQ,121.25
416785,Nino Rota,121.09375
623985,Budgie,120.96875
828768,Lord Kitchener,120.90625
923432,The Wailers,120.578125
357406,Nirvana,120.234375
233862,Mahavishnu Orchestra,119.46875
194743,Grace Slick,119.296875
897322,The Remains,118.875
855423,Kate Bush,118.375
936190,Stevie Nicks,118.15625
123007,The Dickies,117.875
639397,Caetano Veloso,117.8125
339577,Meat Puppets,117.484375
145128,Echo & the Bunnymen,117.453125
485791,Wipers,117.359375
781932,Lalo Schifrin,117.140625
763554,Bill Doggett,116.984375
502774,The Rivieras,116.9375
567325,The Modern Jazz Quartet,115.671875
118327,Chrome,115.171875
502163,10cc,114.921875
949619,Gong,114.4375
74195,Natalie Cole,114.40625
864209,Neil Diamond,113.203125
142652,D.O.A.,112.921875
57488,The Four Aces,112.75
61938,Blue Ã–yster Cult,112.71875
65397,Bobbie Gentry,111.84375
172642,Joe Mooney,111.703125
830028,"Huey ""Piano"" Smith",111.625
33560,Suzi Quatro,111.59375
517264,Tom Rush,111.5
140499,Cocteau Twins,111.234375
542976,Candi Staton,111.140625
175087,Elmer Bernstein,109.65625
492275,The Runaways,109.0625
126144,Chuck Willis,109.046875
808198,Lou Donaldson,108.765625
228087,Zoot Sims,108.578125
16835,The Paul Butterfield Blues Band,108.5
129430,Cluster,108.21875
219243,VinÃ­cius de Moraes,108.15625
569644,Wizzard,107.875
73421,The Clean,107.34375
140816,Eddie Hazel,107.234375
89021,Jimmy Page,107.203125
683750,Yellow Magic Orchestra,107.0625
585189,X-Ray Spex,107.03125
141256,Joe Maphis,106.984375
476645,The Maytals,106.8125
579839,Suicidal Tendencies,106.8125
253397,Dick Gaughan,106.578125
187162,Flipper,106.546875
816701,Deniece Williams,106.546875
41899,The Blues Project,106.1875
296402,Jimmy Bryant,106.15625
140689,Dead Boys,105.046875
922728,ABBA,104.796875
103033,Chuck Jackson,104.75
407300,Mel Tillis,104.671875
498691,The Slits,104.46875
206407,Descendents,104.4375
11707,Steely Dan,104.4375
820434,Whitney Houston,104
651107,Marianne Faithfull,103.828125
820999,The Wilburn Brothers,103.78125
489999,The Raincoats,103.25
762618,Bob Eberly,102.84375
62823,Bad Religion,102.84375
129761,Jimmy Webb,102.65625
29909,Terry Reid,102.53125
636106,Buckwheat Zydeco,102.515625
868456,Melba Montgomery,102.40625
