influencer_id,influencer_name,influencer_main_genre,influencer_active_start,follower_id,follower_name,follower_main_genre,follower_active_start
361393,Prince,R&B;,1970,7689,TLC,R&B;,1990
477875,The Supremes,R&B;,1950,7689,TLC,R&B;,1990
500889,Minnie Riperton,R&B;,1960,7689,TLC,R&B;,1990
509356,Atlantic Starr,R&B;,1970,7689,TLC,R&B;,1990
569256,The Tams,R&B;,1950,7689,TLC,R&B;,1990
572106,The Three Degrees,R&B;,1960,7689,TLC,R&B;,1990
594665,Diana Ross,R&B;,1960,7689,TLC,R&B;,1990
661524,Donna Summer,R&B;,1970,7689,TLC,R&B;,1990
664849,Gloria Gaynor,R&B;,1970,7689,TLC,R&B;,1990
746666,Sister Sledge,R&B;,1970,7689,TLC,R&B;,1990
802302,Chaka Khan,R&B;,1960,7689,TLC,R&B;,1990
865016,New Edition,R&B;,1980,7689,TLC,R&B;,1990
894847,The Pointer Sisters,R&B;,1970,7689,TLC,R&B;,1990
116984,Chubby Checker,R&B;,1950,7729,The Trashmen,Pop/Rock,1960
502806,The Rivingtons,R&B;,1960,7729,The Trashmen,Pop/Rock,1960
13393,Tower of Power,R&B;,1960,8125,Sharon Jones & the Dap-Kings,R&B;,2000
59655,The Mar-Keys,R&B;,1960,8125,Sharon Jones & the Dap-Kings,R&B;,2000
94224,Ike & Tina Turner,R&B;,1960,8125,Sharon Jones & the Dap-Kings,R&B;,2000
128099,James Brown,R&B;,1950,8125,Sharon Jones & the Dap-Kings,R&B;,2000
149973,Barbara Lynn,R&B;,1960,8125,Sharon Jones & the Dap-Kings,R&B;,2000
170454,Carla Thomas,R&B;,1960,8125,Sharon Jones & the Dap-Kings,R&B;,2000
179764,Fontella Bass,R&B;,1960,8125,Sharon Jones & the Dap-Kings,R&B;,2000
414251,Otis Redding,R&B;,1960,8125,Sharon Jones & the Dap-Kings,R&B;,2000
477377,The Memphis Horns,R&B;,1960,8125,Sharon Jones & the Dap-Kings,R&B;,2000
542976,Candi Staton,R&B;,1960,8125,Sharon Jones & the Dap-Kings,R&B;,2000
568861,The Sweet Inspirations,R&B;,1950,8125,Sharon Jones & the Dap-Kings,R&B;,2000
667169,Gladys Knight & the Pips,R&B;,1950,8125,Sharon Jones & the Dap-Kings,R&B;,2000
751738,Steve Cropper,R&B;,1960,8125,Sharon Jones & the Dap-Kings,R&B;,2000
772526,Irma Thomas,R&B;,1960,8125,Sharon Jones & the Dap-Kings,R&B;,2000
803242,Lyn Collins,R&B;,1970,8125,Sharon Jones & the Dap-Kings,R&B;,2000
806542,Etta James,Blues,1950,8125,Sharon Jones & the Dap-Kings,R&B;,2000
817011,Was (Not Was),Pop/Rock,1980,8125,Sharon Jones & the Dap-Kings,R&B;,2000
894531,Otis Clay,R&B;,1950,8125,Sharon Jones & the Dap-Kings,R&B;,2000
927555,Aretha Franklin,R&B;,1950,8125,Sharon Jones & the Dap-Kings,R&B;,2000
137084,Jody Watley,R&B;,1970,8828,Spice Girls,Pop/Rock,1990
160690,En Vogue,R&B;,1990,8828,Spice Girls,Pop/Rock,1990
208774,Janet Jackson,R&B;,1970,8828,Spice Girls,Pop/Rock,1990
302106,Lisa Stansfield,R&B;,1980,8828,Spice Girls,Pop/Rock,1990
477875,The Supremes,R&B;,1950,8828,Spice Girls,Pop/Rock,1990
572499,The Velvelettes,R&B;,1960,8828,Spice Girls,Pop/Rock,1990
790833,Shalamar,R&B;,1970,8828,Spice Girls,Pop/Rock,1990
820434,Whitney Houston,R&B;,1980,8828,Spice Girls,Pop/Rock,1990
567624,The Stylistics,R&B;,1960,9218,Tracey Thorn,Pop/Rock,1980
13393,Tower of Power,R&B;,1960,10412,Spin Doctors,Pop/Rock,1980
107139,Bootsy Collins,R&B;,1970,10412,Spin Doctors,Pop/Rock,1980
128099,James Brown,R&B;,1950,10412,Spin Doctors,Pop/Rock,1980
191947,War,R&B;,1970,10412,Spin Doctors,Pop/Rock,1980
798792,Graham Central Station,R&B;,1970,10412,Spin Doctors,Pop/Rock,1980
92942,Chic,R&B;,1970,10538,Spandau Ballet,Pop/Rock,1980
238115,Sam Cooke,R&B;,1950,10538,Spandau Ballet,Pop/Rock,1980
316834,Marvin Gaye,R&B;,1950,10538,Spandau Ballet,Pop/Rock,1980
664849,Gloria Gaynor,R&B;,1970,10538,Spandau Ballet,Pop/Rock,1980
18258,Teena Marie,R&B;,1970,11210,Tara Kemp,R&B;,1990
46861,Ray Charles,R&B;,1940,11707,Steely Dan,Pop/Rock,1970
165011,Dionne Warwick,R&B;,1960,11754,Sheena Easton,Pop/Rock,1980
661524,Donna Summer,R&B;,1970,11754,Sheena Easton,Pop/Rock,1980
7448,The Delfonics,R&B;,1960,12128,All-4-One,R&B;,1990
127063,Bell Biv DeVoe,R&B;,1980,12128,All-4-One,R&B;,1990
155563,Take 6,Religious,1980,12128,All-4-One,R&B;,1990
308871,Little Anthony & the Imperials,R&B;,1950,12128,All-4-One,R&B;,1990
390477,New Kids on the Block,Pop/Rock,1980,12128,All-4-One,R&B;,1990
478246,The Tymes,R&B;,1950,12128,All-4-One,R&B;,1990
509356,Atlantic Starr,R&B;,1970,12128,All-4-One,R&B;,1990
651156,Guy,R&B;,1980,12128,All-4-One,R&B;,1990
762731,The Chi-Lites,R&B;,1960,12128,All-4-One,R&B;,1990
767016,Keith Sweat,R&B;,1980,12128,All-4-One,R&B;,1990
865016,New Edition,R&B;,1980,12128,All-4-One,R&B;,1990
46861,Ray Charles,R&B;,1940,12472,Traffic,Pop/Rock,1960
661524,Donna Summer,R&B;,1970,12491,Taylor Dayne,Pop/Rock,1980
664849,Gloria Gaynor,R&B;,1970,12491,Taylor Dayne,Pop/Rock,1980
746666,Sister Sledge,R&B;,1970,12491,Taylor Dayne,Pop/Rock,1980
47421,The Blues Brothers,R&B;,1970,12654,Spinal Tap,Comedy/Spoken,1980
187581,Funkadelic,R&B;,1960,12972,TV on the Radio,Pop/Rock,2000
71970,The J.B.'s,R&B;,1960,13038,Stanton Moore,Jazz,1990
31067,Solomon Burke,R&B;,1950,13393,Tower of Power,R&B;,1960
59655,The Mar-Keys,R&B;,1960,13393,Tower of Power,R&B;,1960
128099,James Brown,R&B;,1950,13393,Tower of Power,R&B;,1960
316834,Marvin Gaye,R&B;,1950,13393,Tower of Power,R&B;,1960
414251,Otis Redding,R&B;,1960,13393,Tower of Power,R&B;,1960
477377,The Memphis Horns,R&B;,1960,13393,Tower of Power,R&B;,1960
677781,Wilson Pickett,R&B;,1950,13393,Tower of Power,R&B;,1960
766893,The Isley Brothers,R&B;,1950,13393,Tower of Power,R&B;,1960
772976,Booker T. Jones,R&B;,1960,13393,Tower of Power,R&B;,1960
814898,Lee Dorsey,R&B;,1960,13393,Tower of Power,R&B;,1960
16281,Tracy Chapman,Pop/Rock,1980,14931,Tasmin Archer,R&B;,1990
58549,Elvis Costello,Pop/Rock,1970,14931,Tasmin Archer,R&B;,1990
133969,Joan Armatrading,Pop/Rock,1970,14931,Tasmin Archer,R&B;,1990
165011,Dionne Warwick,R&B;,1960,14931,Tasmin Archer,R&B;,1990
279337,Sade,R&B;,1980,14931,Tasmin Archer,R&B;,1990
7689,TLC,R&B;,1990,15158,SisqÃ³,R&B;,1990
49774,Blackstreet,R&B;,1990,15158,SisqÃ³,R&B;,1990
61044,Bobby Brown,R&B;,1980,15158,SisqÃ³,R&B;,1990
96379,Boyz II Men,R&B;,1980,15158,SisqÃ³,R&B;,1990
127063,Bell Biv DeVoe,R&B;,1980,15158,SisqÃ³,R&B;,1990
134600,D'Angelo,R&B;,1990,15158,SisqÃ³,R&B;,1990
319347,R. Kelly,R&B;,1990,15158,SisqÃ³,R&B;,1990
467203,Michael Jackson,R&B;,1960,15158,SisqÃ³,R&B;,1990
767016,Keith Sweat,R&B;,1980,15158,SisqÃ³,R&B;,1990
866491,Maxwell,R&B;,1990,15158,SisqÃ³,R&B;,1990
78044,Bill Withers,R&B;,1960,15856,Aloe Blacc,R&B;,2000
238115,Sam Cooke,R&B;,1950,15856,Aloe Blacc,R&B;,2000
316834,Marvin Gaye,R&B;,1950,15856,Aloe Blacc,R&B;,2000
622805,Stevie Wonder,R&B;,1960,15856,Aloe Blacc,R&B;,2000
279337,Sade,R&B;,1980,16186,Amel Larrieux,R&B;,1990
290072,Roberta Flack,R&B;,1960,16186,Amel Larrieux,R&B;,1990
411761,Nina Simone,Vocal,1950,16186,Amel Larrieux,R&B;,1990
572579,Anita Baker,R&B;,1970,16186,Amel Larrieux,R&B;,1990
802302,Chaka Khan,R&B;,1960,16186,Amel Larrieux,R&B;,1990
43714,Bee Gees,Pop/Rock,1960,16227,Tavares,R&B;,1960
40225,Gladys Knight,R&B;,1950,17748,Patti LaBelle,R&B;,1950
361393,Prince,R&B;,1970,17748,Patti LaBelle,R&B;,1950
418955,The Shangri-Las,Pop/Rock,1960,17748,Patti LaBelle,R&B;,1950
491220,The Ronettes,Pop/Rock,1950,17748,Patti LaBelle,R&B;,1950
575012,Darlene Love,R&B;,1950,17748,Patti LaBelle,R&B;,1950
597309,Tina Turner,R&B;,1950,17748,Patti LaBelle,R&B;,1950
801573,Doris Troy,R&B;,1960,17748,Patti LaBelle,R&B;,1950
806877,Ruth Brown,R&B;,1940,17748,Patti LaBelle,R&B;,1950
830375,Lorraine Ellison,R&B;,1960,17748,Patti LaBelle,R&B;,1950
927555,Aretha Franklin,R&B;,1950,17748,Patti LaBelle,R&B;,1950
33161,Sly & the Family Stone,R&B;,1960,17877,Terence Trent D'Arby,R&B;,1980
78044,Bill Withers,R&B;,1960,17877,Terence Trent D'Arby,R&B;,1980
128099,James Brown,R&B;,1950,17877,Terence Trent D'Arby,R&B;,1980
238115,Sam Cooke,R&B;,1950,17877,Terence Trent D'Arby,R&B;,1980
316834,Marvin Gaye,R&B;,1950,17877,Terence Trent D'Arby,R&B;,1980
361393,Prince,R&B;,1970,17877,Terence Trent D'Arby,R&B;,1980
414251,Otis Redding,R&B;,1960,17877,Terence Trent D'Arby,R&B;,1980
467203,Michael Jackson,R&B;,1960,17877,Terence Trent D'Arby,R&B;,1980
590285,Billy Preston,R&B;,1950,17877,Terence Trent D'Arby,R&B;,1980
607448,Al Green,R&B;,1960,17877,Terence Trent D'Arby,R&B;,1980
622805,Stevie Wonder,R&B;,1960,17877,Terence Trent D'Arby,R&B;,1980
677781,Wilson Pickett,R&B;,1950,17877,Terence Trent D'Arby,R&B;,1980
754032,The Beatles,Pop/Rock,1960,17877,Terence Trent D'Arby,R&B;,1980
766094,Commodores,R&B;,1960,17877,Terence Trent D'Arby,R&B;,1980
821571,Smokey Robinson,R&B;,1950,17877,Terence Trent D'Arby,R&B;,1980
944349,Cameo,R&B;,1970,17877,Terence Trent D'Arby,R&B;,1980
79016,Billie Holiday,Vocal,1930,17929,Patti Austin,R&B;,1950
162930,Eartha Kitt,Vocal,1940,17929,Patti Austin,R&B;,1950
164093,Tammi Terrell,R&B;,1960,17929,Patti Austin,R&B;,1950
165011,Dionne Warwick,R&B;,1960,17929,Patti Austin,R&B;,1950
185948,Carmen McRae,Vocal,1940,17929,Patti Austin,R&B;,1950
260038,Dinah Washington,Vocal,1940,17929,Patti Austin,R&B;,1950
368367,Nancy Wilson,Vocal,1950,17929,Patti Austin,R&B;,1950
378624,Quincy Jones,Jazz,1950,17929,Patti Austin,R&B;,1950
305501,Roger,R&B;,1970,18176,Teddy Riley,R&B;,1980
103162,Kim Weston,R&B;,1960,18258,Teena Marie,R&B;,1970
213212,Janis Ian,Pop/Rock,1960,18258,Teena Marie,R&B;,1970
290072,Roberta Flack,R&B;,1960,18258,Teena Marie,R&B;,1970
302685,Rufus,R&B;,1960,18258,Teena Marie,R&B;,1970
316834,Marvin Gaye,R&B;,1950,18258,Teena Marie,R&B;,1970
384675,Mary Wells,R&B;,1960,18258,Teena Marie,R&B;,1970
500889,Minnie Riperton,R&B;,1960,18258,Teena Marie,R&B;,1970
594665,Diana Ross,R&B;,1960,18258,Teena Marie,R&B;,1970
597309,Tina Turner,R&B;,1950,18258,Teena Marie,R&B;,1970
802302,Chaka Khan,R&B;,1960,18258,Teena Marie,R&B;,1970
821571,Smokey Robinson,R&B;,1950,18258,Teena Marie,R&B;,1970
834673,Linda Jones,R&B;,1960,18258,Teena Marie,R&B;,1970
927555,Aretha Franklin,R&B;,1950,18258,Teena Marie,R&B;,1970
165011,Dionne Warwick,R&B;,1960,18977,Barry Manilow,Pop/Rock,1970
608945,Brandy,R&B;,1990,19740,Amerie,R&B;,2000
341422,Ray Barretto,Latin,1950,19953,Sheila E.,R&B;,1970
591104,Mongo Santamaria,Latin,1950,19953,Sheila E.,R&B;,1970
607283,Tito Puente,Latin,1940,19953,Sheila E.,R&B;,1970
688804,Willie Bobo,Latin,1950,19953,Sheila E.,R&B;,1970
81194,"Bobby ""Blue"" Bland",Blues,1950,20278,Teddy Pendergrass,R&B;,1970
100854,Jimmy Witherspoon,Blues,1940,20278,Teddy Pendergrass,R&B;,1970
108826,Jackie Wilson,R&B;,1950,20278,Teddy Pendergrass,R&B;,1970
144458,Curtis Mayfield,R&B;,1950,20278,Teddy Pendergrass,R&B;,1970
148477,Clarence Carter,R&B;,1960,20278,Teddy Pendergrass,R&B;,1970
164594,Ben E. King,R&B;,1950,20278,Teddy Pendergrass,R&B;,1970
168958,Eddie Floyd,R&B;,1950,20278,Teddy Pendergrass,R&B;,1970
198162,Johnnie Taylor,R&B;,1950,20278,Teddy Pendergrass,R&B;,1970
212612,Johnny Hartman,Vocal,1950,20278,Teddy Pendergrass,R&B;,1970
233228,Lou Rawls,R&B;,1950,20278,Teddy Pendergrass,R&B;,1970
238115,Sam Cooke,R&B;,1950,20278,Teddy Pendergrass,R&B;,1970
316834,Marvin Gaye,R&B;,1950,20278,Teddy Pendergrass,R&B;,1970
457807,O.V. Wright,R&B;,1960,20278,Teddy Pendergrass,R&B;,1970
607448,Al Green,R&B;,1960,20278,Teddy Pendergrass,R&B;,1970
821571,Smokey Robinson,R&B;,1950,20278,Teddy Pendergrass,R&B;,1970
838195,Percy Sledge,R&B;,1960,20278,Teddy Pendergrass,R&B;,1970
607448,Al Green,R&B;,1960,20760,Shelby Lynne,Country,1980
927555,Aretha Franklin,R&B;,1950,20760,Shelby Lynne,Country,1980
140816,Eddie Hazel,R&B;,1970,21009,Slash,Pop/Rock,1980
40225,Gladys Knight,R&B;,1950,21334,Stephanie Mills,R&B;,1960
594665,Diana Ross,R&B;,1960,21334,Stephanie Mills,R&B;,1960
597309,Tina Turner,R&B;,1950,21334,Stephanie Mills,R&B;,1960
661524,Donna Summer,R&B;,1970,21334,Stephanie Mills,R&B;,1960
802302,Chaka Khan,R&B;,1960,21334,Stephanie Mills,R&B;,1960
594665,Diana Ross,R&B;,1960,22257,Patty Smyth,Pop/Rock,1980
927555,Aretha Franklin,R&B;,1950,22348,Patty Griffin,Pop/Rock,1990
2993710,Don Covay,R&B;,1960,22928,Steppenwolf,Pop/Rock,1960
92942,Chic,R&B;,1970,23202,Stereo MC's,Electronic,1980
238115,Sam Cooke,R&B;,1950,23982,Ted Hawkins,Blues,1980
414251,Otis Redding,R&B;,1960,23982,Ted Hawkins,Blues,1980
33161,Sly & the Family Stone,R&B;,1960,25462,Tricky,Electronic,1990
35076,Soul II Soul,R&B;,1980,25462,Tricky,Electronic,1990
161920,Grace Jones,R&B;,1970,25462,Tricky,Electronic,1990
128099,James Brown,R&B;,1950,25778,Slave,R&B;,1970
129775,Parliament,R&B;,1960,25778,Slave,R&B;,1970
131624,Larry Levan,R&B;,1970,25857,Shep Pettibone,Electronic,1980
617370,Tom Moulton,R&B;,1960,25857,Shep Pettibone,Electronic,1980
78044,Bill Withers,R&B;,1960,26952,Smokie Norful,Religious,2000
182360,Donny Hathaway,R&B;,1960,26952,Smokie Norful,Religious,2000
238115,Sam Cooke,R&B;,1950,26952,Smokie Norful,Religious,2000
316834,Marvin Gaye,R&B;,1950,26952,Smokie Norful,Religious,2000
577235,The Staple Singers,R&B;,1940,26952,Smokie Norful,Religious,2000
622805,Stevie Wonder,R&B;,1960,26952,Smokie Norful,Religious,2000
208774,Janet Jackson,R&B;,1970,27136,Paulina Rubio,Latin,1980
66915,Bob Dylan,Pop/Rock,1960,27916,Terry Callier,R&B;,1960
144458,Curtis Mayfield,R&B;,1950,27916,Terry Callier,R&B;,1960
175553,John Coltrane,Jazz,1940,27916,Terry Callier,R&B;,1960
212612,Johnny Hartman,Vocal,1950,27916,Terry Callier,R&B;,1960
250435,Wayne Shorter,Jazz,1950,27916,Terry Callier,R&B;,1960
266160,Pete Seeger,Folk,1930,27916,Terry Callier,R&B;,1960
329468,Jerry Butler,R&B;,1950,27916,Terry Callier,R&B;,1960
330601,Pharoah Sanders,Jazz,1960,27916,Terry Callier,R&B;,1960
330967,The New Lost City Ramblers,Folk,1950,27916,Terry Callier,R&B;,1960
888730,Odetta,Folk,1940,27916,Terry Callier,R&B;,1960
894827,"Oscar Brown, Jr.",Vocal,1960,27916,Terry Callier,R&B;,1960
144458,Curtis Mayfield,R&B;,1950,28316,Slim Smith,Reggae,1960
477875,The Supremes,R&B;,1950,28772,The 5th Dimension,Pop/Rock,1960
35021,Smokey Robinson & the Miracles,R&B;,1950,29067,The Action,Pop/Rock,1960
135024,Larry Williams,R&B;,1950,29067,The Action,Pop/Rock,1960
282709,Sam & Dave,R&B;,1960,29067,The Action,Pop/Rock,1960
316834,Marvin Gaye,R&B;,1950,29067,The Action,Pop/Rock,1960
569685,The Temptations,R&B;,1960,29067,The Action,Pop/Rock,1960
677781,Wilson Pickett,R&B;,1950,29067,The Action,Pop/Rock,1960
27916,Terry Callier,R&B;,1960,29791,Paul Weller,Pop/Rock,1970
108826,Jackie Wilson,R&B;,1950,29791,Paul Weller,Pop/Rock,1970
128099,James Brown,R&B;,1950,29791,Paul Weller,Pop/Rock,1970
144458,Curtis Mayfield,R&B;,1950,29791,Paul Weller,Pop/Rock,1970
238115,Sam Cooke,R&B;,1950,29791,Paul Weller,Pop/Rock,1970
316834,Marvin Gaye,R&B;,1950,29791,Paul Weller,Pop/Rock,1970
329468,Jerry Butler,R&B;,1950,29791,Paul Weller,Pop/Rock,1970
414251,Otis Redding,R&B;,1960,29791,Paul Weller,Pop/Rock,1970
569685,The Temptations,R&B;,1960,29791,Paul Weller,Pop/Rock,1970
821571,Smokey Robinson,R&B;,1950,29791,Paul Weller,Pop/Rock,1970
137494,Fats Domino,R&B;,1940,29884,Paul McCartney,Pop/Rock,1950
238115,Sam Cooke,R&B;,1950,29884,Paul McCartney,Pop/Rock,1950
376608,The Marvelettes,R&B;,1960,29884,Paul McCartney,Pop/Rock,1950
821571,Smokey Robinson,R&B;,1950,29884,Paul McCartney,Pop/Rock,1950
94224,Ike & Tina Turner,R&B;,1960,29909,Terry Reid,Pop/Rock,1960
168958,Eddie Floyd,R&B;,1950,29909,Terry Reid,Pop/Rock,1960
210323,Joe Tex,R&B;,1960,29909,Terry Reid,Pop/Rock,1960
414251,Otis Redding,R&B;,1960,29909,Terry Reid,Pop/Rock,1960
927555,Aretha Franklin,R&B;,1950,29909,Terry Reid,Pop/Rock,1960
61044,Bobby Brown,R&B;,1980,30928,Tevin Campbell,R&B;,1980
61226,Babyface,R&B;,1970,30928,Tevin Campbell,R&B;,1980
361393,Prince,R&B;,1970,30928,Tevin Campbell,R&B;,1980
378624,Quincy Jones,Jazz,1950,30928,Tevin Campbell,R&B;,1980
467203,Michael Jackson,R&B;,1960,30928,Tevin Campbell,R&B;,1980
607773,Al B. Sure!,R&B;,1980,30928,Tevin Campbell,R&B;,1980
651156,Guy,R&B;,1980,30928,Tevin Campbell,R&B;,1980
865016,New Edition,R&B;,1980,30928,Tevin Campbell,R&B;,1980
892771,The O'Jays,R&B;,1960,30928,Tevin Campbell,R&B;,1980
46861,Ray Charles,R&B;,1940,31067,Solomon Burke,R&B;,1950
81194,"Bobby ""Blue"" Bland",Blues,1950,31067,Solomon Burke,R&B;,1950
108826,Jackie Wilson,R&B;,1950,31067,Solomon Burke,R&B;,1950
180228,Elvis Presley,Pop/Rock,1950,31067,Solomon Burke,R&B;,1950
238115,Sam Cooke,R&B;,1950,31067,Solomon Burke,R&B;,1950
290040,Roy Hamilton,R&B;,1940,31067,Solomon Burke,R&B;,1950
309458,Screamin' Jay Hawkins,R&B;,1950,31067,Solomon Burke,R&B;,1950
317093,Nat King Cole,Jazz,1930,31067,Solomon Burke,R&B;,1950
668448,James Cleveland,Religious,1950,31067,Solomon Burke,R&B;,1950
817000,Johnny Ace,R&B;,1940,31067,Solomon Burke,R&B;,1950
2993710,Don Covay,R&B;,1960,31067,Solomon Burke,R&B;,1950
198162,Johnnie Taylor,R&B;,1950,31263,AndraÃ© Crouch,Religious,1960
238115,Sam Cooke,R&B;,1950,31263,AndraÃ© Crouch,Religious,1960
17748,Patti LaBelle,R&B;,1950,31380,Paula Abdul,Pop/Rock,1980
208774,Janet Jackson,R&B;,1970,31380,Paula Abdul,Pop/Rock,1980
299668,KC & the Sunshine Band,R&B;,1970,31380,Paula Abdul,Pop/Rock,1980
467203,Michael Jackson,R&B;,1960,31380,Paula Abdul,Pop/Rock,1980
661524,Donna Summer,R&B;,1970,31380,Paula Abdul,Pop/Rock,1980
664849,Gloria Gaynor,R&B;,1970,31380,Paula Abdul,Pop/Rock,1980
790833,Shalamar,R&B;,1970,31380,Paula Abdul,Pop/Rock,1980
894847,The Pointer Sisters,R&B;,1970,31380,Paula Abdul,Pop/Rock,1980
7689,TLC,R&B;,1990,31442,Anastacia,Pop/Rock,1980
210991,Destiny's Child,R&B;,1990,31442,Anastacia,Pop/Rock,1980
262255,Mariah Carey,R&B;,1980,31442,Anastacia,Pop/Rock,1980
191947,War,R&B;,1970,31685,Paul Simon,Pop/Rock,1950
244711,Johnny Maestro,R&B;,1950,31685,Paul Simon,Pop/Rock,1950
479582,The Moonglows,R&B;,1950,31685,Paul Simon,Pop/Rock,1950
636044,The Cadillacs,R&B;,1950,31685,Paul Simon,Pop/Rock,1950
817000,Johnny Ace,R&B;,1940,31685,Paul Simon,Pop/Rock,1950
790833,Shalamar,R&B;,1970,32301,Sophie Ellis-Bextor,Pop/Rock,2000
316834,Marvin Gaye,R&B;,1950,32433,Texas,Pop/Rock,1980
567624,The Stylistics,R&B;,1960,32971,The Beautiful South,Pop/Rock,1980
607448,Al Green,R&B;,1960,32971,The Beautiful South,Pop/Rock,1980
31067,Solomon Burke,R&B;,1950,33161,Sly & the Family Stone,R&B;,1960
64509,Bobby Womack,R&B;,1960,33161,Sly & the Family Stone,R&B;,1960
82013,The Impressions,R&B;,1950,33161,Sly & the Family Stone,R&B;,1960
94224,Ike & Tina Turner,R&B;,1960,33161,Sly & the Family Stone,R&B;,1960
108826,Jackie Wilson,R&B;,1950,33161,Sly & the Family Stone,R&B;,1960
128099,James Brown,R&B;,1950,33161,Sly & the Family Stone,R&B;,1960
129775,Parliament,R&B;,1960,33161,Sly & the Family Stone,R&B;,1960
198162,Johnnie Taylor,R&B;,1950,33161,Sly & the Family Stone,R&B;,1960
343396,Roy Brown,R&B;,1940,33161,Sly & the Family Stone,R&B;,1960
414251,Otis Redding,R&B;,1960,33161,Sly & the Family Stone,R&B;,1960
423829,Miles Davis,Jazz,1940,33161,Sly & the Family Stone,R&B;,1960
