marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,E,S,L,C,evaluation,Wdata
US,36495824,R34VCUY585UQRK,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",Beauty,1.0,0,0,1,0.1,Just as great as a T3 Bespoke Featherweight at 1/6 the price,"I bought this hairdryer to replace my $200 hairdryer that crapped out on me FOUR times. I have only used it twice, but I am very happy with it. I don't notice ANY difference between the performance of the two.",2011-01-10,0.6,0.9166666666666666,270,0.3859742622313913,0.1,0.0010850682070762013
US,45051767,R2C292C2GI1AGH,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",Beauty,1.0,0,0,1,1.0,"Great hairdryer, slightly heavy, but quiet","I finally realized just how much my tiny travel hairdryer was damaging my hair so I started searching for a new one. I picked this one, and I am very happy with it so far. I use a small amount of leave-in conditioner and a few drops of a defrizz product and my hair turns out great! The dryer has a nice array of settings; I usually put it on the hottest setting because the others don't seem warm enough. The cool setting works well, too. The dryer is fairly quiet, too, even at high settings, which is a huge change from my travel dryer. The one drawback I've found so far is the weight of this dryer. My travel dryer was of course very light and compact so it's been an adjustment getting used to the size and weight of this one. My arm gets a little tired as I'm finishing, but it's not a big problem. Definitely a good purchase!",2011-01-16,0.2061545454545454,0.6148484848484848,876,0.2825656657447581,1.0,0.008916300410764015
US,50355584,R3C1QO8484HL13,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",Beauty,1.0,3,4,2,0.1,Fast and quiet,"This hair dryer works fast to dry hair. It's quiet in operation even on high speed.<br /><br />The body of the dryer is smooth feeling, kind of soft almost. Not like a hard shiny plastic feels. It's a nice touch.<br /><br />There is a removable intake filter allowing a clean fan.<br /><br />The cord is long enough to use the dryer comfortably.<br /><br />There is plenty of power and heat to dry even the longest hair quickly. The added pearl ceramics is supposed to help with prevent hair damage. We'll see.<br /><br />You could pay more for a hair dryer, but why?",2011-01-18,0.1755882352941176,0.5587254901960785,582,0.2652364022303221,0.282842712474619,0.0024533278582148568
US,38214231,RM7V9IN75GGVX,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",Beauty,0.6,0,1,2,0.1,"Professional style, but not quality. Decent value.","It's styled like a profession hair dryer, but it's not. It's not as solidly manufactured, especially the buttons. The high heat setting is slightly too hot, and the low airflow setting seems weak.<br /><br />This is a fine mid-range dryer and a good value for the price, but you will likely have to pay over $100 for a true professional dryer.<br /><br />My comparison dryer is the Elchim Professional 2001. That is a real professional dryer.",2011-01-19,0.1551111111111111,0.4548888888888888,493,0.2924919227797431,0.12,0.0011679539773648967
US,36236471,R286X2OYVHVLDP,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",Beauty,0.6,0,0,2,0.1,This is great,"Ok, I am not a hair stylist, for that matter in a few years drying my hair will be an act of remembrance.  That being said, my wife, the primary user of this, loves this.  The dual heat and fan controls allows her to get just the right touch.  From my perspective, this is well built.  Heavier that the usual hair dryer and with an easily removable rear grate that will prevent the fan from burning out over prolonged use.  You will get many years out of this great dryer!",2011-01-20,0.3854497354497355,0.5243386243386243,486,0.413223996486264,0.12,0.0016785002266911948
US,31595683,R2NOOUVMFL6MS7,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",Beauty,1.0,1,1,2,0.1,"A superb, solidly constructed hair dryer","This hair dryer is the most powerful I've ever used. It actually kicks when you start it, that's how much air rushes out of the nozzle. The warm air drying field - because of the dryer's unusual strength - is wider and more focused than any other that I've tried. The controls are remarkably easy to use. They require hardly any pressure, seeming to respond instantly when pressed. Ergonomically the Remington Ac2015 is well designed, fitting in my hand quite comfortably. Other hair dryers are often indifferently designed, their weight soon tiring your hands and arms requiring constant switching between left and right hands. This dryer stayed in my right hand without cramping or fatigue, which I really appreciate.<br /><br />The three heat settings and two speeds are perfect for the subtle changes your hair undergoes during the drying process. There's a big difference between the extremely wet hair you confront when first leaving the shower and the dryer, more responsive hair you have after a couple of minutes of drying. With the different heat settings and two speeds - coupled with the dryer's strength - I manage to avoid some of the heat damage that I used to inflict on my hair. Back then, I was forced to crank-up my inferior dryer in order to get better (and quicker) drying. Heat damaged, overly dry (even dessicated) hair is unmanageable and very unsightly. I am thankful those days appear to be gone for good. The attachments are easy to add and use though I never need them, finding the dryer in its native state to be best for my hair. The dryer runs quietly and without sparking, something that can be worrisome when your hands are moist. There's a four year warranty which indicates the confidence the manufacturer has in this well-made dryer. The Remington Ac2015 is an excellent professional grade dryer that is easy to recommend.",2011-01-20,0.2507631257631258,0.4853785103785104,1899,0.4247796981364711,0.2,0.002875731748715069
US,45267545,R3DBDBQ3YXZ2I7,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",Beauty,0.6,1,1,1,1.0,fast dryer!,"This drys my long hair in no time at all. I only use the medium setting because the full blast air actually blows it around so much it gets tangled. Overall it has a very nice design, works really well, and I'm glad I bought it.",2011-01-31,0.223,0.505,240,0.2828650024232247,0.6,0.006816024154776508
US,43657539,RXX44QL6SIARM,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",Beauty,0.6,1,2,2,0.1,Excellent,"This is an excellent value.  I've owned several Remington products and have rarely been disappointed.  This is no exception.  It works nearly as well as my very expensive Chi hair dryer, but for a lot less money.  It also comes with attachments, which my expensive on did not.  I wouldn't go so far as to say this is salon quality, but for people who don't want to pay for salon quality equipment, but want to get salon quality results, this will be an excellent addition to their tool set.",2011-02-17,0.1303030303030302,0.7024242424242424,500,0.1635273555854813,0.12,0.000979475382852797
US,52912740,R1ZFK55L8CKK6J,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",Beauty,1.0,0,0,2,0.1,Excellent Quality,"The fit and finish of this product is excellent, it has a high quality blower fan and the exterior material as commented by a previous reviewer is designed to avoid scratching on the counter.<br /><br />My girlfriend loves this dryer because it is powerful and she has a lot of hair which is difficult to completely dry and straighten, although she did mention that on the lower heat setting it avoids overheating.<br /><br />This dryer has a 4 year warranty so what else can you say, it is a high quality dryer.",2011-02-17,0.2540740740740741,0.6940740740740741,530,0.2668819795414935,0.2,0.0026642263017911585
US,17041407,R30YIBXFFPLVFJ,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",Beauty,1.0,0,0,1,1.0,LOVE IT!!!,Absolutely LOVE this dryer! I have really thick/coarse hair and have always had to flat iron my hair after drying; but not anymore!!! 15 minutes and I am ready to go!!! No flat iron necessary!!!,2011-02-26,0.3079799107142857,0.45,205,0.3450217123488548,1.0,0.019002917031262244
US,32592172,R3KUGDQM4OREC4,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",Beauty,1.0,0,0,2,0.1,Nothing negative to say...,"I gave this dryer to my sister, who raved about it and said it was the best hair dryer she'd ever used. Here is the review she wrote for me:    The Remington Pearl Ceramic hair dryer comes with a full line of useful features...    Among its better aspects, the dryer is attractive, lightweight, and marvellously quiet. It has a cool shot as well as three heat settings which get warm enough to dry hair quickly, without frying it.    The dryer comes with an attached hook from which it can be hung, as well as a diffuser and a concentrator. The result is sleek, straight, or wavy hair -- depending on which attachment you use. I highly recommend this dryer. I can find nothing negative to say about it.    So... there ya go!",2011-03-01,0.2567777777777777,0.4848888888888888,751,0.3771422844308218,0.2,0.004284232490952539
US,50500287,R1178NOAGMMUYW,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",Beauty,-0.6,3,4,1,1.0,not hot enough made my hair stiff,"OK, beautiful color, stylish, not heavy seems long lasting probably a good dryer for the right person.  Unfortunately I will have to return it.  This dryer takes a very long time to dry the  hair, it is not hot or powerful enough this should be best for fine hair.  it is kind of uncomfortable to hold as well,  I feel sad since I have to return it but it is not right for me, Love the pink color but what can you do?",2011-03-14,0.1345428571428571,0.6396571428571429,451,0.1865387473244028,-0.848528137423857,-0.01017081933009189
US,18024767,R3PSGPXL62X8UW,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",Beauty,1.0,0,0,2,0.1,Ultra Hair Drying,The best blow dryer I've ever used. I may have to get another one. My wife and daughter are also using this. Very powerful but quiet motor. Many settings. Comes with a four year warranty. Highly recommended.,2011-03-28,0.41,0.5346666666666666,225,0.3702620599038517,0.2,0.005353186408248459
US,28142545,R2VDYUD3W5RHPF,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",Beauty,1.0,1,2,2,0.1,Remington Ac2015 Tstudio Salon Collection Pearl Ceramic Hair Dryer,"This review is for the Remington Ac2015 Tstudio Salon Collection Pearl Ceramic Hair Dryer. The packaging of this product was nicely done and not too wasteful, but adequate enough to get the contents delivered without being broken or damaged. The product was easy to remove from the packaging, and the instructions for use were very straightforward and well written. The temperature controls and blower settings were intuitive, and the balance of heating and air movement seems to be very suitable. Overall, I was very pleased with the quality of this product.",2011-04-19,0.3132407407407407,0.6143518518518518,626,0.3475265521316846,0.2,0.005901770477967797
US,43592524,R2KFK2V8PZK8M6,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",Beauty,0.6,0,0,1,1.0,Just what I was looking for.,"This hairdryer was exactly what I was looking for:  A simple design that blows forcefully.  It works quickly and my hair looks smooth when I am done.  The hottest setting gets a little too hot if you leave the dryer pointed at your scalp for more than a few seconds, but that's really a pro because it gets good and hot.  It has three heat settings to adjust for comfort.",2011-05-28,0.2268939393939394,0.4733766233766234,400,0.3269254138900778,0.6,0.02104476846727868
US,50724762,R2ATCD8U3IZ3ZR,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",Beauty,0.6,1,1,2,0.1,Very powerful dryer!,"However, it is a little heavier than my other hair dryers.  But it dries hair very quickly the different heat settings work nicely.  Dryer is comfortable to hold and is powerful/hot enough that I can hold it 6-8 inches from my head and it will still dry my hair effectively.  My only problem with the hair dryer is that it is somewhat too powerful to use the diffuser if I want to dry my naturally curly hair into curls.  Even on the low power setting, it blows my hair to hard and the curls go all over the place and don't form nicely.  If I want to have curly hair for the day, I use one of my other, less powerful dryers.  Works great for my straight hair days, though!",2011-06-16,0.1543650793650794,0.6408730158730158,693,0.2175019731186824,0.12,0.0030847095671221046
US,22786001,RF6JZQMGZ875L,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",Beauty,1.0,0,0,1,1.0,great dryer,I read numerous reviews on hair dryers and picked this one. It's easy to hold because of the rubberized grip. Excellent selection of heat and speed settings which are simple to control on the handle. I have fairly straight hair and it leaves my hair soft and shiny. Hopefully it will last several years.,2011-07-01,0.2814814814814815,0.473015873015873,315,0.3477740813309412,1.0,0.04409527938848994
US,33312307,R3CR1JDJY0VADD,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",Beauty,0.6,0,0,1,1.0,Great dryer,"Works great, quiet, fast-drying.  Took away 1 star because it is a little on the heavy side, and the placement of the switches is a little awkward.  Otherwise very satisfied.",2011-07-03,0.134375,0.6666666666666666,186,0.1509667857718216,0.6,0.011588844484377359
US,25385516,R1ECT9Z7232ZUF,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",Beauty,-1.0,3,16,1,0.1,Awful Hairdryer ruined my hair,Since I purchased this hair dryer my hair has never been in worse shape than now.....It caused the top of my hair to break off in several different places.  The A/C motor does not help!!! I'm going back to Conair!! Never had a problem with them!!! I am devistated!!! Do NOT buy this product!!!,2011-07-17,-0.15,0.45,324,-0.2710683662472899,-0.0420448207626857,-0.001549680979330132
US,18793257,R39NIAWVHUOS8,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",Beauty,1.0,0,0,1,1.0,Best Hair Dryer,"This hair dryer is reasonably priced for the quality of the product. The sleek design, quiet operation, and versatile settings were what I was looking for in a replacement hair dryer- and this product delivers. I've only used it twice and am already in love with it.",2011-08-17,0.3399999999999999,0.5666666666666667,282,0.3371201559328105,1.0,0.051834883413650716
US,52267856,R13QNQH8F7QEMD,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",Beauty,0.6,0,0,2,0.1,Dry n' Shiny!,"This hair dryer, first off, is great because it's QUIET. My daughter despises the noise from most hairdryers and this doesn't bother her in the least. Also, its ion technology is much gentler on her hair (and mine), which I'm in favor of as well. One of the best features, however, is that it is lightweight, which makes it terrific for travel, not to mention being easy on my forearms and shoulders (I have pretty thick hair and it takes forever to dry). It's a solid piece of equipment and I've already purchased another. Thumbs up!",2011-09-15,0.1916666666666666,0.5303571428571427,548,0.2891481748499754,0.12,0.005912358549428067
US,47030675,R2G49TNE8H0RYK,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",Beauty,1.0,0,0,1,1.0,Great!,"I read a lot of reviews before purchasing this, and I'm glad I listened to them. This is a powerful, easy-to-use dryer. It gets the job done, and while I use styling products, it does help make it somewhat silky smooth. Definitely recommend.",2011-11-14,0.44,0.75,248,0.3279935811196835,1.0,0.06717940818114
US,11324674,R23YWABIO91YZ,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",Beauty,0.6,0,0,1,0.1,Chic and stylish!!,"Any girl/women will fall in love with the look of this dryer. Its definitely made to impress anyone who is looking for a product that works and looks great too. I bought it for the same reason. I own a Remington Straightener and almost can't live without it. This one compliments it perfectly.  The weight of the dryer is perfect. It does not feel heavy and is comfortable to work with. I wash my hair almost daily and this dryer comes in handy every time. It comes with bonus diffuser and concentrator attachments. I have very thin and fine hair and the diffuser seems like its made for a person with thick hair. Its too big for my hair.   The features that I love in this product are:  1. It has a removable air intake screen which make cleanup so easy.   2. Its sleek design and light weight.  3. Long cord and heat settings.  Features I wish were addressed:  1. It makes a lot of noise and my husband always complaints about that.  2. Though the cord is long and convenient for usage, its difficult to store because its not retractable.  Overall its a great buy and I can see myself using it for a very long time.",2011-11-15,0.2570236013986014,0.6135897435897435,1136,0.3365892498470182,0.06,0.004147984559216265
US,52158126,ROH7HAWJSLUL2,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",Beauty,1.0,0,0,1,1.0,Best hair dryer I have ever owned,"The Remington Ac2015 Tstudio Salon Collection Pearl Ceramic is a wonderful hair dryer.  It is very noticeably quieter than any other hair dryer I have ever had.  Compared to other dryers I have used, it leaves my long straight hair full of body and never adds static electricity.  It is definitley worth the $33.99 I paid for it.",2011-11-29,0.325,0.47,363,0.382718154377949,1.0,0.08168167150235055
US,36238107,R2FERIMRULH35M,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",Beauty,-0.2,0,0,1,1.0,LOUD & got weird noises.,"I am just not happy with the really loud noise. I bought this based on the product's the minimal negative reviews and customers' reviewing it quiet. Other than the really loud noise of the dryer even at its lowest mode and the odd noise it makes when being held facing up and at the cool and warm modes, the dryer is very solid and a quite heavy. I tried the attached concentrator, the wind would not concentrate when blowing extremely closed with my ceramic round brush.<br /><br />Extreme fast shipping and fast refund. Still a happy customer after the good service. :)",2011-12-06,0.0742063492063491,0.597063492063492,596,0.148919950747501,-0.2,-0.006476266360677324
US,28133032,R3RG3NGEFJKB3Q,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",Beauty,0.6,0,1,1,1.0,Remington AC2015 Hair Dryer,It's very powerful and quite. The finish is also cool and professional looking. Just a little bit heavy than the one I had.,2011-12-08,0.0905,0.55,151,0.147393765441205,0.6,0.01933116166371742
US,48661487,R3SENXU280LR5J,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",Beauty,0.6,439,451,1,1.0,died early,"This is a good dryer while it lasts.  Quiet, good heat, not too heavy. But I have owned it less than six months and yesterday it stopped producing heat, just blew cold air.<br /><br />Update:  I just called Remington.  They warranty the product for three years and are sending me a new dryer.  No hassle.",2011-12-08,0.0837121212121212,0.4818181818181818,315,0.1917326267132358,10.829749619742923,0.4538810246772412
US,25361820,RPV26SOA30UL,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",Beauty,1.0,10,13,1,0.1,Fast and No Frizzies,"A very nice hair dryer that has a diffuser for those of us with curly hair.  It's not really a mini, but it's not super huge either.  It lives up to the no frizzie reviews and dries your hair extremely fast.  There are 3 heat settings and 2 speed settings.  It dries fast even at medium heat and low speed.  There is also a cool button that cancels all heat and locks your style, it also cools your head down before you go out in the cold winter air.  It is heavier than most hair dryers.  I would buy it again.",2011-12-13,0.1339814814814814,0.6087962962962963,532,0.2032963705038751,0.1994838886725979,0.008981055254664002
US,31225182,R9FZYLDZDLID,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",Beauty,0.6,0,0,1,1.0,Wonderful product just a little too....,Heavy. It was advertised as light weight but its not really. It is not the heaviest blow dryer but still i was a llittle surprised at the weight. Other than that it is excellent my daughter's hair is soft wavy and frizzy and long. It takes a lot to straighten it out but this dryer left her hair soft and straight with a wonderful shine to it. I would and have recommend this to others.,2011-12-13,0.23125,0.5482142857142858,426,0.2987504236555505,0.6,0.03969626971808691
US,9929412,R10SZP798RMB2K,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",Beauty,0.6,0,0,1,0.1,not bad,"This hair dryer is very stylish! I love the aesthetics of it and it has this super long cord so I can move around and do my make up at the same time without pulling the cord out.   Love the adjustable heat and speed selections. The highest setting is too hot though and burnt my scalp a bit. The dryer is also a bit heavy so makes my arms a bit tired but besides that, no complaints!",2011-12-20,0.1995833333333332,0.6108333333333333,391,0.2455992000155865,0.06,0.0033225640484036314
