words,proportion
company,0.009029041169732497
hang,0.009029041169732497
recently,0.008961660265480762
bright,0.008894279361229027
case,0.008894279361229027
sturdy,0.008894279361229027
filter,0.008826898456977293
鈥,0.008826898456977293
nicely,0.008692136648473823
older,0.008692136648473823
Christmas,0.008692136648473823
spark,0.008692136648473823
simple,0.008624755744222088
rather,0.008557374839970353
fantastic,0.008557374839970353
switches,0.008557374839970353
fall,0.008422613031466882
real,0.008422613031466882
stop,0.008422613031466882
close,0.008422613031466882
today,0.008287851222963412
expect,0.008287851222963412
heating,0.008220470318711677
move,0.008220470318711677
often,0.008220470318711677
burned,0.008220470318711677
cheaper,0.008153089414459943
Update,0.008085708510208208
felt,0.008018327605956471
forever,0.008018327605956471
seemed,0.007950946701704736
plenty,0.007950946701704736
performance,0.007950946701704736
totally,0.007950946701704736
red,0.007950946701704736
similar,0.007883565797453002
due,0.007883565797453002
wrong,0.007883565797453002
twice,0.007883565797453002
mean,0.007883565797453002
finger,0.007883565797453002
negative,0.007816184893201267
otherwise,0.007748803988949532
anyway,0.007748803988949532
hour,0.007748803988949532
temp,0.007748803988949532
huge,0.007681423084697796
mom,0.007681423084697796
saw,0.007614042180446061
technology,0.007614042180446061
comfortable,0.007614042180446061
live,0.007614042180446061
allow,0.007614042180446061
finish,0.007546661276194327
immediately,0.007546661276194327
doing,0.007546661276194327
start,0.007546661276194327
seller,0.007479280371942592
bag,0.007479280371942592
sent,0.007479280371942592
broken,0.007479280371942592
roller,0.007479280371942592
quit,0.007411899467690856
touch,0.007411899467690856
run,0.007411899467690856
careful,0.007411899467690856
install,0.007411899467690856
function,0.007344518563439121
course,0.007344518563439121
solid,0.007344518563439121
notice,0.0072771376591873865
blew,0.0072771376591873865
normal,0.0072771376591873865
round,0.0072771376591873865
surprised,0.007209756754935652
holding,0.007209756754935652
higher,0.007142375850683916
version,0.007142375850683916
experience,0.007142375850683916
body,0.007074994946432181
supposed,0.007074994946432181
airflow,0.007074994946432181
everyday,0.007074994946432181
hi,0.007074994946432181
reviewer,0.007007614042180446
goes,0.007007614042180446
min,0.007007614042180446
care,0.006940233137928711
advertised,0.006940233137928711
wet,0.006940233137928711
cannot,0.006940233137928711
wind,0.006940233137928711
choice,0.006872852233676976
slightly,0.006872852233676976
whole,0.006872852233676976
third,0.006872852233676976
silky,0.006872852233676976
smoother,0.006872852233676976
later,0.006872852233676976
during,0.006872852233676976
drawer,0.006805471329425241
bulky,0.006805471329425241
screw,0.006805471329425241
built,0.0066707095209217705
storage,0.0066707095209217705
priced,0.0066707095209217705
hate,0.0066707095209217705
area,0.006535947712418301
wattage,0.006535947712418301
tiny,0.006468566808166565
based,0.006468566808166565
reading,0.006468566808166565
soon,0.006468566808166565
everyone,0.006468566808166565
dont,0.006468566808166565
inexpensive,0.00640118590391483
sister,0.0063338049996630955
hoping,0.0063338049996630955
prefer,0.006266424095411361
accidentally,0.006266424095411361
picture,0.006266424095411361
caught,0.006266424095411361
Unfortunately,0.006199043191159625
given,0.006199043191159625
larger,0.006199043191159625
beat,0.006199043191159625
idea,0.006199043191159625
kept,0.006199043191159625
Please,0.006199043191159625
line,0.006199043191159625
simply,0.00613166228690789
wait,0.00613166228690789
reasonable,0.00613166228690789
available,0.006064281382656155
Europe,0.006064281382656155
cause,0.006064281382656155
Chi,0.006064281382656155
cute,0.006064281382656155
expectation,0.006064281382656155
bigger,0.0059969004784044206
scalp,0.0059969004784044206
spent,0.0059969004784044206
grip,0.0059969004784044206
average,0.0059969004784044206
sleek,0.0059969004784044206
guest,0.005929519574152685
feeling,0.005929519574152685
manufacturer,0.005929519574152685
annoying,0.00586213866990095
base,0.00586213866990095
send,0.005794757765649215
seen,0.005794757765649215
held,0.0057273768613974796
non,0.0057273768613974796
description,0.0057273768613974796
shut,0.0057273768613974796
purpose,0.005659995957145745
tired,0.005659995957145745
purchasing,0.005659995957145745
taking,0.005659995957145745
water,0.00559261505289401
blast,0.00559261505289401
exact,0.00559261505289401
highest,0.00559261505289401
beautiful,0.00559261505289401
mirror,0.00559261505289401
plugged,0.00559261505289401
etc,0.00559261505289401
junk,0.005525234148642275
described,0.005525234148642275
add,0.005525234148642275
told,0.005525234148642275
delivery,0.005525234148642275
together,0.005457853244390539
naturally,0.005390472340138805
number,0.005390472340138805
hose,0.005390472340138805
market,0.00532309143588707
returning,0.00532309143588707
push,0.00532309143588707
figured,0.00532309143588707
except,0.00532309143588707
beauty,0.005255710531635335
softer,0.005255710531635335
multiple,0.005255710531635335
position,0.005255710531635335
efficient,0.005255710531635335
online,0.005255710531635335
anymore,0.005255710531635335
stuck,0.005255710531635335
coming,0.005255710531635335
stand,0.005188329627383599
spot,0.005188329627383599
basic,0.005188329627383599
family,0.005188329627383599
mother,0.005188329627383599
face,0.005188329627383599
happen,0.005188329627383599
ready,0.0051209487231318645
vacation,0.0051209487231318645
original,0.0051209487231318645
special,0.0051209487231318645
unless,0.00505356781888013
retracting,0.00505356781888013
stuff,0.00505356781888013
happened,0.00505356781888013
opinion,0.004986186914628394
nearly,0.004986186914628394
keeper,0.004986186914628394
defective,0.004986186914628394
blue,0.004986186914628394
section,0.004986186914628394
hole,0.004986186914628394
pull,0.004918806010376659
sized,0.004918806010376659
useful,0.004918806010376659
bath,0.004918806010376659
awkward,0.004918806010376659
appliance,0.004918806010376659
girl,0.004918806010376659
die,0.004851425106124924
somewhat,0.004851425106124924
healthy,0.004851425106124924
giving,0.004851425106124924
knew,0.004851425106124924
hit,0.004851425106124924
condition,0.004851425106124924
true,0.004851425106124924
excited,0.004851425106124924
sit,0.004851425106124924
oil,0.0047840442018731895
shorter,0.0047840442018731895
standard,0.0047840442018731895
effective,0.0047840442018731895
relatively,0.0047840442018731895
quicker,0.0047840442018731895
wear,0.004716663297621454
comment,0.004716663297621454
smoke,0.004716663297621454
worst,0.004716663297621454
process,0.004716663297621454
name,0.004649282393369719
barely,0.004649282393369719
investment,0.004649282393369719
asked,0.004649282393369719
claim,0.004649282393369719
wonder,0.004649282393369719
shower,0.004649282393369719
poor,0.004649282393369719
durable,0.004649282393369719
guy,0.004649282393369719
Elchim,0.004649282393369719
hairdresser,0.004581901489117984
perform,0.004581901489117984
ended,0.004581901489117984
matter,0.004581901489117984
local,0.004581901489117984
dropped,0.004581901489117984
Wow,0.004581901489117984
styler,0.004581901489117984
slide,0.004581901489117984
user,0.004581901489117984
dollar,0.004581901489117984
adjust,0.0045145205848662485
leaving,0.0045145205848662485
constantly,0.0045145205848662485
middle,0.0045145205848662485
sink,0.0045145205848662485
portable,0.004447139680614514
certainly,0.004447139680614514
mind,0.004447139680614514
provide,0.004447139680614514
included,0.004447139680614514
girlfriend,0.004447139680614514
coarse,0.004447139680614514
tend,0.004447139680614514
damaged,0.004447139680614514
rating,0.004447139680614514
dog,0.004447139680614514
hood,0.004447139680614514
chose,0.004379758776362779
person,0.004379758776362779
remove,0.004379758776362779
fly,0.004379758776362779
six,0.004379758776362779
packaging,0.004379758776362779
cover,0.004379758776362779
baby,0.004379758776362779
thinking,0.004379758776362779
mounting,0.004379758776362779
added,0.004379758776362779
continue,0.004379758776362779
Oh,0.004379758776362779
reduce,0.004379758776362779
open,0.004379758776362779
ear,0.004379758776362779
previously,0.004312377872111044
element,0.004312377872111044
shinier,0.004312377872111044
gotten,0.004312377872111044
Target,0.004312377872111044
electrical,0.004312377872111044
force,0.004312377872111044
dangerous,0.004312377872111044
heard,0.004312377872111044
front,0.004312377872111044
hurt,0.004312377872111044
current,0.004244996967859308
reliable,0.004244996967859308
hanging,0.004244996967859308
fell,0.004244996967859308
called,0.004244996967859308
American,0.004244996967859308
wash,0.004244996967859308
burnt,0.004244996967859308
putting,0.0041776160636075735
bonus,0.0041776160636075735
nightlight,0.0041776160636075735
opened,0.0041776160636075735
weak,0.0041776160636075735
range,0.0041776160636075735
along,0.0041776160636075735
carry,0.0041776160636075735
none,0.0041776160636075735
literally,0.0041776160636075735
deep,0.0041776160636075735
w,0.0041776160636075735
conditioner,0.004110235159355839
truly,0.004110235159355839
near,0.004110235159355839
normally,0.004110235159355839
designed,0.004110235159355839
mentioned,0.004110235159355839
white,0.004110235159355839
horrible,0.004110235159355839
bother,0.004110235159355839
dyer,0.004110235159355839
lint,0.004042854255104104
gone,0.004042854255104104
stayed,0.004042854255104104
e,0.004042854255104104
suitcase,0.004042854255104104
penny,0.004042854255104104
note,0.004042854255104104
addition,0.004042854255104104
ask,0.004042854255104104
compare,0.004042854255104104
Oster,0.004042854255104104
mid,0.004042854255104104
affordable,0.004042854255104104
research,0.003975473350852368
fabulous,0.003975473350852368
positive,0.003975473350852368
terrible,0.003975473350852368
attached,0.003975473350852368
refund,0.003975473350852368
straightening,0.003975473350852368
possible,0.003908092446600633
perhaps,0.003908092446600633
static,0.003908092446600633
stick,0.003908092446600633
inches,0.003908092446600633
regret,0.003908092446600633
instruction,0.003908092446600633
device,0.003840711542348898
overheat,0.003840711542348898
despite,0.003840711542348898
Sunbeam,0.003840711542348898
Im,0.003840711542348898
blade,0.003840711542348898
changed,0.0037733306380971633
apart,0.0037733306380971633
mention,0.0037733306380971633
adjustable,0.0037733306380971633
tangle,0.0037733306380971633
fancy,0.0037733306380971633
yr,0.0037733306380971633
rest,0.003705949733845428
mostly,0.003705949733845428
complain,0.003705949733845428
thumb,0.003705949733845428
ton,0.003705949733845428
limited,0.003705949733845428
adapter,0.003705949733845428
appear,0.003705949733845428
Featherweight,0.003705949733845428
tangled,0.003705949733845428
dust,0.003705949733845428
contacted,0.003705949733845428
considering,0.003705949733845428
Babyliss,0.003705949733845428
choose,0.003705949733845428
suck,0.003705949733845428
Vidal,0.003705949733845428
period,0.0036385688295936932
floor,0.0036385688295936932
wave,0.0036385688295936932
turning,0.0036385688295936932
Xtava,0.0036385688295936932
buck,0.0036385688295936932
disappointing,0.003571187925341958
important,0.003571187925341958
usual,0.003571187925341958
beware,0.003571187925341958
useless,0.003571187925341958
replacing,0.003571187925341958
hotter,0.003571187925341958
eye,0.003571187925341958
trouble,0.003571187925341958
hear,0.003571187925341958
mini,0.003571187925341958
o,0.003571187925341958
Sassoon,0.003571187925341958
winter,0.003503807021090223
shipped,0.003503807021090223
flimsy,0.003503807021090223
state,0.003503807021090223
gym,0.003503807021090223
direction,0.003503807021090223
tight,0.003503807021090223
entire,0.003503807021090223
seriously,0.003503807021090223
anywhere,0.003503807021090223
chance,0.003503807021090223
shape,0.003503807021090223
above,0.003436426116838488
test,0.003436426116838488
write,0.003436426116838488
convenience,0.003436426116838488
reset,0.003436426116838488
changing,0.003436426116838488
honestly,0.003436426116838488
kid,0.003436426116838488
vent,0.003436426116838488
expecting,0.003369045212586753
slow,0.003369045212586753
lotion,0.003369045212586753
conditioning,0.003369045212586753
towel,0.003369045212586753
material,0.003369045212586753
avoid,0.003369045212586753
present,0.003369045212586753
bottom,0.003369045212586753
v,0.003369045212586753
stronger,0.003369045212586753
installed,0.003369045212586753
placed,0.003369045212586753
lock,0.003369045212586753
whatever,0.003369045212586753
wire,0.003369045212586753
Sedu,0.003369045212586753
doesnt,0.003369045212586753
sale,0.003301664308335018
volt,0.003301664308335018
press,0.003301664308335018
produce,0.003301664308335018
screen,0.003301664308335018
main,0.003301664308335018
reasonably,0.003301664308335018
wide,0.003301664308335018
operate,0.003301664308335018
com,0.003301664308335018
placement,0.003301664308335018
texture,0.003301664308335018
prevent,0.003301664308335018
nail,0.003301664308335018
b,0.003301664308335018
dead,0.0032342834040832826
failed,0.0032342834040832826
clear,0.0032342834040832826
intake,0.0032342834040832826
hook,0.0032342834040832826
particular,0.0032342834040832826
2nd,0.0032342834040832826
enjoy,0.0032342834040832826
hoped,0.0032342834040832826
machine,0.0032342834040832826
