words,proportion
big,0.09479452054794521
brand,0.09391780821917808
see,0.09391780821917808
into,0.09380821917808219
right,0.0935890410958904
help,0.09205479452054795
lot,0.09150684931506849
happy,0.09117808219178082
favorite,0.09106849315068494
every,0.09095890410958904
part,0.0903013698630137
crib,0.08997260273972603
animal,0.08975342465753425
u,0.08931506849315068
week,0.08854794520547946
sleep,0.08810958904109589
never,0.08723287671232877
wish,0.08712328767123288
want,0.0869041095890411
stroller,0.08646575342465754
super,0.08602739726027397
purchased,0.08558904109589041
few,0.08493150684931507
hand,0.0846027397260274
re,0.08416438356164384
able,0.08328767123287671
problem,0.08263013698630137
stay,0.08241095890410959
who,0.08175342465753424
sure,0.08131506849315069
same,0.08021917808219178
side,0.08010958904109589
though,0.08
hospital,0.0798904109589041
bit,0.07923287671232877
thought,0.0789041095890411
before,0.0776986301369863
fall,0.07704109589041096
know,0.07693150684931507
another,0.07693150684931507
always,0.07649315068493151
something,0.07638356164383561
say,0.07605479452054795
long,0.07495890410958904
design,0.07408219178082191
worth,0.07386301369863013
wash,0.0732054794520548
however,0.07287671232876712
pretty,0.07210958904109589
light,0.07189041095890411
easier,0.07178082191780821
found,0.07123287671232877
adorable,0.07112328767123288
play,0.0709041095890411
monitor,0.07068493150684932
review,0.07057534246575342
water,0.07057534246575342
plastic,0.07057534246575342
ordered,0.07046575342465754
through,0.07046575342465754
cover,0.07002739726027397
set,0.0684931506849315
room,0.06838356164383562
again,0.06838356164383562
many,0.06783561643835616
purchase,0.06772602739726027
shower,0.06750684931506849
far,0.06641095890410958
both,0.0661917808219178
place,0.06575342465753424
girl,0.06564383561643836
friend,0.06531506849315069
boy,0.06410958904109589
most,0.064
cup,0.0638904109589041
ever,0.06367123287671232
piece,0.06345205479452055
picture,0.06246575342465754
came,0.06246575342465754
definitely,0.062246575342465756
feel,0.06180821917808219
four,0.0616986301369863
received,0.06136986301369863
having,0.06115068493150685
looking,0.06104109589041096
getting,0.060931506849315066
being,0.06049315068493151
going,0.06038356164383562
idea,0.06016438356164384
money,0.06005479452054795
awesome,0.059726027397260274
binky,0.059616438356164383
three,0.05928767123287671
store,0.05906849315068493
second,0.05895890410958904
wanted,0.05808219178082192
try,0.057424657534246575
shape,0.05698630136986301
must,0.056657534246575346
infant,0.056438356164383564
highly,0.05589041095890411
once,0.055342465753424656
actually,0.0547945205479452
dark,0.05468493150684931
issue,0.05380821917808219
glow,0.05315068493150685
kind,0.05315068493150685
where,0.052821917808219175
away,0.052712328767123284
amazon,0.05227397260273973
pack,0.052054794520547946
took,0.052054794520547946
yet,0.051945205479452056
own,0.05117808219178082
mom,0.05106849315068493
MAM,0.05106849315068493
pink,0.05063013698630137
won,0.0503013698630137
until,0.04997260273972603
gave,0.04986301369863014
grandson,0.04986301369863014
parent,0.04986301369863014
ll,0.04975342465753425
excellent,0.049643835616438356
chair,0.049643835616438356
top,0.049315068493150684
needed,0.04887671232876712
toddler,0.048657534246575346
d,0.048657534246575346
thank,0.04789041095890411
liked,0.04767123287671233
worked,0.047013698630136984
house,0.0467945205479452
should,0.04668493150684932
bed,0.04668493150684932
high,0.04646575342465754
handle,0.04646575342465754
started,0.046356164383561646
comfortable,0.046136986301369864
almost,0.046027397260273974
born,0.04580821917808219
last,0.0456986301369863
suck,0.04558904109589041
Avent,0.04558904109589041
material,0.04547945205479452
less,0.04547945205479452
stuffed,0.04536986301369863
absolutely,0.044931506849315066
open,0.044821917808219175
fun,0.044821917808219175
strap,0.0446027397260274
monkey,0.04449315068493151
face,0.044054794520547946
isn,0.044054794520547946
several,0.043726027397260274
older,0.043726027397260274
onto,0.0433972602739726
Nuk,0.04263013698630137
gate,0.04241095890410959
may,0.04219178082191781
extra,0.04197260273972603
trying,0.04186301369863014
expected,0.041643835616438356
attached,0.041534246575342465
buying,0.04098630136986301
exactly,0.04087671232876712
sturdy,0.04087671232876712
anything,0.04087671232876712
giraffe,0.04076712328767123
inside,0.04076712328767123
those,0.040657534246575346
disappointed,0.040438356164383564
smaller,0.040438356164383564
mattress,0.04032876712328767
fine,0.04021917808219178
safe,0.04010958904109589
free,0.03945205479452055
home,0.03890410958904109
said,0.03890410958904109
sound,0.03846575342465754
head,0.038356164383561646
teething,0.038136986301369864
why,0.038136986301369864
instead,0.038027397260273973
case,0.038027397260273973
perfectly,0.03780821917808219
life,0.03780821917808219
quite,0.0376986301369863
blanket,0.0376986301369863
everything,0.03715068493150685
end,0.037041095890410956
here,0.036931506849315066
regular,0.036821917808219175
wouldn,0.03649315068493151
type,0.03638356164383562
large,0.03638356164383562
plus,0.036054794520547946
reason,0.035945205479452055
wonderful,0.035726027397260274
longer,0.03550684931506849
lost,0.0353972602739726
weight,0.03528767123287671
together,0.03517808219178082
wipe,0.03506849315068493
prefer,0.03506849315068493
close,0.03495890410958904
pad,0.03495890410958904
minute,0.03484931506849315
fast,0.034739726027397264
wasn,0.03452054794520548
especially,0.03452054794520548
such,0.03441095890410959
bad,0.03441095890410959
hole,0.03441095890410959
order,0.0343013698630137
quickly,0.0343013698630137
bottom,0.03419178082191781
blue,0.03397260273972603
let,0.03397260273972603
couldn,0.03386301369863014
couple,0.033753424657534246
probably,0.033753424657534246
leak,0.033643835616438356
under,0.033534246575342465
arrived,0.033424657534246574
pillow,0.033424657534246574
heavy,0.03331506849315068
amazing,0.03320547945205479
already,0.03320547945205479
box,0.0330958904109589
dry,0.0330958904109589
each,0.03298630136986301
washing,0.03287671232876712
sucking,0.03287671232876712
pump,0.032767123287671236
chew,0.032767123287671236
difficult,0.032657534246575345
grab,0.032657534246575345
durable,0.032657534246575345
floor,0.03221917808219178
spit,0.03221917808219178
feature,0.03178082191780822
sometime,0.03178082191780822
stick,0.03167123287671233
children,0.03156164383561644
breast,0.03145205479452055
pull,0.03145205479452055
went,0.03123287671232877
smell,0.03123287671232877
husband,0.031013698630136987
dog,0.030684931506849315
during,0.030684931506849315
haven,0.030356164383561642
job,0.030246575342465755
granddaughter,0.030246575342465755
recommended,0.030136986301369864
given,0.030136986301369864
decided,0.029917808219178083
twin,0.029917808219178083
either,0.029808219178082192
overall,0.0296986301369863
binkie,0.0296986301369863
maybe,0.0296986301369863
option,0.0296986301369863
style,0.02958904109589041
natural,0.02947945205479452
holding,0.02947945205479452
shipping,0.02947945205479452
green,0.02936986301369863
nose,0.02926027397260274
rubber,0.02926027397260274
turn,0.02926027397260274
fact,0.02915068493150685
cheap,0.02904109589041096
whole,0.02904109589041096
bigger,0.02893150684931507
bear,0.028821917808219178
move,0.028821917808219178
food,0.028712328767123287
ok,0.028712328767123287
leave,0.028602739726027396
front,0.028602739726027396
start,0.028602739726027396
sheet,0.028493150684931506
middle,0.028493150684931506
glad,0.028493150684931506
cloth,0.028383561643835615
changing,0.028164383561643837
goes,0.028054794520547946
read,0.028054794520547946
people,0.028054794520547946
throw,0.027835616438356164
expensive,0.027835616438356164
leg,0.027835616438356164
pocket,0.027726027397260274
air,0.027616438356164383
huge,0.027616438356164383
anyone,0.0273972602739726
asleep,0.0273972602739726
lose,0.027068493150684932
machine,0.02695890410958904
although,0.02652054794520548
fan,0.02652054794520548
clear,0.026410958904109588
deal,0.026410958904109588
hour,0.026410958904109588
least,0.0263013698630137
fabric,0.0263013698630137
milk,0.02619178082191781
between,0.02619178082191781
bib,0.02619178082191781
might,0.025753424657534246
change,0.025753424657534246
sit,0.025753424657534246
nothing,0.025643835616438355
looked,0.025643835616438355
cannot,0.025315068493150687
complaint,0.025315068493150687
else,0.025205479452054796
keeping,0.025205479452054796
etc,0.025095890410958905
everyone,0.024876712328767123
next,0.024876712328767123
gumdrop,0.024767123287671233
travel,0.02454794520547945
soon,0.02443835616438356
drop,0.02443835616438356
allow,0.02443835616438356
space,0.024328767123287673
teeth,0.024219178082191782
making,0.024219178082191782
wall,0.024219178082191782
swing,0.02410958904109589
silicone,0.024
care,0.024
feeding,0.024
hit,0.02389041095890411
clip,0.023671232876712328
sleeping,0.023671232876712328
pleased,0.023561643835616437
carry,0.023561643835616437
guy,0.023452054794520547
completely,0.023452054794520547
elephant,0.02334246575342466
kept,0.02334246575342466
brown,0.02323287671232877
often,0.023123287671232878
apart,0.022904109589041096
snap,0.022794520547945205
table,0.022794520547945205
simple,0.022684931506849314
enjoy,0.022575342465753424
done,0.022465753424657533
funny,0.022465753424657533
arm,0.022465753424657533
install,0.022356164383561646
washed,0.022356164383561646
hate,0.022246575342465755
wear,0.022136986301369864
teether,0.022136986301369864
larger,0.022027397260273973
finally,0.022027397260273973
carrier,0.02180821917808219
quick,0.02180821917808219
package,0.0216986301369863
wrong,0.0216986301369863
handy,0.02158904109589041
safety,0.02147945205479452
cut,0.02147945205479452
useful,0.021369863013698632
giving,0.021369863013698632
ago,0.02126027397260274
white,0.02126027397260274
wait,0.02126027397260274
bright,0.02104109589041096
falling,0.02104109589041096
half,0.02093150684931507
due,0.02093150684931507
beautiful,0.020821917808219178
later,0.020712328767123287
saw,0.020712328767123287
system,0.020712328767123287
full,0.020602739726027396
attach,0.020602739726027396
live,0.020602739726027396
putting,0.020602739726027396
base,0.020493150684931506
expecting,0.020493150684931506
pop,0.020493150684931506
replacement,0.020383561643835615
cool,0.020383561643835615
short,0.020383561643835615
stuff,0.020383561643835615
sent,0.020273972602739727
seemed,0.020273972602739727
finger,0.020273972602739727
camera,0.020164383561643837
warm,0.020164383561643837
mind,0.020054794520547946
wet,0.020054794520547946
hot,0.020054794520547946
described,0.019945205479452055
ended,0.019945205479452055
return,0.019835616438356164
cleaning,0.019835616438356164
unfortunately,0.019835616438356164
waste,0.019726027397260273
n,0.019726027397260273
unit,0.019726027397260273
worry,0.019616438356164383
real,0.019506849315068492
break,0.0193972602739726
service,0.019287671232876714
strong,0.019287671232876714
guess,0.019287671232876714
usually,0.019287671232876714
saver,0.019287671232876714
replace,0.019178082191780823
wife,0.019178082191780823
noise,0.019068493150684932
flat,0.019068493150684932
company,0.019068493150684932
purpose,0.019068493150684932
carseat,0.01895890410958904
mine,0.01895890410958904
fold,0.01884931506849315
wake,0.01884931506849315
mean,0.01884931506849315
seen,0.01884931506849315
helped,0.01873972602739726
tiny,0.01873972602739726
immediately,0.01873972602739726
constantly,0.01873972602739726
chest,0.01863013698630137
book,0.01863013698630137
age,0.01863013698630137
bath,0.018520547945205478
family,0.018520547945205478
nephew,0.018520547945205478
itself,0.018520547945205478
working,0.018520547945205478
hope,0.018410958904109587
ring,0.018410958904109587
stuck,0.018410958904109587
latch,0.018410958904109587
comfort,0.018410958904109587
broke,0.01808219178082192
within,0.01808219178082192
puppy,0.017972602739726028
similar,0.017753424657534246
breastfed,0.017643835616438355
thin,0.017643835616438355
lamb,0.017643835616438355
point,0.017534246575342465
turned,0.017424657534246574
tell,0.017424657534246574
anyway,0.017424657534246574
feet,0.017424657534246574
pick,0.017424657534246574
rather,0.017424657534246574
suction,0.017315068493150686
potty,0.017315068493150686
totally,0.017315068493150686
customer,0.017315068493150686
red,0.017315068493150686
otherwise,0.017205479452054796
nap,0.017205479452054796
extremely,0.017095890410958905
save,0.017095890410958905
instruction,0.017095890410958905
con,0.017095890410958905
cause,0.016986301369863014
dirty,0.016986301369863014
music,0.016986301369863014
tight,0.016986301369863014
yes,0.016986301369863014
convenient,0.016876712328767123
niece,0.016876712328767123
held,0.016767123287671232
cheaper,0.016767123287671232
soothe,0.01665753424657534
stop,0.01665753424657534
trip,0.01665753424657534
hang,0.01665753424657534
tray,0.01665753424657534
poor,0.01654794520547945
aren,0.01654794520547945
mat,0.01654794520547945
available,0.01643835616438356
choice,0.01643835616438356
mother,0.01643835616438356
remove,0.016328767123287673
breastfeeding,0.016328767123287673
difference,0.016328767123287673
taking,0.016219178082191782
battery,0.016219178082191782
dropped,0.01610958904109589
helpful,0.01610958904109589
holder,0.01610958904109589
double,0.01610958904109589
himself,0.016
plush,0.016
add,0.016
video,0.016
pictured,0.01589041095890411
stand,0.01589041095890411
area,0.01589041095890411
door,0.01589041095890411
lid,0.01589041095890411
photo,0.01589041095890411
鈥,0.01578082191780822
fantastic,0.015671232876712328
harder,0.015671232876712328
push,0.015671232876712328
sister,0.015671232876712328
version,0.015561643835616439
shaped,0.015452054794520548
roll,0.015452054794520548
lightweight,0.015452054794520548
nursing,0.015452054794520548
position,0.015452054794520548
nursery,0.015342465753424657
pain,0.015342465753424657
excited,0.015342465753424657
show,0.015232876712328767
insert,0.015232876712328767
sippy,0.015123287671232877
become,0.015123287671232877
everywhere,0.015123287671232877
orthodontic,0.015123287671232877
velcro,0.015123287671232877
cost,0.015123287671232877
original,0.015123287671232877
dishwasher,0.015013698630136987
course,0.015013698630136987
purple,0.015013698630136987
run,0.015013698630136987
tub,0.015013698630136987
along,0.015013698630136987
myself,0.014904109589041096
ready,0.014904109589041096
noticed,0.014904109589041096
packaging,0.014904109589041096
hoping,0.014904109589041096
line,0.014904109589041096
medela,0.014794520547945205
secure,0.014794520547945205
dr,0.014684931506849314
lifesaver,0.014684931506849314
clothes,0.014575342465753425
doing,0.014575342465753425
eye,0.014465753424657534
someone,0.014465753424657534
left,0.014465753424657534
okay,0.014356164383561644
against,0.014356164383561644
low,0.014356164383561644
sitting,0.014356164383561644
ordering,0.014246575342465753
playing,0.014246575342465753
solid,0.014246575342465753
rest,0.014246575342465753
graco,0.014246575342465753
amount,0.014136986301369864
believe,0.014136986301369864
pattern,0.014136986301369864
loose,0.014136986301369864
softer,0.014136986301369864
cap,0.014136986301369864
button,0.014136986301369864
coming,0.014027397260273973
walk,0.014027397260273973
trouble,0.014027397260273973
nicely,0.014027397260273973
grow,0.014027397260273973
adjust,0.014027397260273973
BPA,0.013917808219178082
batteries,0.013917808219178082
herself,0.013808219178082191
choose,0.013808219178082191
reading,0.013808219178082191
figure,0.013808219178082191
neck,0.013808219178082191
annoying,0.013808219178082191
mirror,0.0136986301369863
storage,0.0136986301369863
grand,0.0136986301369863
support,0.0136986301369863
pro,0.0136986301369863
addition,0.013589041095890412
mark,0.013589041095890412
designed,0.013589041095890412
soothing,0.013589041095890412
outside,0.013589041095890412
unless,0.01347945205479452
supposed,0.01347945205479452
print,0.01347945205479452
stopped,0.01347945205479452
happen,0.01336986301369863
bulky,0.01336986301369863
value,0.01336986301369863
seller,0.01326027397260274
reach,0.01326027397260274
satisfied,0.01326027397260274
sterilize,0.01326027397260274
slightly,0.01326027397260274
summer,0.01315068493150685
multiple,0.01304109589041096
note,0.01304109589041096
frog,0.012931506849315069
fell,0.012931506849315069
purchasing,0.012931506849315069
young,0.012821917808219178
confusion,0.012821917808219178
matter,0.012821917808219178
mommy,0.012712328767123287
online,0.012712328767123287
edge,0.012712328767123287
black,0.012712328767123287
None,0.012602739726027398
dont,0.012493150684931507
tip,0.012493150684931507
LO,0.012493150684931507
model,0.012493150684931507
thinking,0.012493150684931507
description,0.012493150684931507
screw,0.012383561643835616
anymore,0.012383561643835616
saved,0.012383561643835616
knew,0.012383561643835616
wrap,0.012383561643835616
b,0.012383561643835616
spend,0.012273972602739725
pay,0.012273972602739725
reviewer,0.012273972602739725
bassinet,0.012273972602739725
compared,0.012164383561643836
functional,0.012164383561643836
basket,0.012164383561643836
useless,0.012164383561643836
gotten,0.012164383561643836
important,0.012164383561643836
early,0.012164383561643836
chewing,0.012164383561643836
non,0.012054794520547946
zipper,0.012054794520547946
entire,0.012054794520547946
mo,0.012054794520547946
thick,0.012054794520547946
straw,0.012054794520547946
told,0.012054794520547946
standard,0.011945205479452055
forward,0.011945205479452055
soap,0.011945205479452055
simply,0.011945205479452055
drink,0.011945205479452055
soother,0.011945205479452055
shoulder,0.011945205479452055
wide,0.011835616438356164
wheel,0.011835616438356164
hasn,0.011835616438356164
crying,0.011835616438356164
lay,0.011835616438356164
anywhere,0.011726027397260273
watch,0.011726027397260273
spoon,0.011726027397260273
touch,0.011726027397260273
cold,0.011726027397260273
tend,0.011726027397260273
feed,0.011726027397260273
market,0.011616438356164384
pumping,0.011616438356164384
dragon,0.011616438356164384
birth,0.011616438356164384
normal,0.011616438356164384
law,0.011616438356164384
round,0.011616438356164384
shield,0.011506849315068493
kitchen,0.011506849315068493
send,0.011397260273972603
recently,0.011397260273972603
person,0.011397260273972603
body,0.011397260273972603
britax,0.011397260273972603
washable,0.011397260273972603
switch,0.011287671232876712
finding,0.011287671232876712
except,0.011287671232876712
calm,0.011287671232876712
booster,0.011287671232876712
brush,0.011178082191780823
check,0.011178082191780823
broken,0.011178082191780823
laugh,0.011178082191780823
lock,0.011178082191780823
hated,0.011068493150684932
prevent,0.011068493150684932
hear,0.011068493150684932
fill,0.010958904109589041
game,0.010958904109589041
spent,0.010958904109589041
lol,0.010958904109589041
ride,0.010958904109589041
bar,0.010958904109589041
taken,0.010958904109589041
eat,0.010958904109589041
opening,0.010958904109589041
single,0.01084931506849315
shipped,0.01084931506849315
concept,0.01084931506849315
setting,0.01084931506849315
cutest,0.01084931506849315
range,0.01084931506849315
adapter,0.01084931506849315
horrible,0.01073972602739726
necklace,0.01073972602739726
texture,0.01073972602739726
true,0.01073972602739726
plan,0.01073972602739726
mobile,0.01073972602739726
spout,0.01073972602739726
wood,0.01073972602739726
experience,0.01073972602739726
paid,0.01073972602739726
NICU,0.01063013698630137
spot,0.01063013698630137
warmer,0.01063013698630137
opened,0.01063013698630137
properly,0.01063013698630137
figured,0.01063013698630137
flimsy,0.01063013698630137
height,0.01063013698630137
flow,0.01063013698630137
returned,0.01052054794520548
future,0.01052054794520548
felt,0.01052054794520548
across,0.01052054794520548
assemble,0.01052054794520548
gum,0.01052054794520548
call,0.010410958904109589
comment,0.010410958904109589
unlike,0.010410958904109589
fussy,0.010410958904109589
yellow,0.010301369863013698
expect,0.010301369863013698
delivery,0.010301369863013698
ground,0.010301369863013698
starting,0.010301369863013698
practical,0.010301369863013698
window,0.010301369863013698
shown,0.010301369863013698
christmas,0.010301369863013698
belt,0.010301369863013698
barely,0.010191780821917807
facing,0.010191780821917807
hanging,0.010191780821917807
solution,0.010191780821917807
provide,0.010191780821917807
control,0.010191780821917807
vary,0.010191780821917807
hurt,0.010191780821917807
swaddle,0.010082191780821918
container,0.010082191780821918
liner,0.010082191780821918
number,0.009972602739726028
screen,0.009972602739726028
sold,0.009972602739726028
crazy,0.009972602739726028
skin,0.009972602739726028
today,0.009972602739726028
near,0.009972602739726028
oh,0.009972602739726028
washes,0.009972602739726028
daily,0.009972602739726028
washer,0.009972602739726028
impossible,0.009863013698630137
actual,0.009863013698630137
ton,0.009863013698630137
six,0.009863013698630137
slide,0.009863013698630137
heard,0.009753424657534246
plenty,0.009753424657534246
towel,0.009753424657534246
preferred,0.009753424657534246
corner,0.009753424657534246
pacifer,0.009753424657534246
adjustable,0.009753424657534246
lb,0.009753424657534246
continue,0.009643835616438357
loop,0.009643835616438357
neutral,0.009643835616438357
ear,0.009643835616438357
medicine,0.009643835616438357
self,0.009643835616438357
hook,0.009643835616438357
kitty,0.009643835616438357
cotton,0.009534246575342466
carrying,0.009534246575342466
sized,0.009534246575342466
update,0.009534246575342466
negative,0.009534246575342466
sort,0.009534246575342466
worried,0.009534246575342466
compliment,0.009534246575342466
bumper,0.009534246575342466
match,0.009424657534246575
impressed,0.009424657534246575
pricey,0.009424657534246575
decent,0.009424657534246575
theme,0.009424657534246575
advertised,0.009424657534246575
sweet,0.009315068493150684
vanilla,0.009315068493150684
please,0.009315068493150684
nurse,0.009315068493150684
themselve,0.009315068493150684
mustache,0.009205479452054794
grasp,0.009205479452054794
nearly,0.009205479452054794
slip,0.009205479452054794
formula,0.009205479452054794
loud,0.009205479452054794
twice,0.009205479452054794
liquid,0.009205479452054794
bring,0.009205479452054794
tall,0.009205479452054794
adult,0.009205479452054794
direction,0.009205479452054794
whatever,0.009095890410958905
learned,0.009095890410958905
hair,0.009095890410958905
based,0.008986301369863014
terrible,0.008986301369863014
opinion,0.008986301369863014
younger,0.008986301369863014
straight,0.008986301369863014
doesnt,0.008986301369863014
shut,0.008986301369863014
microwave,0.008876712328767123
third,0.008876712328767123
wearing,0.008876712328767123
