source,target
354105,771438
489303,771438
577627,771438
685647,771438
754032,771438
772567,771438
79016,792507
82584,792507
121590,792507
403120,792507
479028,792507
532957,792507
608166,792507
813485,792507
950571,792507
3829,815039
60679,815039
748773,815039
753094,815039
898331,815039
45057,816890
74970,816890
163198,816890
190946,816890
198901,816890
200775,816890
549797,816890
577531,816890
662800,816890
815039,816890
848784,816890
46861,821571
55304,821571
74452,821571
75171,821571
108826,821571
128099,821571
147200,821571
162820,821571
200882,821571
238115,821571
479582,821571
894335,821571
198922,824022
287604,824022
343396,824022
748773,824022
750203,824022
762288,824022
819894,824022
825208,824022
960674,824022
37658,840402
66915,840402
120521,840402
484396,840402
631774,840402
763301,840402
824022,840402
988386,840402
28166,894465
31067,894465
46699,894465
49806,894465
55128,894465
60679,894465
64509,894465
66915,894465
76881,894465
115733,894465
120521,894465
128099,894465
176936,894465
180228,894465
194703,894465
238495,894465
239961,894465
276085,894465
295276,894465
303050,894465
328014,894465
332141,894465
404463,894465
457807,894465
538677,894465
577235,894465
608701,894465
662800,894465
772526,894465
806542,894465
815039,894465
824022,894465
824599,894465
894956,894465
942529,894465
959770,894465
962064,894465
987491,894465
2993710,894465
16759,924232
170690,924232
542549,924232
12802,927555
13511,927555
66228,927555
79016,927555
184502,927555
204901,927555
238115,927555
260038,927555
271029,927555
317093,927555
411761,927555
668448,927555
778344,927555
806877,927555
817000,927555
2993710,927555
74970,941579
120521,941579
143951,941579
163198,941579
190946,941579
193160,941579
198901,941579
200775,941579
409954,941579
549797,941579
662800,941579
683065,941579
848784,941579
82831,959770
403120,959770
753094,959770
