id,D
690718,0.5
920101,26.65625
395819,289.25
625201,0.15625
625203,0.0
887348,24.921875
920117,10.078125
68155,431.828125
199229,5.484375
789055,0.0
2034242,0.0
756291,78.21875
789064,3.140625
461391,0.0
133719,1.890625
363100,0.0625
297569,0.0
920165,0.0
166505,0.25
625278,0.15625
35464,2.625
559785,0.0
428717,258.234375
527024,0.953125
428725,0.0
2750,0.0
133832,318.453125
199369,4.171875
101072,0.0
592595,0.25
330453,0.25
887513,0.375
297702,16.9375
133883,0.0
166658,3.0625
35587,2.4375
953102,0.0
756518,33.109375
363307,0.0
101164,1.46875
2867,0.0
559927,0.0
3345212,0.0
363327,0.0
887619,44.109375
133957,0.0
854854,0.1875
822089,0.1875
330575,237.15625
133969,21.59375
854866,0.0625
887638,2.53125
789340,0.21875
133988,0.0
330601,277.078125
166767,4.703125
297839,0.0625
35697,1.015625
297849,2.125
396154,2.21875
166785,11.890625
461698,0.0
35719,6.015625
494474,0.125
330634,13.6875
1772438,0.0
723868,0.0
527267,1.046875
134051,0.0625
297894,45.484375
887719,16.859375
887718,48.40625
461737,2.625
658346,36.484375
756656,459.75
2526137,0.0
68551,2.296875
494537,49.34375
297955,2.796875
3056,2.171875
855034,0.0
887806,0.53125
756740,47.671875
789514,0.5625
1084430,0.0
756754,0.0
527379,456.1875
35864,0.125
232480,1.71875
756772,23.4375
101415,0.0625
592954,5.375
625731,0.0
625736,81.96875
625739,5.75
560208,22.328125
396372,84.015625
3170,3.484375
232564,166.71875
2690165,0.0
68738,5.515625
232598,0.0625
494746,0.15625
3226,0.0
691371,0.65625
68780,123.171875
494774,0.0
887990,0.0
855232,0.0625
2165952,0.0
101575,0.0
953552,0.1875
330967,32.890625
789721,15.109375
756959,0.5
265440,7.15625
593129,0.28125
1608941,12.34375
199917,0.125
265456,360.421875
298225,0.0625
789754,0.0
101628,0.0
232701,37.859375
36106,2.484375
789775,21.59375
462110,2.0625
68896,0.0625
68898,4.875
1379627,0.0
167220,0.0625
199995,101.921875
855356,2.65625
101701,7.5625
68934,1.5
757070,0.0625
3413,16.625
2592086,0.25
3214680,0.0
3426,0.125
757093,0.0
920939,3.34375
855405,13.828125
167287,31.046875
855423,59.796875
167296,1.25
2395521,0.0
396676,31.859375
200074,5.765625
101776,110.921875
167320,2.671875
691616,0.0
920994,23.359375
101795,0.1875
232869,0.25
757157,6.328125
921002,99.046875
560554,0.0
757177,0.125
921024,0.0
167361,0.71875
626115,0.0
69060,1.96875
888262,0.0
134600,3.671875
986573,0.0
36310,0.6875
36312,0.0
167386,28.9375
3313123,0.0
167399,0.25
36327,0.0
855531,99.78125
822777,111.28125
757251,0.0
101895,0.25
3595,15.15625
953875,2.625
69153,422.796875
3627,2.703125
36402,13.828125
101946,213.34375
331323,0.0
790078,14.890625
101953,9.546875
855619,0.0625
986695,0.0
134729,12.765625
888394,0.0
233035,80.359375
3669,0.0625
757335,1.15625
822874,7.09375
626268,41.9375
167517,10.53125
757342,3.40625
691807,26.6875
855655,0.0
1019495,0.0
134761,0.25
233066,337.921875
36468,0.921875
724598,0.0
822910,1.359375
822913,0.0
200322,0.0
2133637,0.0
626310,0.0
331400,0.1875
2854537,0.0
2854547,0.0
102050,536.125
888484,0.125
36521,12.078125
2264745,0.0
233136,0.125
3018423,0.0
495288,0.125
36537,1.15625
233147,0.0625
921289,0.34375
790224,0.0
331473,1.140625
790227,112.84375
921306,36.53125
855773,3.921875
823012,94.734375
855780,0.0625
69348,0.3125
495338,9.5625
724720,0.0
1019633,0.0
397042,11.203125
3829,2175.875
200448,0.5625
233228,111.5
298764,1.765625
298766,10.5625
921359,0.28125
69402,13.453125
855836,3.625
626463,2.6875
36645,0.375
921384,4.59375
2363198,0.0
954189,0.0
266063,0.25
167762,0.0
233300,0.0
528221,707.578125
495455,0.0625
659299,0.25
397156,0.0
593772,0.0
364399,67.96875
135024,570.890625
528243,0.0625
135032,104.453125
823165,30.203125
692100,67.5
561037,0.0
135054,1.296875
855952,0.8125
69520,16.734375
266129,0.0
135059,0.09375
331666,0.0
3411865,0.0
888730,685.578125
69534,1.40625
757665,0.234375
266151,0.0
266160,1394.96875
495547,0.0
921542,1.28125
2035658,0.0
561105,0.78125
921554,0.0
954322,0.0
790496,0.0
790509,1.09375
135152,7.03125
36849,0.0
921598,0.28125
102399,2.484375
593930,67.515625
266255,160.890625
1740826,0.0
692251,31.765625
2986022,0.0
3477547,0.0
659517,151.5625
36934,24.328125
200775,2050.609375
200777,181.359375
790604,7.40625
495702,0.0
200791,160.671875
626774,0.0
3379291,0.0
135273,123.6875
921710,0.84375
36975,0.609375
888942,0.0
36987,1.09375
69761,0.25
790667,10.21875
37026,0.0
495784,70.390625
69805,0.0
168110,0.0625
200882,305.609375
725175,0.0
823482,3.28125
168126,0.0
594113,0.0
790732,33.046875
135378,43.96875
135391,80.1875
954592,0.0
495861,0.28125
626939,0.0
4358,0.0
266503,0.0
200968,18.578125
889097,12.625
299277,1.1875
790797,0.53125
954646,87.953125
790814,17.109375
921888,0.0
790820,8.78125
266534,4.09375
790833,21.796875
364861,0.59375
201022,10.21875
168256,0.84375
954694,195.890625
37197,0.0
627026,0.6875
987481,1.109375
102750,0.0
69986,48.375
987491,553.109375
4451,1.0
4458,0.0
332141,1607.296875
921965,211.6875
135543,2.09375
102781,3.9375
856451,2.21875
594309,0.0
233862,60.203125
70027,0.625
299429,4.09375
758194,27.28125
889276,0.0
758208,19.9375
954817,11.1875
4553,0.0
790988,136.625
299471,47.671875
823762,0.0
3445208,0.0
332257,8.875
496097,155.484375
397794,0.0
987621,23.359375
987643,0.0
2003453,0.0
528895,0.125
2036252,0.0
299567,0.125
627250,17.765625
561715,9.3125
397876,24.796875
102964,0.0
397880,49.0
135740,0.0
102985,16.265625
463435,35.8125
791120,14.890625
201297,1.640625
954964,3.109375
660053,0.390625
922200,21.984375
2527840,0.0
2855520,0.0
889449,19.59375
103033,52.703125
955009,3.8125
987777,0.125
758402,0.0
627337,48.046875
299668,32.75
529050,0.0
266916,67.375
463527,1.3125
758444,6.265625
758453,2.53125
660155,0.0
922301,0.0
398020,0.0
234192,0.0
824022,3911.390625
594665,551.171875
496370,0.25
4852,10.015625
758520,24.53125
332536,0.1875
103162,14.015625
299776,0.328125
3347207,0.0
791308,0.0
987922,0.640625
660244,0.0
496405,1233.078125
791318,2.921875
37658,471.90625
922398,0.25
1839912,0.0
463663,0.0
3085111,0.0
2659130,0.0625
299840,0.0
758601,42.796875
594765,0.0
234325,208.21875
4955,0.0
3216219,0.0
332641,2.3125
37730,11.890625
758630,0.625
496487,5.984375
299882,147.734375
562030,67.75
201593,0.0
758661,0.0
70534,4.640625
234374,0.0625
136075,1.890625
496525,250.1875
3117973,0.0
824219,4.046875
103324,6.765625
37794,3.109375
3380137,0.0
660401,68.5625
398259,33.96875
791480,2.671875
562105,0.0
70586,0.0
791483,6.171875
136124,0.15625
201667,0.25
201668,0.0
201678,4.875
2593754,0.0
562144,0.0
365542,0.875
37865,2.9375
300013,0.0
201716,0.0
300024,12.109375
234488,9.8125
168958,154.390625
300035,0.3125
3511314,0.0
103447,0.375
660507,76.328125
201760,13.375
168993,124.046875
103460,0.0
37931,0.0
70704,0.0
332852,93.921875
791609,0.0625
70715,146.765625
103484,9.5
627787,0.0
922704,0.0
824406,0.0
267354,143.625
1545319,0.0
922728,52.609375
857203,147.828125
562304,1394.484375
169088,0.0
758920,6.953125
169099,1.421875
70800,4.421875
267411,0.640625
988307,0.0
234647,0.28125
955544,6.734375
595101,182.140625
758943,84.375
2528416,0.0
169124,0.1875
267435,0.84375
38061,0.125
103600,0.0
791734,0.0625
726201,0.0
3052730,0.0
922811,0.25
5307,0.8125
2921660,0.0
3052733,0.0
38100,24.171875
300245,25.28125
758999,1.375
988386,214.515625
3413218,0.0
169189,0.0
201958,0.125
169202,570.515625
5366,0.78125
759031,5.03125
365821,0.0
201983,0.71875
955647,2.078125
169228,0.125
3314964,0.0
824599,1020.046875
988440,183.265625
398615,9.59375
169239,0.4375
922911,1.171875
988448,0.0
202033,2.625
955700,0.0
988471,4.34375
5441,12.515625
234844,20.484375
2495841,0.0
202084,0.0
169317,2.734375
202089,0.0
988529,0.0
333175,32.4375
5501,1.765625
333181,96.171875
955773,0.0
38291,0.375
759187,0.0
923033,18.90625
38302,16.84375
38321,0.0
202162,0.0
923063,0.09375
759224,0.5625
562615,0.0
136640,162.125
202187,8.953125
3020237,0.0
792018,1.046875
988627,0.125
464348,0.0
988638,217.796875
562663,6.390625
497132,66.890625
988655,0.703125
2823663,0.0
792051,0.0
300534,142.40625
71166,0.0
3413511,0.0
2397707,0.0
857621,0.1875
955936,0.0
824866,11.03125
300578,0.0
3315236,0.0
267814,12.984375
300583,0.703125
71209,241.046875
398892,0.0
824879,0.0
169526,2.5625
398909,0.0
824895,0.0
169536,103.9375
38466,119.71875
923208,0.0
2135629,0.0
366164,24.859375
497236,0.0625
2397780,0.0
38490,974.890625
595559,0.25
202344,5.578125
169578,0.71875
792175,143.828125
300659,15.390625
497277,0.0
792190,0.0
2397826,0.0
333447,5.484375
333464,1.46875
759454,0.0
2365087,0.0625
235169,5.5625
562850,0.0
136871,15.203125
71336,186.328125
38579,10.28125
956088,0.0
923323,0.125
956093,0.25
890559,0.0625
759491,25.65625
923332,0.0
825032,12.453125
300749,0.0
71373,0.09375
104147,0.84375
333539,0.4375
628467,3.234375
923384,2.59375
5882,591.53125
825087,9.6875
1971972,0.0
333573,7.109375
104217,0.0
792348,0.0
857887,0.0
923432,60.453125
202545,31.0625
792370,9.171875
595768,0.21875
202554,6.109375
890683,0.0
5953,454.265625
333634,359.734375
169795,1.9375
366407,47.015625
333643,2.46875
825168,0.125
333648,0.0
169818,0.0
628571,0.0
5980,11.3125
890724,0.125
3446629,0.0
923497,0.0
956268,0.390625
759668,0.375
825208,997.78125
825209,0.0
104314,0.375
137084,22.28125
169856,14.703125
268161,0.0625
759694,0.0
399249,0.0
38805,0.8125
858006,0.0
726942,0.0
825251,4.109375
2660270,0.0
890799,2.328125
137137,60.890625
792507,1007.75
104388,0.5
333766,3.90625
628684,1.09375
792530,5.625
71636,0.0
169948,0.0
923618,256.75
6143,1.515625
399361,0.0
595969,0.0
694273,0.0
104455,5.359375
792583,9.375
661524,166.234375
661525,13.078125
38936,349.53125
825387,0.546875
694325,0.0
923705,0.125
38977,8.515625
399437,4.3125
333903,0.0
6232,0.21875
366681,0.0625
497760,2.578125
923745,0.0625
104548,0.0
39013,0.578125
694411,0.375
891032,1.46875
923801,29.734375
792733,1.234375
596126,347.09375
6310,0.703125
137390,94.984375
6320,2.46875
628912,0.0
891063,64.296875
137401,6.390625
6334,284.734375
759998,3.390625
563390,0.0
2398414,0.0
137430,0.0
334041,0.0
170211,50.890625
170214,0.0
334054,0.0
170228,3.3125
628981,47.234375
203008,45.4375
137474,178.59375
956675,0.0
858375,4.421875
792839,0.0
104714,782.75
792852,0.0
334101,12.140625
137494,1418.859375
727318,0.0
71970,10.875
956707,12.8125
104741,22.46875
366889,29.25
399659,3.453125
1055021,0.0625
530745,95.421875
3381566,0.0
989528,0.0
39258,2.375
760154,31.25
301404,0.4375
792925,36.890625
170330,33.28125
989540,0.0
72041,42.53125
235881,14.96875
137580,33.53125
334193,95.484375
399733,0.4375
792953,1302.234375
891264,3.828125
170369,51.5
334216,0.0
170381,0.828125
235923,10.6875
760214,0.0625
268700,0.0
6563,3.8125
334243,0.25
6568,0.0
72109,0.0
39342,0.0
760238,0.0
760240,125.71875
793022,21.84375
825793,0.0
6613,3.75
170454,44.265625
661974,8.84375
596451,0.875
39406,0.0
3316228,0.0
72205,29.6875
793108,0.0
2136598,0.0
825883,0.125
956973,0.34375
301619,5.890625
367156,0.0
1055285,0.78125
498241,0.0
825924,1.0
760389,0.15625
105030,0.0
268871,5.40625
924232,627.984375
2824778,0.0
367188,0.5625
858710,197.859375
760417,0.0
563834,2.03125
367231,0.0
662149,0.0
793225,0.0625
793227,193.953125
924306,0.0
465562,0.0625
957085,13.390625
924318,0.0
858788,0.0
367272,0.0
105129,2.515625
137904,0.0
891575,10.375
268990,0.296875
170690,847.25
6855,0.59375
858827,178.84375
6860,0.0
3185359,0.0
662225,0.0
39637,0.0
39656,257.5
695019,0.75
39661,338.328125
137980,0.0
236287,3.265625
170758,0.0
170770,3.609375
334644,12.65625
498484,0.0
367417,1.890625
170815,557.515625
3480388,0.0
203592,0.0
138063,6.5625
793425,2.140625
760658,0.0
2595668,0.0
3513172,0.0
138071,0.0
924508,3.875
367459,4.734375
629609,23.859375
957296,32.140625
793456,0.0
105329,0.0
269172,1.578125
203639,21.1875
7031,0.0
170879,0.0625
301955,106.484375
105354,138.4375
662416,0.125
859026,0.0
2825107,0.0
334740,36.3125
695189,6.328125
203670,5.09375
400279,1.75
39828,0.125
2366358,0.0
957340,0.5
203695,0.34375
334770,80.96875
596922,205.140625
1973181,0.0
203711,2.203125
302026,0.0
105422,17.578125
1416172,0.75
334829,124.4375
203764,0.0
203765,0.0
105462,0.0625
138235,0.0
826364,0.28125
2923522,0.0
498691,52.46875
891907,2.5
171015,0.0
891911,0.0
72716,0.3125
564239,31.625
662545,0.0
302106,3.296875
203804,1.140625
138271,0.5
7230,1.015625
793664,0.96875
269390,18.34375
138332,139.015625
138335,0.0
597094,15.671875
924780,0.71875
564333,22.078125
662642,0.0625
7305,7.078125
171150,3.71875
760977,5.015625
105618,49.15625
2759830,0.0
72861,0.0
990366,0.03125
990368,0.0625
105638,0.0
138407,5.078125
990384,0.0
40124,0.0
531653,0.0
171220,0.0
105685,0.0
793821,8.640625
761064,1.203125
72941,0.0
793845,5.78125
597239,0.0625
793848,0.125
3415304,0.0
662797,0.84375
662800,1840.828125
498961,3.03125
761108,1.4375
597269,0.0
761109,0.0
7448,25.765625
138520,292.671875
40225,325.59375
826660,2.75
40230,0.40625
72998,0.0
793898,3.21875
498987,4.6875
793913,0.0
597309,187.734375
138560,27.234375
597314,0.0
3120458,0.0
400717,0.0
761179,2.40625
40294,0.171875
859509,3.671875
793988,1198.875
925066,1.96875
1580437,0.0
400815,0.0625
859589,0.3125
335302,1.28125
138699,669.4375
368112,4.53125
564726,2.234375
925181,248.453125
761341,0.625
7689,17.46875
466442,0.0
3153419,0.0
531986,1369.734375
7729,228.96875
794161,0.0
7731,0.1875
40501,0.5
826936,0.0
794173,6.421875
1449541,0.0
335431,0.0
138833,212.859375
138837,206.375
2825814,17.25
302685,172.640625
204386,177.21875
171637,498.28125
958076,65.0
761478,5.9375
695943,0.0
958087,0.0
794257,0.0
269972,1883.546875
237205,91.0625
106145,0.0
958117,0.0
73383,11.96875
401066,69.921875
892586,0.375
171693,1.65625
302765,72.078125
302774,0.0
2006721,0.0
794306,0.0
40648,0.0
73421,53.671875
171726,0.0
696015,12.953125
171728,64.234375
663255,0.0
401114,0.0625
859868,5.90625
73444,0.0
597736,1.109375
270060,0.0
368367,132.203125
7920,12.53125
40695,30.828125
925450,4.828125
401166,1.84375
139026,1037.125
794401,0.0
7974,0.0
40743,11.265625
794419,0.0
106298,3.0625
368451,75.234375
466759,3.40625
630603,4.71875
171854,0.0
794449,23.78125
139089,2.625
73553,0.0
925528,9.5625
827224,0.0
892771,260.53125
892775,0.15625
761706,107.703125
302955,0.0
171889,0.0
827250,138.671875
597875,0.90625
663424,0.0625
335747,5.515625
73605,6.71875
401287,3.09375
892823,45.96875
663455,0.765625
270243,0.0
204708,300.515625
204714,257.125
73644,111.625
860080,0.59375
8125,0.0
1482685,0.0
368578,3.0
925635,0.0
925636,0.0
303050,936.703125
139212,0.0
237517,138.203125
597965,1.765625
73682,0.0625
40922,0.5625
171994,64.96875
499683,0.0
827367,81.25
958444,0.0
532487,5.890625
172041,85.4375
106514,3.078125
499745,0.0
204847,0.0
204850,0.0
8245,6.390625
630845,0.0
335937,0.78125
499780,0.0
958533,61.609375
663645,0.5
630882,293.78125
237668,0.0
204901,809.59375
2596970,0.0
532610,0.0
172167,5.03125
925837,4.265625
270491,477.21875
925852,43.859375
204968,0.1875
1777836,0.234375
172205,0.0
893111,123.890625
73914,40.203125
237773,0.125
1908947,0.78125
139475,0.0
794846,9.046875
73969,0.0
762097,0.0
467203,208.65625
565521,10.78125
74005,0.0
631071,0.0
631078,0.0
139566,0.0
958768,1.1875
172350,344.171875
303422,0.0
762177,20.109375
41283,0.0
926021,0.0
270667,5.15625
3088724,0.0
696668,0.0625
8549,0.9375
827760,0.0
958839,3.75
2367865,0.0
8570,0.0
205180,46.8125
106882,4.1875
565634,16.71875
926085,0.0
139655,0.0
8591,0.0
860561,2.484375
303506,5.234375
74134,428.4375
926108,0.0
926115,4.0
106916,0.0625
795053,0.0
795054,0.25
762288,747.546875
270770,0.0
467382,0.5625
139709,10.75
3383741,0.0
205254,42.609375
893383,1.0
41420,5.453125
74195,57.484375
827859,0.0
41431,4.625
532957,1336.90625
139741,8.28125
106987,102.421875
631275,0.0
467444,0.0625
41462,0.0
303626,6.515625
3416601,0.0
139804,5.765625
926237,0.84375
369183,0.0
238115,2835.328125
303651,14.328125
172582,0.0625
533042,0.0
172612,44.40625
1352264,0.0
500298,2.46875
107090,47.40625
172642,55.96875
926307,4.078125
74340,45.59375
369270,391.5625
8828,7.84375
533117,88.890625
762496,0.0
664194,584.96875
107139,109.140625
139908,8.96875
762500,0.859375
205442,0.0
795271,0.0
795288,0.0
139933,642.9375
74397,0.625
238245,0.0625
271029,200.6875
402117,0.0
795341,19.625
205520,0.359375
664272,0.25
74452,278.953125
238297,10.25
107227,0.0
926428,8.875
172770,0.0
172772,10.28125
2138857,0.0
369389,24.25
631535,7.6875
107247,0.46875
107249,0.0625
3416819,0.0
762618,51.515625
795387,0.0
729857,0.0
271113,17.609375
893719,208.015625
74520,0.0
664346,0.421875
631579,25.09375
762652,6.328125
467749,42.40625
762663,0.0
2564904,0.0
2368302,4.21875
860985,0.0
664378,142.359375
205627,0.125
860996,0.0
2040645,0.0
402249,2.890625
926548,548.359375
3449693,0.0
238440,64.53125
762731,37.609375
631667,0.0
566138,0.0
9084,102.234375
861057,0.0
500612,0.1875
664457,0.0
926604,75.578125
467853,10.8125
336783,66.84375
140176,33.890625
41874,1426.15625
238495,808.015625
238506,8.3125
41899,53.703125
1811373,1.890625
402351,1.15625
500664,354.890625
828349,0.0
762821,0.125
107466,7.015625
173007,0.0
631774,1374.90625
304102,0.3125
41976,0.0
533503,0.0
9218,0.125
959490,0.0
992260,0.0
762885,0.78125
697350,0.875
2401289,0.0
205838,0.0
74776,0.0
107556,0.0625
762921,16.671875
664618,0.0
533551,0.0
697391,0.0
861252,0.0625
828507,2.578125
238686,0.0
74853,1.59375
74857,7.8125
762990,2.9375
337015,0.0
205959,0.0
500889,154.828125
566448,0.0
795841,1.65625
664770,0.0
74952,0.0
140499,56.4375
2991317,0.0
74970,1636.609375
9437,0.0
337119,5.46875
9441,0.09375
2532578,0.0
140521,2.390625
107753,0.0
664817,15.59375
42234,0.84375
500992,11.859375
795905,0.0
140553,9.546875
3319054,0.0
664849,12.90625
304401,142.828125
9490,0.0
959770,1990.5625
959775,4.5
369955,0.0
664883,2.671875
3188027,0.0
1451327,0.0
828740,47.75
304458,9.4375
828756,11.765625
206167,0.0
501081,8.3125
75100,87.75
828768,60.546875
107877,74.0625
763237,51.3125
2729330,0.0
337271,6.765625
238968,0.0
894335,1499.453125
796045,10.859375
140689,52.6875
861600,0.0
206241,28.984375
75171,717.515625
763301,921.421875
632233,0.0
107950,0.0
173487,14.203125
402872,204.1875
763341,49.578125
9680,245.546875
992751,0.0
861687,0.5
337404,6.265625
75264,114.21875
894465,3809.484375
796166,36.546875
140816,54.0625
75295,33.921875
75308,0.0
927278,0.0
9787,0.0
861757,0.375
75329,0.0
894531,31.34375
206407,52.265625
173647,0.0
992857,0.0
108124,13.359375
42589,0.28125
829033,0.125
796281,0.0
206465,1.890625
75394,5.8125
566918,4.90625
927373,11.609375
370326,0.0
468632,0.953125
501407,213.703125
763551,26.703125
763554,58.609375
2336424,0.0
403120,1360.671875
829122,3.09375
829125,1.359375
894664,34.765625
566984,6.890625
206538,12.75
566988,0.0
763601,1.109375
108249,0.0
763611,94.109375
337631,41.8125
599777,0.0
2598627,0.0
108265,0.0625
403184,20.3125
9970,0.0
108283,0.0
2795282,0.0
763670,0.0
796439,1.5625
2139934,0.0
501537,0.0
108340,0.0
206658,25.578125
927555,806.390625
75591,0.0
206668,0.0
829267,6.53125
763747,0.0
894827,83.484375
894831,2.84375
567153,0.0
894847,73.90625
927627,627.0
75665,10.609375
567190,115.390625
108446,0.9375
927650,4.59375
173988,72.296875
468911,0.4375
174007,0.0
763831,0.0
501692,67.828125
337856,73.71875
141256,54.359375
468938,0.125
894930,0.0
75747,636.28125
894956,713.390625
42993,21.4375
894962,0.125
927736,18.671875
