source,target
418981,754032
477875,754032
766893,754032
821571,754032
33161,766893
46861,766893
120521,766893
128099,766893
147200,766893
354105,766893
821571,766893
824022,766893
894335,766893
79016,778344
418981,778344
603036,778344
40225,802302
79016,802302
179764,802302
378624,802302
411761,802302
594665,802302
622805,802302
772526,802302
801573,802302
806542,802302
830375,802302
927555,802302
806877,806542
66228,806877
79016,806877
184502,806877
200777,806877
204901,806877
260038,806877
82584,817000
303050,817000
317093,817000
17748,820434
20278,820434
31263,820434
53739,820434
110104,820434
165011,820434
175286,820434
179764,820434
182360,820434
208076,820434
271029,820434
500889,820434
568861,820434
594665,820434
597309,820434
622805,820434
661524,820434
677781,820434
766094,820434
788937,820434
802302,820434
855531,820434
927555,820434
46861,821571
55304,821571
74452,821571
75171,821571
108826,821571
128099,821571
147200,821571
162820,821571
200882,821571
238115,821571
479582,821571
894335,821571
343396,824022
960674,824022
51736,892771
82013,892771
108826,892771
128099,892771
144458,892771
147200,892771
164594,892771
238115,892771
316834,892771
317093,892771
329468,892771
569685,892771
894335,892771
82584,894335
82831,894335
204901,894335
212612,894335
403120,894335
490763,894335
31067,894465
64509,894465
128099,894465
303050,894465
457807,894465
577235,894465
772526,894465
2993710,894465
40225,894847
43499,894847
182360,894847
376608,894847
418981,894847
477875,894847
569685,894847
577235,894847
594665,894847
667169,894847
766094,894847
927555,894847
12802,927555
13511,927555
66228,927555
79016,927555
184502,927555
204901,927555
238115,927555
260038,927555
271029,927555
317093,927555
411761,927555
668448,927555
778344,927555
806877,927555
817000,927555
2993710,927555
369270,933172
287604,960674
3829,2993710
46861,2993710
81194,2993710
108826,2993710
120521,2993710
128099,2993710
303050,2993710
309328,2993710
343396,2993710
824022,2993710
